ParkName,Year,RecreationVisitors,NonRecreationVisitors,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays
Abraham Lincoln Birthplace NHP,1979,"271,231",0,"271,231",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1980,"239,074",0,"239,074",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1981,"252,245",0,"252,245",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1982,"318,707",0,"318,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1983,"256,126",0,"256,126",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1984,"258,023",0,"258,023",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1985,"264,905",0,"264,905",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1986,"280,620",0,"280,620",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1987,"292,825",0,"292,825",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1988,"288,324",0,"288,324",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1989,"309,823",0,"309,823",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1990,"307,669",0,"307,669",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1991,"316,945",0,"316,945",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1992,"302,739",0,"302,739",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1993,"293,710",0,"293,710",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1994,"279,542",0,"279,542",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1995,"268,509",0,"268,509",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1996,"249,344",0,"249,344",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1997,"262,889",0,"262,889",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1998,"250,842",0,"250,842",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,1999,"251,204",0,"251,204",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2000,"236,180",0,"236,180",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2001,"229,675",0,"229,675",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2002,"250,772",0,"250,772",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2003,"211,650",0,"211,650",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2004,"201,828",0,"201,828",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2005,"190,809",0,"190,809",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2006,"200,054",0,"200,054",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2007,"202,950",0,"202,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2008,"200,404",0,"200,404",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2009,"221,111",0,"221,111",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2010,"177,122",0,"177,122",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2011,"163,568",0,"163,568",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2012,"169,515",0,"169,515",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2013,"163,928",0,"163,928",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2014,"241,264",0,"241,264",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2015,"148,605",0,"148,605",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,2016,"252,495",0,"252,495",0,0,0,0,0,0,0,0
Acadia NP,1979,"2,787,366","395,913","17,155,530","198,056",0,0,"139,708","74,279",0,0,0
Acadia NP,1980,"2,779,666","493,429","18,671,588","276,719",0,0,"155,704","76,124",0,0,0
Acadia NP,1981,"2,997,972","405,001","20,907,596","202,499",0,0,"166,557","76,309",0,0,0
Acadia NP,1982,"3,572,114","183,047","24,505,138","91,512",0,0,"172,759","84,841",0,0,0
Acadia NP,1983,"4,124,639","183,024","27,263,187","91,512",0,0,"164,429","72,335",0,0,0
Acadia NP,1984,"3,734,763","183,034","24,733,407","91,512",0,0,"158,697","32,192",0,0,0
Acadia NP,1985,"3,745,570","183,024","28,932,970","91,512",0,0,"152,585","54,941",0,0,0
Acadia NP,1986,"3,929,054","183,024","25,221,989","91,512",0,0,"156,438","49,311",0,0,0
Acadia NP,1987,"4,288,154","188,280","28,251,442","94,135",0,0,"158,649","52,952",0,0,0
Acadia NP,1988,"4,502,283","188,676","29,668,170","94,332",0,0,"175,545","45,661",0,0,0
Acadia NP,1989,"5,440,952","188,676","35,285,688","94,333",0,0,"173,909","46,089",0,0,0
Acadia NP,1990,"2,339,591","252,546","12,738,818","252,576",0,0,"126,135","29,724",0,0,"9,748"
Acadia NP,1991,"2,475,857","252,576","13,198,380","252,576",0,0,"140,760","30,222",0,0,"9,581"
Acadia NP,1992,"2,382,113","252,576","12,689,318","252,576",0,0,"128,478","31,437",0,0,"9,796"
Acadia NP,1993,"2,656,034","252,576","14,140,929","252,576",0,0,"130,287","32,094",0,0,"10,518"
Acadia NP,1994,"2,710,749","252,576","14,431,349","252,576",0,0,"129,483","29,025",0,0,"10,511"
Acadia NP,1995,"2,845,378","252,576","15,169,080","252,576",0,0,"129,351","29,616",0,0,"10,476"
Acadia NP,1996,"2,704,831","252,576","14,442,606","252,576",0,0,"108,939","35,526",0,0,"9,512"
Acadia NP,1997,"2,760,306","252,576","14,702,522","252,576",0,0,"115,935","28,512",0,0,"10,286"
Acadia NP,1998,"2,594,497","252,576","13,838,352","252,576",0,0,"135,507","23,544",0,0,"11,111"
Acadia NP,1999,"2,602,227","252,576","13,910,921","252,576",0,0,"125,046","23,682",0,0,"10,218"
Acadia NP,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,2008,"2,075,857","47,100","10,635,395","47,100",0,0,"101,028","21,198","1,229",0,"6,698"
Acadia NP,2009,"2,227,698","47,100","11,447,560","47,100",0,0,"105,042","22,755","1,037",0,"7,212"
Acadia NP,2010,"2,504,208","47,100","12,827,516","47,100",0,0,"121,287","28,821",974,0,"8,549"
Acadia NP,2011,"2,374,645","47,100","12,101,384","47,100",0,0,"117,879","27,519","1,157",0,"7,243"
Acadia NP,2012,"2,431,052","47,100","12,458,831","47,100",0,0,"124,482","26,760","1,316",0,"8,083"
Acadia NP,2013,"2,254,922","47,100","11,347,331","47,100",0,0,"114,753","29,025","1,166",0,"7,047"
Acadia NP,2014,"2,563,129","47,100","13,085,317","47,100",0,0,"126,474","33,369","1,230",0,"8,474"
Acadia NP,2015,"2,811,184","47,100","14,452,151","47,100",0,0,"135,000","32,094","1,233",0,"8,343"
Acadia NP,2016,"3,303,393","47,100","22,698,596","47,100",0,977,"152,811","46,629","1,324",0,"8,563"
Adams NHP,1979,"34,322","12,200","25,739","22,500",0,0,0,0,0,0,0
Adams NHP,1980,"24,974","12,000","18,730","16,000",0,0,0,0,0,0,0
Adams NHP,1981,"27,055","12,000","20,292","16,000",0,0,0,0,0,0,0
Adams NHP,1982,"25,440","12,000","19,080","16,000",0,0,0,0,0,0,0
Adams NHP,1983,"26,162","12,000","19,622","16,000",0,0,0,0,0,0,0
Adams NHP,1984,"23,398","12,000","17,550","16,000",0,0,0,0,0,0,0
Adams NHP,1985,"24,555","12,000","18,417","16,000",0,0,0,0,0,0,0
Adams NHP,1986,"24,693","9,000","18,520","5,750",0,0,0,0,0,0,0
Adams NHP,1987,"25,617","15,160","18,960","7,468",0,0,0,0,0,0,0
Adams NHP,1988,"21,617","11,485","16,213","5,745",0,0,0,0,0,0,0
Adams NHP,1989,"22,595","17,504","14,292","7,423",0,0,0,0,0,0,0
Adams NHP,1990,"20,315","14,987","15,238","7,494",0,0,0,0,0,0,0
Adams NHP,1991,"26,958",358,"20,009",181,0,0,0,0,0,0,0
Adams NHP,1992,"27,400",982,"20,522",455,0,0,0,0,0,0,0
Adams NHP,1993,"43,877",690,"50,517",348,0,0,0,0,0,0,0
Adams NHP,1994,"41,179","1,061","44,591",535,0,0,0,0,0,0,0
Adams NHP,1995,"47,312","1,407","44,389",707,0,0,0,0,0,0,0
Adams NHP,1996,"38,230","1,305","35,280",655,0,0,0,0,0,0,0
Adams NHP,1997,"56,643","1,063","52,125",534,0,0,0,0,0,0,0
Adams NHP,1998,"63,569",947,"58,943",475,0,0,0,0,0,0,0
Adams NHP,1999,"84,574",984,"76,985",493,0,0,0,0,0,0,0
Adams NHP,2000,"87,347","1,411","77,664",709,0,0,0,0,0,0,0
Adams NHP,2001,"167,500","2,255","151,073","1,130",0,0,0,0,0,0,0
Adams NHP,2002,"173,944","2,946","156,764","1,475",0,0,0,0,0,0,0
Adams NHP,2003,"215,659","3,141","192,381","1,571",0,0,0,0,0,0,0
Adams NHP,2004,"239,504","2,022","199,477","1,014",0,0,0,0,0,0,0
Adams NHP,2005,"220,467","2,439","182,457","1,222",0,0,0,0,0,0,0
Adams NHP,2006,"225,318","2,593","186,479","1,299",0,0,0,0,0,0,0
Adams NHP,2007,"224,880","2,614","187,888","1,310",0,0,0,0,0,0,0
Adams NHP,2008,"241,536","3,598","218,668","1,801",0,0,0,0,0,0,0
Adams NHP,2009,"253,656","3,507","243,357","1,755",0,0,0,0,0,0,0
Adams NHP,2010,"73,339","1,834","87,431",919,0,0,0,0,0,0,0
Adams NHP,2011,"219,975","2,475","278,448","1,239",0,0,0,0,0,0,0
Adams NHP,2012,"336,031","1,458","406,022",726,0,0,0,0,0,0,0
Adams NHP,2013,"285,501","1,174","443,617",586,0,0,0,0,0,0,0
Adams NHP,2014,"178,468","1,194","210,593",597,0,0,0,0,0,0,0
Adams NHP,2015,"183,632","1,016","218,988",507,0,0,0,0,0,0,0
Adams NHP,2016,"199,301",947,"212,705",474,0,0,0,0,0,0,0
African Burial Ground NM,2010,"117,113",0,"57,657",0,0,0,0,0,0,0,0
African Burial Ground NM,2011,"108,585",0,"54,996",0,0,0,0,0,0,0,0
African Burial Ground NM,2012,"77,624",0,"43,878",0,0,0,0,0,0,0,0
African Burial Ground NM,2013,"93,234",0,"54,711",0,0,0,0,0,0,0,0
African Burial Ground NM,2014,"54,861",0,"34,407",0,0,0,0,0,0,0,0
African Burial Ground NM,2015,"56,348",0,"36,820",0,0,0,0,0,0,0,0
African Burial Ground NM,2016,"46,526",0,"32,801",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,1979,"8,115",31,"8,532",46,0,0,0,0,0,0,0
Agate Fossil Beds NM,1980,"8,330","9,480","8,466",857,0,0,0,0,0,0,0
Agate Fossil Beds NM,1981,"9,459","9,551","9,501",819,0,0,0,0,0,0,0
Agate Fossil Beds NM,1982,"9,018","8,120","9,583",740,0,0,0,0,0,0,0
Agate Fossil Beds NM,1983,"10,097","11,433","10,871",974,0,0,0,0,0,0,0
Agate Fossil Beds NM,1984,"10,317","9,949","11,699","1,275",0,0,0,0,0,0,0
Agate Fossil Beds NM,1985,"10,366","9,937","12,336",849,0,0,0,0,0,0,0
Agate Fossil Beds NM,1986,"10,187","8,466","14,113",719,0,0,0,0,0,0,0
Agate Fossil Beds NM,1987,"11,439","6,554","15,350",547,0,0,0,0,0,0,0
Agate Fossil Beds NM,1988,"11,156","7,066","14,223",589,0,0,0,0,0,0,0
Agate Fossil Beds NM,1989,"11,459","9,000","13,499",752,0,0,0,0,0,0,0
Agate Fossil Beds NM,1990,"14,482","9,000","18,716",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1991,"13,891","9,000","17,278",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1992,"18,785","9,000","24,601",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1993,"19,467","9,000","28,381",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1994,"18,970","9,000","25,805",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1995,"18,719","9,000","25,036",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1996,"16,567","9,000","22,227",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1997,"20,596","9,000","29,940",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1998,"17,594","9,000","41,269",756,0,0,0,0,0,0,0
Agate Fossil Beds NM,1999,"18,117",0,"44,590",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2000,"17,933",0,"43,545",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2001,"17,399",0,"42,226",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2002,"17,129",0,"39,598",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2003,"16,233",0,"37,710",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2004,"15,235",0,"37,756",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2005,"14,209",0,"36,811",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2006,"13,521",0,"33,141",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2007,"12,997",0,"28,501",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2008,"12,425",0,"32,237",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2009,"12,694",0,"33,053",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2010,"12,509",0,"31,635",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2011,"11,617",0,"28,542",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2012,"11,824",0,"28,369",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2013,"10,504",0,"25,684",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2014,"12,440",0,"31,035",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2015,"13,264",0,"35,051",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,2016,"15,555",0,"38,642",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1979,"1,922",0,"4,805",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1980,"2,211",0,"5,528",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1981,"2,384",0,"5,960",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1982,"2,398",0,"5,995",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1983,"1,919",0,"4,798",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1984,"2,251",0,"5,628",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1985,"2,200",0,"5,500",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1986,"2,202",0,"5,481",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1987,"2,494",0,"6,236",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1988,"2,140",0,"5,351",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1989,"3,842",0,"9,607",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1990,"3,418",0,"8,546",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1991,"3,812",0,"9,944",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1992,"3,419",0,"8,540",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1993,"3,155",0,"7,891",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1994,"3,392",0,"8,483",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1995,"2,769",0,"6,926",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1996,"3,276",0,"8,193",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1997,"3,363",0,"8,410",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1998,"3,293",0,"8,235",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,1999,"3,047",0,"7,621",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2000,"3,131",0,"7,830",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2001,"2,456",0,"6,143",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2002,"2,125",0,"5,314",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2003,"1,811",0,"4,530",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2004,"2,012",0,"5,032",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2005,"2,919",0,"7,300",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2006,"1,882",0,"4,708",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2007,"4,028",0,"10,073",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2008,"2,297",0,"5,745",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2009,"2,918",0,"7,299",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2010,"4,350",0,"10,878",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2011,"3,214",0,"8,037",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2012,"3,383",0,"8,456",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2013,"1,555",0,"3,890",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2014,"4,513",0,"11,281",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2015,"9,492",0,"23,730",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,2016,"8,153",0,"20,383",0,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1979,"58,225",500,"48,338",500,0,0,33,0,0,0,0
Allegheny Portage Railroad NHS,1980,"73,995",519,"56,790",519,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1981,"65,557",492,"51,882",492,0,0,0,0,0,0,73
Allegheny Portage Railroad NHS,1982,"60,069",463,"50,304",463,0,0,0,0,0,0,10
Allegheny Portage Railroad NHS,1983,"55,148",540,"53,663",540,0,0,0,0,0,0,25
Allegheny Portage Railroad NHS,1984,"59,635",661,"75,665",571,0,0,0,0,0,0,220
Allegheny Portage Railroad NHS,1985,"69,523",681,"87,279",681,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1986,"68,990",666,"86,714",666,0,0,0,0,0,0,14
Allegheny Portage Railroad NHS,1987,"93,289",853,"121,290",853,0,0,0,0,638,0,0
Allegheny Portage Railroad NHS,1988,"123,622","1,112","149,543","1,112",0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1989,"133,324","1,206","152,047","1,206",0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1990,"131,735","1,260","160,628","1,260",0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1991,"154,816","1,500","188,511","1,500",0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1992,"183,473","1,794","211,202","1,794",0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1993,"189,009",180,"196,817",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1994,"160,394",180,"175,979",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1995,"145,307",180,"162,625",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1996,"139,446",180,"152,560",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1997,"121,841",180,"129,085",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1998,"111,100",180,"121,024",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,1999,"111,391",180,"121,158",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2000,"133,396",180,"142,190",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2001,"142,340",180,"157,731",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2002,"146,484",180,"184,610",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2003,"129,995",180,"154,037",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2004,"126,441",180,"150,366",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2005,"115,357",180,"140,505",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2006,"121,009",180,"150,935",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2007,"123,215",180,"157,922",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2008,"113,991",180,"157,417",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2009,"118,931",180,"159,955",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2010,"107,363",180,"133,292",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2011,"118,410",180,"143,680",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2012,"138,864",180,"198,534",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2013,"107,977",180,"213,667",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2014,"172,883",180,"259,779",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2015,"168,433",180,"258,982",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,2016,"189,371",180,"290,939",48,0,0,0,0,0,0,0
Amistad NRA,1979,"1,261,846","28,510","8,474,821","28,510",0,0,"23,968","50,588","17,757",0,0
Amistad NRA,1980,"1,084,689","16,184","7,402,587","16,184",0,0,"21,115","47,148","20,828",0,0
Amistad NRA,1981,"976,414","15,840","8,324,282","15,840",0,0,"22,873","51,843","24,989",0,0
Amistad NRA,1982,"1,259,668","15,840","10,529,293","15,840",0,0,"23,459","61,473","26,211",0,0
Amistad NRA,1983,"1,221,445","5,920","10,367,050","5,920",0,0,"21,180","71,732","26,509",0,"1,454"
Amistad NRA,1984,"1,164,338","1,116","9,337,172","1,116",0,0,"14,849","63,867","22,441",0,"1,920"
Amistad NRA,1985,"1,139,366","1,128","8,317,371","1,128",0,0,"19,077","59,049","17,152",0,"2,914"
Amistad NRA,1986,"1,206,669","1,128","8,809,370","1,128",0,0,"18,105","58,096","16,639",0,"2,199"
Amistad NRA,1987,"1,219,967","1,128","8,905,760","1,128",0,0,"20,959","72,136","14,446",0,"3,346"
Amistad NRA,1988,"1,284,606","1,128","9,377,638","1,128",0,0,"18,444","64,892","16,396",0,"4,666"
Amistad NRA,1989,"1,321,168","1,128","9,642,528","1,128",0,0,"17,379","67,127","18,654",0,"4,003"
Amistad NRA,1990,"1,306,474","1,128","9,801,626","1,128",0,0,"2,969","12,597","3,324",0,"3,143"
Amistad NRA,1991,"1,215,691","1,128","9,142,849","1,128",0,0,"3,981","11,586","3,541",0,"3,255"
Amistad NRA,1992,"1,559,659","1,128","11,944,099","1,128",0,0,"10,278","28,293","5,011",0,"2,970"
Amistad NRA,1993,"1,505,084","1,128","11,562,047","1,128",0,0,"10,951","29,260","5,200",0,"2,504"
Amistad NRA,1994,"1,591,903","1,128","12,117,656","1,128",0,0,"9,234","25,479","4,006",0,"2,683"
Amistad NRA,1995,"1,422,321","1,128","10,792,467","1,128",0,0,"6,497","23,702","2,793",0,"1,138"
Amistad NRA,1996,"1,238,990","1,128","9,369,082","1,128",0,0,"4,849","19,361","2,098",0,736
Amistad NRA,1997,"1,084,433","1,128","8,291,866","1,128",0,0,"6,146","20,187","3,392",0,"1,569"
Amistad NRA,1998,"1,129,811","1,128","8,545,197","1,128",0,0,"3,873","16,413","3,189",0,"1,327"
Amistad NRA,1999,"1,164,166","1,128","8,800,573","1,128",0,0,"6,535","14,702","2,969",0,978
Amistad NRA,2000,"1,234,506","1,128","9,327,304","1,128",0,0,"3,235","15,191","7,152",0,709
Amistad NRA,2001,"1,097,650","1,128","8,293,213","1,128",0,0,"1,788","16,007","4,947",0,622
Amistad NRA,2002,"1,047,784","1,128","7,819,689","1,128",0,0,"2,671","8,396","2,821",0,355
Amistad NRA,2003,"1,071,199","1,128","7,974,249","1,128",0,0,"3,346","6,791","2,714",0,31
Amistad NRA,2004,"1,445,772","1,128","10,731,878","1,128",0,0,"1,539","9,835","3,427",0,17
Amistad NRA,2005,"1,399,852","1,128","10,440,658","1,128",0,0,"2,559","13,263","2,581",0,82
Amistad NRA,2006,"1,599,271","1,128","12,098,352","1,128",0,0,"2,489","29,892","2,861",0,70
Amistad NRA,2007,"1,734,200","1,128","13,000,189","1,128",0,0,"1,008","24,696","2,626",0,54
Amistad NRA,2008,"1,980,717","1,128","14,822,461","1,128",0,0,"1,192","25,347","3,658",0,78
Amistad NRA,2009,"2,573,966","1,128","19,176,346","1,128",0,0,908,"28,235","2,949",0,113
Amistad NRA,2010,"1,574,322","1,128","11,825,816","1,128",0,0,557,"24,524","2,473",0,227
Amistad NRA,2011,"1,436,759","1,128","10,543,850","1,128",0,0,"6,603","21,042","2,113",0,"2,320"
Amistad NRA,2012,"1,367,502","1,128","10,002,366","1,128",0,0,279,"7,042",0,0,"1,507"
Amistad NRA,2013,"1,025,151","1,128","7,502,603","1,128",0,0,0,"6,221",0,0,"1,461"
Amistad NRA,2014,"1,130,096","1,128","8,273,378","1,128",0,0,262,"2,628",0,0,"1,821"
Amistad NRA,2015,"1,250,051","1,128","9,159,691","1,128",0,0,0,"5,278",0,0,"2,640"
Amistad NRA,2016,"1,164,530","1,128","8,530,124","1,128",0,0,38,"8,265",0,0,"2,235"
Andersonville NHS,1979,"151,123",0,"302,246",0,0,0,0,0,0,0,0
Andersonville NHS,1980,"126,700",0,"253,400",0,0,0,0,0,0,0,0
Andersonville NHS,1981,"113,697",0,"227,394",0,0,0,0,0,0,0,0
Andersonville NHS,1982,"104,053",0,"208,106",0,0,0,0,0,0,0,0
Andersonville NHS,1983,"110,921",0,"221,842",0,0,0,0,0,0,0,0
Andersonville NHS,1984,"101,029",0,"202,058",0,0,0,0,0,0,0,0
Andersonville NHS,1985,"118,440",0,"236,880",0,0,0,0,0,0,0,0
Andersonville NHS,1986,"129,798",0,"259,596",0,0,0,0,0,0,0,0
Andersonville NHS,1987,"130,114",0,"260,228",0,0,0,0,0,0,0,0
Andersonville NHS,1988,"129,912",0,"259,824",0,0,0,0,0,0,0,0
Andersonville NHS,1989,"136,068",0,"272,136",0,0,0,0,0,0,0,0
Andersonville NHS,1990,"131,406",0,"262,812",0,0,0,0,0,0,0,0
Andersonville NHS,1991,"151,408",0,"302,816",0,0,0,0,0,0,0,0
Andersonville NHS,1992,"143,025",0,"286,050",0,0,0,0,0,0,0,0
Andersonville NHS,1993,"136,567",0,"273,134",0,0,0,0,0,0,0,0
Andersonville NHS,1994,"162,279",0,"324,558",0,0,0,0,0,0,0,0
Andersonville NHS,1995,"156,581",0,"313,162",0,0,0,0,0,0,0,0
Andersonville NHS,1996,"197,394",0,"394,788",0,0,0,0,0,0,0,0
Andersonville NHS,1997,"196,340",0,"392,680",0,0,0,0,0,0,0,0
Andersonville NHS,1998,"225,653",0,"451,306",0,0,0,0,0,0,0,0
Andersonville NHS,1999,"182,539",0,"365,078",0,0,0,0,0,0,0,0
Andersonville NHS,2000,"167,373",0,"334,746",0,0,0,0,0,0,0,0
