ParkName,Year,RecreationVisitors,NonRecreationVisitors,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays
Gettysburg NMP,2013,"1,213,349","74,400","5,594,405","12,348",0,0,0,0,0,0,"22,186"
Gettysburg NMP,2014,"1,020,702","74,400","4,643,016","12,348",0,0,0,0,0,0,"7,273"
Gettysburg NMP,2015,"1,080,185","74,400","4,776,281","12,348",0,0,0,0,0,0,"7,395"
Gettysburg NMP,2016,"1,091,320","74,400","4,766,055","12,348",0,0,0,0,0,0,"7,902"
Gila Cliff Dwellings NM,1979,"31,933",0,"31,933",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1980,"32,734",0,"32,734",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1981,"36,417",0,"36,417",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1982,"37,902",0,"37,902",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1983,"37,717",0,"37,717",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1984,"35,013",0,"35,013",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1985,"35,739",0,"35,739",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1986,"44,465",0,"44,465",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1987,"44,404",90,"44,404",582,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1988,"44,830",52,"44,830",103,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1989,"52,185",26,"52,185",53,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1990,"52,316",0,"52,316",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1991,"53,007",0,"53,007",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1992,"57,287",0,"57,287",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1993,"61,105",0,"61,105",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1994,"59,693",0,"59,693",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1995,"62,292",0,"62,292",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1996,"56,933",0,"56,933",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1997,"61,638",0,"61,638",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1998,"51,594",0,"51,594",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,1999,"51,539",0,"51,539",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2000,"46,194",0,"46,194",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2001,"49,447",0,"49,447",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2002,"45,585",0,"45,585",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2003,"47,869",0,"47,869",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2004,"45,349",0,"45,349",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2005,"40,058",0,"40,058",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2006,"40,510",0,"40,510",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2007,"41,690",0,"41,690",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2008,"38,987",0,"38,987",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2009,"43,016",0,"43,016",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2010,"32,652",0,"48,981",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2011,"25,317",0,"37,980",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2012,"28,637",0,"42,954",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2013,"27,825",0,"41,736",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2014,"31,135",0,"46,704",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2015,"36,518",0,"54,776",0,0,0,0,0,0,0,0
Gila Cliff Dwellings NM,2016,"41,519",0,"62,281",0,0,0,0,0,0,0,0
Glacier Bay NP & PRES,1979,"91,032","31,585","1,494,311","644,670","11,737",0,"1,399",0,"3,028","13,134","13,050"
Glacier Bay NP & PRES,1980,"95,005","35,566","1,387,334","558,119","11,114",0,"1,566",0,"2,943","7,506","4,285"
Glacier Bay NP & PRES,1981,"85,071","34,301","1,333,335","485,875","12,881",0,882,0,"3,503","5,052","5,801"
Glacier Bay NP & PRES,1982,"90,354","41,132","1,503,450","1,609,493","9,650",0,924,0,"5,355","28,248","11,117"
Glacier Bay NP & PRES,1983,"92,057","4,319","1,458,058","760,289","8,962",0,"1,519",0,"3,581","34,237","9,791"
Glacier Bay NP & PRES,1984,"108,297","4,023","1,710,900","777,929","8,740",0,"1,519",0,"4,456","32,400","12,160"
Glacier Bay NP & PRES,1985,"130,943","5,662","1,998,450","484,466","8,538",0,"1,631",0,"5,078","17,955","8,178"
Glacier Bay NP & PRES,1986,"136,877","10,090","2,167,354","503,398","11,080",0,"2,048",0,"5,564","17,090","7,788"
Glacier Bay NP & PRES,1987,"130,926","3,973","2,009,373","449,079","9,667",0,"2,459",0,"5,370","17,221","10,095"
Glacier Bay NP & PRES,1988,"148,756","2,944","2,149,696","427,097","8,402",0,"2,165",0,"6,211","18,145","10,407"
Glacier Bay NP & PRES,1989,"150,270","3,728","2,146,481","388,550","7,076",0,"3,215",0,"5,343","16,259","9,987"
Glacier Bay NP & PRES,1990,"186,427","5,154","2,578,111","395,355","8,473",0,"1,743",0,"5,727","16,374","11,920"
Glacier Bay NP & PRES,1991,"203,653","2,823","2,945,680","338,084","10,977",0,"1,250",0,"9,657","14,004","14,431"
Glacier Bay NP & PRES,1992,"211,424","5,405","3,016,900","1,654,296","14,288",0,"1,844",0,"6,852","68,868","15,533"
Glacier Bay NP & PRES,1993,"242,276","2,382","3,239,322","372,781","9,156",0,"1,996",0,"7,694","15,470","13,019"
Glacier Bay NP & PRES,1994,"250,614","1,593","3,393,367","353,942","14,510",0,"1,409",0,"8,274","14,747","13,788"
Glacier Bay NP & PRES,1995,"252,265","1,895","3,591,922","526,274","14,736",0,681,0,"9,119","21,929","13,217"
Glacier Bay NP & PRES,1996,"304,374","2,067","4,302,186","461,668","15,651",0,773,0,"8,036","19,236","13,548"
Glacier Bay NP & PRES,1997,"347,046","2,329","4,734,104","392,492","13,228",0,751,0,"8,563","16,354","11,753"
Glacier Bay NP & PRES,1998,"403,512","1,734","5,304,757","357,210","17,446",0,"1,340",0,"7,824","14,884","11,988"
Glacier Bay NP & PRES,1999,"442,607",674,"5,937,342","121,734","18,252",0,"1,280",0,"7,149","5,072","7,515"
Glacier Bay NP & PRES,2000,"384,684",938,"5,250,232","161,476","16,776",0,971,0,"6,568","6,729","13,138"
Glacier Bay NP & PRES,2001,"380,114","2,574","5,114,337","153,574","17,252",0,"1,272",0,"7,504","6,400","8,581"
Glacier Bay NP & PRES,2002,"408,143","1,211","5,265,583","218,040","7,383",0,798,0,0,"9,085",0
Glacier Bay NP & PRES,2003,"366,319",900,"4,958,220","230,760","14,782",0,479,0,"7,815","9,615","19,696"
Glacier Bay NP & PRES,2004,"353,686",690,"4,514,658","186,120","5,214",0,680,0,"8,671","7,755","8,331"
Glacier Bay NP & PRES,2005,"359,829",811,"4,455,412","228,120","4,722",0,424,0,"4,630","9,505",808
Glacier Bay NP & PRES,2006,"413,382",734,"5,190,004","215,160","4,813",0,454,0,"4,674","8,965","4,296"
Glacier Bay NP & PRES,2007,"438,211","1,186","5,598,509","330,600","10,919",0,582,0,"5,200","13,775","4,829"
Glacier Bay NP & PRES,2008,"418,911",404,"5,328,336","126,960","3,601",0,532,0,"5,888","5,290","9,619"
Glacier Bay NP & PRES,2009,"438,361",322,"5,445,787","104,880","7,132",0,389,0,"4,541","4,370",203
Glacier Bay NP & PRES,2010,"444,530",454,"5,537,432","141,720","3,276",0,498,0,"6,122","5,905","5,325"
Glacier Bay NP & PRES,2011,"431,986",428,"5,591,713","129,000","13,665",0,810,0,"4,736","5,375","9,723"
Glacier Bay NP & PRES,2012,"454,337",396,"5,901,896","132,240","11,575",0,628,0,"5,381","5,510","15,742"
Glacier Bay NP & PRES,2013,"500,590",595,"6,312,194","131,040","11,440",0,807,0,"4,018","5,460","5,904"
Glacier Bay NP & PRES,2014,"500,727",336,"6,804,649","102,120","11,719",0,764,0,"6,303","4,255","26,486"
Glacier Bay NP & PRES,2015,"551,353",273,"7,042,830","88,200","11,238",0,658,0,"6,254","3,675","10,320"
Glacier Bay NP & PRES,2016,"520,171",600,"6,727,227","161,880","11,016",0,908,0,"6,161","6,745","14,289"
Glacier NP,1979,"1,446,086",150,"39,009,815",600,"93,386",0,"92,000","134,647","25,439",0,0
Glacier NP,1980,"1,474,578",960,"39,902,031","3,840","99,107",0,"88,718","112,314","22,640",0,0
Glacier NP,1981,"1,786,523",320,"48,831,608","1,280","102,241",0,"106,615","152,207","17,744",0,0
Glacier NP,1982,"1,666,114",316,"46,567,000","4,589","96,198",0,"95,212","134,574","16,198",0,0
Glacier NP,1983,"2,203,847","3,046","61,685,286","75,202","99,775",0,"90,898","143,811","15,507",0,0
Glacier NP,1984,"1,946,703","7,945","54,155,046","251,435","99,191",0,"83,373","128,488","15,032",0,0
Glacier NP,1985,"1,603,011","8,484","13,161,684","75,226","93,339",0,"62,786","95,669","14,019",0,0
Glacier NP,1986,"1,579,151","6,678","13,042,404","58,902","95,188",0,"65,251","111,506","14,771",0,0
Glacier NP,1987,"1,660,737","7,613","13,743,423","67,417","98,632",0,"75,225","115,967","17,314",0,0
Glacier NP,1988,"1,817,733","7,651","15,205,302","66,749","95,843",0,"85,248","128,401","16,909",0,0
Glacier NP,1989,"1,821,523","7,604","15,485,252","65,866","106,798",0,"81,343","117,835","16,969",0,0
Glacier NP,1990,"1,986,737","5,960","16,893,923","52,650","104,848",0,"85,736","120,108","19,456",0,0
Glacier NP,1991,"2,096,966","7,519","17,775,159","64,521","105,823",0,"111,380","121,967","22,909",0,0
Glacier NP,1992,"2,199,767","6,464","18,345,638","55,581","111,329",0,"105,051","108,715","27,353",0,0
Glacier NP,1993,"2,141,704","4,602","17,966,171","40,538","96,159",0,"90,648","93,770","24,052",0,0
Glacier NP,1994,"2,152,989","4,661","18,113,326","40,694","121,210",0,"110,671","102,476","30,660",0,0
Glacier NP,1995,"1,839,518","10,197","15,397,937","90,318","116,540",0,"111,361","92,195","28,923",0,0
Glacier NP,1996,"1,720,805","14,754","14,375,165","124,321","112,982",0,"101,427","84,917","27,806",0,0
Glacier NP,1997,"1,708,856","14,411","14,459,079","124,529","112,800",0,"103,294","80,836","27,912",0,0
Glacier NP,1998,"1,830,944","10,507","15,378,991","90,243","119,210",0,"105,699","84,159","29,836",0,0
Glacier NP,1999,"1,684,604","9,295","14,152,901","82,065","131,088",0,"98,094","78,778","26,209",0,0
Glacier NP,2000,"1,728,693","9,426","14,480,392","83,134","115,474",0,"94,007","74,461","25,010",0,0
Glacier NP,2001,"1,680,614","7,520","14,062,871","66,855","110,039",0,"95,034","76,846","28,915",0,0
Glacier NP,2002,"1,905,689","5,645","15,955,942","47,440","113,549",0,"90,246","91,137","27,076",0,0
Glacier NP,2003,"1,664,046","7,805","18,291,418","65,905","77,843",0,"65,515","65,604","22,958",0,0
Glacier NP,2004,"2,033,933","9,095","23,206,703","76,340","116,507",0,"80,155","86,373","27,640",0,"2,025"
Glacier NP,2005,"1,925,101","11,942","22,668,861","100,438","124,417",0,"84,698","93,162","27,025",0,"1,481"
Glacier NP,2006,"1,964,399","8,405","23,211,882","69,980","127,313",0,"86,327","89,856","26,002",0,"1,973"
Glacier NP,2007,"2,083,329","11,324","23,935,368","91,346","127,696",0,"80,372","87,687","27,993",0,"4,522"
Glacier NP,2008,"1,808,027","18,538","21,975,153","159,072","127,473",0,"88,718","81,879","26,867",0,"3,915"
Glacier NP,2009,"2,031,348","22,986","25,031,076","191,749","129,517",0,"101,408","106,332","40,855",0,"1,507"
Glacier NP,2010,"2,200,048","18,445","26,261,913","155,745","133,068",0,"101,603","104,832","30,680",0,"2,188"
Glacier NP,2011,"1,853,564","22,914","22,399,862","194,466","103,070",0,"95,741","101,076","25,715",0,"6,889"
Glacier NP,2012,"2,162,035","19,733","25,734,458","170,617","126,055",0,"102,963","105,534","26,634",0,"3,299"
Glacier NP,2013,"2,190,374","7,897","26,548,970","67,303","127,031",0,"110,427","111,963","29,132",0,759
Glacier NP,2014,"2,338,528","15,415","27,241,749","127,965","117,074",0,"110,583","104,379","29,869",0,"2,570"
Glacier NP,2015,"2,366,056","18,826","26,988,623","161,884","105,997",0,"113,599","99,846","32,797",0,"1,975"
Glacier NP,2016,"2,946,681","15,823","32,839,584","132,887","99,550",0,"136,599","126,933","38,421",0,789
Glen Canyon NRA,1979,"1,655,995","77,287","24,776,702","474,244","110,109","58,004","45,325","289,069","725,302","13,738","8,754"
Glen Canyon NRA,1980,"1,571,491","75,477","22,382,922","472,536","100,074","48,950","44,739","237,398","644,419","14,219","9,698"
Glen Canyon NRA,1981,"1,733,529","86,637","24,429,870","480,312","101,276","51,072","44,428","268,234","685,504","11,147","19,064"
Glen Canyon NRA,1982,"1,733,226","93,346","22,931,766","3,169,144","93,594","63,163","48,086","311,677","784,748","11,976","9,571"
Glen Canyon NRA,1983,"1,873,031","102,242","28,868,790","545,704","143,680","66,402","47,168","289,898","879,992","11,354","5,725"
Glen Canyon NRA,1984,"1,971,102","81,540","50,046,096","545,622","146,846","62,364","58,784","196,866","348,356","9,144","779,265"
Glen Canyon NRA,1985,"2,078,866","81,676","51,543,516","1,296,568","143,955","49,039","70,288","84,851","48,413","40,411","1,231,384"
Glen Canyon NRA,1986,"2,438,898","45,126","61,796,988","404,040","168,742","81,073","66,252","105,557","30,098","9,314","1,513,428"
Glen Canyon NRA,1987,"2,858,739","24,673","63,892,190","322,948","175,204","101,654","85,292","92,349","24,164","9,344","1,583,230"
Glen Canyon NRA,1988,"3,529,241","35,703","64,880,898","424,812","176,356","94,871","74,667","86,372","25,642","11,750","1,471,492"
Glen Canyon NRA,1989,"3,452,847","31,057","76,219,670","341,212","174,646","104,200","91,334","93,394","26,960","9,041","1,939,889"
Glen Canyon NRA,1990,"3,074,242","29,189","72,605,296","330,404","173,051","98,942","83,595","96,926","23,978","8,902","1,899,815"
Glen Canyon NRA,1991,"3,181,144","29,746","68,477,332","348,208","185,027","88,244","102,231","81,068","16,902","9,551","1,706,150"
Glen Canyon NRA,1992,"3,587,754","32,804","75,462,528","364,448","189,985","72,195","116,159","94,709","19,581","9,718","1,885,436"
Glen Canyon NRA,1993,"3,584,158","30,866","64,797,129","157,544","181,486","120,697","10,806","13,175","124,350","1,704","1,737,481"
Glen Canyon NRA,1994,"2,797,734","34,672","74,471,450","140,408","190,370","160,133","12,118","93,140","28,891",215,"2,298,052"
Glen Canyon NRA,1995,"2,511,353","27,331","50,631,655","327,972","192,194","138,589","10,352","5,612","20,164",233,"1,351,143"
Glen Canyon NRA,1996,"2,505,004","27,083","51,810,512","324,996","183,755","130,350","9,572","5,109","19,630",111,"1,427,838"
Glen Canyon NRA,1997,"2,430,781","24,955","51,411,509","299,460","185,680","135,308","8,240","5,232","18,081",401,"1,437,224"
Glen Canyon NRA,1998,"2,442,990","24,209","51,669,519","290,508","182,380","119,852","7,939","5,285","23,673",60,"1,462,075"
Glen Canyon NRA,1999,"2,639,860","27,389","58,138,231","328,668","194,194","119,910","8,409","5,623","25,211",110,"1,701,782"
Glen Canyon NRA,2000,"2,568,111","25,953","56,817,284","311,436","183,944","110,049","7,009","4,654","23,377",47,"1,679,278"
Glen Canyon NRA,2001,"2,340,031","23,776","54,722,036","285,312","128,147","86,465","6,982","4,404","32,799",42,"1,710,862"
Glen Canyon NRA,2002,"2,106,896","21,479","43,927,584","257,734","95,429","101,008","5,339","4,195","25,492",0,"1,285,836"
Glen Canyon NRA,2003,"1,876,984","19,814","35,973,464","237,757","119,432","84,844","3,844","4,237","37,718",0,"959,486"
Glen Canyon NRA,2004,"1,841,845","19,928","34,114,677","239,139","144,592","78,584","3,708","4,650","42,752",0,"864,484"
Glen Canyon NRA,2005,"1,908,726","19,549","35,000,542","234,568","141,768","71,309","4,040","4,172","28,368",0,"911,813"
Glen Canyon NRA,2006,"1,885,378","18,972","34,583,202","227,657","155,747","75,228","4,273","3,795","20,115",0,"889,577"
Glen Canyon NRA,2007,"1,894,114","19,306","37,247,130","231,675","159,721","83,589","3,692","5,057","24,694",0,"1,003,091"
Glen Canyon NRA,2008,"1,947,507","19,852","37,630,361","238,235","166,041","91,527","3,690","4,973","16,873",0,"996,303"
Glen Canyon NRA,2009,"1,960,345","19,349","37,281,555","232,190","134,111","90,276","5,705","3,935","55,036",0,"1,291,929"
Glen Canyon NRA,2010,"2,124,467","26,075","40,694,426","312,918","170,185","98,851","5,025","6,256","40,419",0,"1,279,951"
Glen Canyon NRA,2011,"2,270,817","26,396","35,253,855","316,737","75,332","101,426","5,225","6,433","59,582",0,"1,063,743"
Glen Canyon NRA,2012,"2,061,328","22,890","41,373,054","274,682","70,993","95,244","5,871","6,283","79,661",0,"1,398,724"
Glen Canyon NRA,2013,"1,991,924","21,044","38,470,374","252,511","56,909","78,512","4,632","6,273","50,992",0,"1,313,788"
Glen Canyon NRA,2014,"2,368,452","22,525","42,938,237","270,286","74,432","103,292","5,967","7,259","62,367",0,"1,223,165"
Glen Canyon NRA,2015,"2,495,093","25,703","42,669,031","308,434","77,429","117,047","5,575","12,169","47,378",0,"1,186,425"
Glen Canyon NRA,2016,"3,239,525","34,023","47,034,729","408,264","71,192","101,518","6,133","8,109","36,871",0,"1,198,527"
Golden Gate NRA,1979,"11,321,127",0,"31,805,491",0,0,0,0,0,0,0,"5,177"
Golden Gate NRA,1980,"18,421,773",0,"44,457,378",0,0,0,0,0,0,0,0
Golden Gate NRA,1981,"20,279,789",0,"53,046,605",0,0,0,0,0,0,0,0
Golden Gate NRA,1982,"19,897,389",0,"53,053,089",0,0,0,0,0,0,0,0
Golden Gate NRA,1983,"17,604,551",0,"48,051,831",0,"7,346",0,241,0,2,"5,525","7,937"
Golden Gate NRA,1984,"16,731,706","34,620","40,968,993","276,960","52,946",0,"2,288",0,362,"16,921","39,602"
Golden Gate NRA,1985,"18,355,365","34,380","41,490,409","276,960","51,957",0,"2,292",0,241,"7,008","44,477"
Golden Gate NRA,1986,"21,582,368","34,620","44,961,496","276,960","63,181",0,"2,427",0,296,"7,760","46,196"
Golden Gate NRA,1987,"21,767,176","34,620","46,295,834","276,960","65,879",0,"2,592",0,479,"8,388","42,836"
Golden Gate NRA,1988,"21,759,271","34,620","49,628,543","276,960","67,096",0,"2,264",0,361,"10,772","47,451"
Golden Gate NRA,1989,"16,656,896","34,620","43,230,091","276,960","63,124",0,"1,913",0,454,"10,332","42,936"
Golden Gate NRA,1990,"14,650,213","34,620","41,129,807","276,960","68,664",0,"2,327",0,614,"10,416","44,146"
Golden Gate NRA,1991,"14,695,771","34,620","41,336,972","276,960","68,459",0,"2,328",0,619,"10,416","44,486"
Golden Gate NRA,1992,"15,309,338","34,620","41,899,211","276,960","63,002",0,"2,578",0,534,"10,416","49,358"
Golden Gate NRA,1993,"14,695,771","34,620","41,336,972","276,960","68,459",0,"2,328",0,619,"10,416","44,486"
Golden Gate NRA,1994,"14,695,771","34,620","41,336,972","276,960","68,459",0,"2,328",0,619,"10,416","44,486"
Golden Gate NRA,1995,"14,695,771","34,620","41,336,972","276,960","68,459",0,"2,328",0,619,"10,416","44,486"
Golden Gate NRA,1996,"14,043,984",0,"21,567,696",0,"42,387",0,"2,948",0,744,0,"13,638"
Golden Gate NRA,1997,"13,803,382",0,"21,312,149",0,"50,735",0,"2,266",0,454,0,"7,676"
Golden Gate NRA,1998,"14,046,590",0,"21,183,558",0,"45,887",0,"3,797",0,721,0,"19,178"
Golden Gate NRA,1999,"14,048,085",0,"22,811,866",0,"52,786",0,"3,088",0,683,0,"24,914"
Golden Gate NRA,2000,"14,486,065",0,"22,823,169",0,"57,670",0,"3,184",0,"1,075",0,"15,980"
Golden Gate NRA,2001,"13,457,900",0,"21,963,250",0,"51,102",0,"2,823",0,658,0,"14,121"
Golden Gate NRA,2002,"13,961,267",0,"22,271,202",0,"48,488",0,"3,338",0,778,0,"14,128"
Golden Gate NRA,2003,"13,854,750",0,"22,151,422",0,"33,764",0,"2,750",0,685,0,"12,630"
Golden Gate NRA,2004,"13,270,547",0,"21,534,312",0,"45,233",0,"3,076",0,659,0,"12,128"
Golden Gate NRA,2005,"13,602,629",0,"21,851,813",0,"41,163",0,"2,501",0,525,0,"9,799"
Golden Gate NRA,2006,"13,486,824",0,"21,153,158",0,"39,311",0,"2,767",0,708,0,"13,321"
Golden Gate NRA,2007,"14,397,313",0,"22,515,579",0,"32,966",0,"3,584",0,690,0,"10,950"
Golden Gate NRA,2008,"14,554,750",0,"22,024,120",0,"42,274",0,"3,364",0,767,0,"9,264"
Golden Gate NRA,2009,"15,036,372",0,"24,352,431",0,"68,308",0,"2,936",0,782,0,"6,084"
Golden Gate NRA,2010,"14,271,503",0,"23,819,705",0,"46,261",0,"2,831",0,782,0,"7,625"
Golden Gate NRA,2011,"14,567,487",0,"23,905,573",0,"48,392",0,"3,556",0,"1,090",0,"7,889"
Golden Gate NRA,2012,"14,540,338",0,"23,202,198",0,"50,301",0,"3,442",0,958,0,"5,504"
Golden Gate NRA,2013,"14,289,121",0,"22,781,787",0,"20,107",0,"3,486",0,919,0,"5,891"
Golden Gate NRA,2014,"15,004,420",0,"23,236,268",0,"21,642",0,"4,095",0,"1,363",0,"6,762"
Golden Gate NRA,2015,"14,888,537",0,"23,464,335",0,"58,256",0,"4,935",0,"1,514",0,"6,648"
Golden Gate NRA,2016,"15,638,777",0,"25,073,532",0,"74,400",0,"4,337",0,"1,269",0,"6,667"
Golden Spike NHS,1979,"46,657","26,639","99,564","13,322",0,0,0,0,0,0,0
Golden Spike NHS,1980,"44,587","29,071","95,773","14,538",0,0,0,0,0,0,0
Golden Spike NHS,1981,"48,167","132,178","102,949","66,142",0,0,0,0,0,0,0
Golden Spike NHS,1982,"45,163","135,581","96,204","67,795",0,0,0,0,0,0,0
Golden Spike NHS,1983,"49,571","129,244","107,762","64,624",0,0,0,0,0,0,0
Golden Spike NHS,1984,"34,093","117,368","74,321","58,687",0,0,0,0,0,0,0
Golden Spike NHS,1985,"46,387","152,867","101,625","76,437",0,0,0,0,0,0,0
Golden Spike NHS,1986,"57,647","150,135","120,136","75,072",0,0,0,0,0,0,0
Golden Spike NHS,1987,"44,288","147,830","89,795","73,916",0,0,0,0,0,0,133
Golden Spike NHS,1988,"41,417","173,513","82,519","86,759",0,0,0,0,0,0,0
Golden Spike NHS,1989,"45,769","184,822","102,885","92,417",0,0,0,0,0,0,0
Golden Spike NHS,1990,"48,781","179,188","111,350","89,597",0,0,0,0,0,0,0
Golden Spike NHS,1991,"57,159","206,544","134,433","103,274",0,0,0,0,0,0,0
Golden Spike NHS,1992,"51,281","30,631","123,940","15,319",0,0,0,0,0,0,0
Golden Spike NHS,1993,"51,212","32,665","127,292","16,335",0,0,0,0,0,0,0
Golden Spike NHS,1994,"63,338","33,764","224,188","16,884",0,0,0,0,0,0,0
Golden Spike NHS,1995,"50,331","29,548","136,514","14,777",0,0,0,0,0,0,0
Golden Spike NHS,1996,"60,484","33,483","147,706","16,744",0,0,0,0,0,0,0
Golden Spike NHS,1997,"50,989","33,439","121,650","16,722",0,0,0,0,0,0,0
Golden Spike NHS,1998,"46,203","31,000","113,655","15,500",0,0,0,0,0,0,0
Golden Spike NHS,1999,"47,525","31,000","117,133","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2000,"45,273","31,000","111,001","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2001,"43,887","31,000","109,184","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2002,"47,242","31,000","114,138","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2003,"45,230","31,000","111,797","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2004,"46,189","31,000","114,268","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2005,"40,156","31,000","97,225","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2006,"45,381","31,000","110,327","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2007,"45,088","31,000","107,763","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2008,"39,968","31,000","96,946","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2009,"45,334","31,000","112,082","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2010,"43,561","31,000","107,404","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2011,"43,933","31,000","106,961","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2012,"42,551","31,000","103,744","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2013,"40,704","31,000","98,096","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2014,"44,125","31,000","107,007","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2015,"59,147","31,000","140,015","15,500",0,0,0,0,0,0,0
Golden Spike NHS,2016,"60,027","31,000","143,084","15,500",0,0,0,0,0,0,0
Governors Island NM,2003,"2,507",0,"5,014",0,0,0,0,0,0,0,0
Governors Island NM,2004,"11,312",0,"22,624",0,0,0,0,0,0,0,0
Governors Island NM,2005,"11,559",0,"23,118",0,0,0,0,0,0,0,0
Governors Island NM,2006,"43,135",0,"86,270",0,0,0,0,0,0,0,0
Governors Island NM,2007,"69,014",0,"138,028",0,0,0,0,0,0,0,0
Governors Island NM,2008,"205,010",0,"410,020",0,0,0,0,0,0,0,0
Governors Island NM,2009,"325,840",0,"651,680",0,0,0,0,0,0,0,0
Governors Island NM,2010,"409,207",0,"818,414",0,0,0,0,0,0,0,0
Governors Island NM,2011,"402,174",0,"804,348",0,0,0,0,0,0,0,0
Governors Island NM,2012,"348,249",0,"696,498",0,0,0,0,0,0,0,0
Governors Island NM,2013,"355,553",0,"711,106",0,0,0,0,0,0,0,0
Governors Island NM,2014,"698,227",0,"1,396,454",0,0,0,0,0,0,0,0
Governors Island NM,2015,"438,613",0,"877,226",0,0,0,0,0,0,0,0
Governors Island NM,2016,"522,859",0,"1,045,718",0,0,0,0,0,0,0,0
Grand Canyon NP,1979,"2,131,716","178,618","31,641,767","6,011,573","439,933","34,883","111,022","35,752","120,472","22,080",0
Grand Canyon NP,1980,"2,304,973","221,206","40,090,779","852,947","479,764","21,642","88,032","27,193","85,990","2,595",0
Grand Canyon NP,1981,"2,472,270","220,924","41,600,446","1,275,199","551,270","20,215","80,264","30,693","91,835","20,775",0
Grand Canyon NP,1982,"2,293,127","206,673","39,797,400","871,297","519,582","18,548","86,137","26,894","99,117","51,901",0
Grand Canyon NP,1983,"2,248,082","200,457","35,473,916","770,747","474,998","18,693","77,627","26,391","103,893","21,582",0
Grand Canyon NP,1984,"2,173,584","187,183","38,116,535","876,925","529,554","20,904","80,172","26,167","96,879","25,813",0
Grand Canyon NP,1985,"2,711,529","271,907","47,442,606","1,022,699","542,166","21,578","58,216","29,414","81,168","4,740",0
Grand Canyon NP,1986,"3,035,787","312,085","52,579,328","1,133,818","443,146","25,176","61,133","28,375","73,185","3,454",0
Grand Canyon NP,1987,"3,513,030","330,609","50,821,448","330,609","552,899","41,288","118,826","82,161","47,436",0,"23,844"
Grand Canyon NP,1988,"3,859,886","366,150","55,912,720","367,150","609,854","41,101","92,728","55,791","37,350",0,"31,081"
Grand Canyon NP,1989,"3,966,209","377,991","57,478,688","377,991","599,653","44,202","131,910","73,444","30,739",0,"5,166"
