,SongName,ArtistName,CALLSIGN,UNIQUE_ID,TimePlayed,DayPlayed,DayOfWeek
3684,The Stroke,Billy Squier,WMGK,WMGK0167,2014-06-22 23:54:21,2014-06-22,Sunday
3685,The Stroke,Billy Squier,WMGK,WMGK0622,2014-06-20 23:54:12,2014-06-20,Friday
3686,The Stroke,Billy Squier,WMGK,WMGK0957,2014-06-18 23:54:08,2014-06-18,Wednesday
3687,The Stroke,Billy Squier,WNCX,WNCX0578,2014-06-19 23:54:41,2014-06-19,Thursday
3688,The Stroke,Billy Squier,WNCX,WNCX1001,2014-06-17 23:54:22,2014-06-17,Tuesday
3689,The Stroke,Billy Squier,WNCX,WNCX1099,2014-06-16 23:54:29,2014-06-16,Monday
3690,The Stroke,Billy Squier,WOFX,WOFX0174,2014-06-22 04:59:09,2014-06-22,Sunday
3691,The Stroke,Billy Squier,WOFX,WOFX0583,2014-06-20 11:59:01,2014-06-20,Friday
3692,The Stroke,Billy Squier,WOFX,WOFX1162,2014-06-17 02:09:03,2014-06-17,Tuesday
3693,The Stroke,Billy Squier,WOFX,WOFX1256,2014-06-16 16:59:13,2014-06-16,Monday
3694,The Stroke,Billy Squier,WRFX,WRFX0028,2014-06-22 19:58:29,2014-06-22,Sunday
3695,The Stroke,Billy Squier,WRFX,WRFX0294,2014-06-21 09:58:35,2014-06-21,Saturday
3696,The Stroke,Billy Squier,WRFX,WRFX0686,2014-06-19 16:58:42,2014-06-19,Thursday
3697,The Stroke,Billy Squier,WRFX,WRFX1126,2014-06-17 09:58:48,2014-06-17,Tuesday
3698,The Stroke,Billy Squier,WRFX,WRFX1297,2014-06-16 14:58:25,2014-06-16,Monday
3699,The Stroke,Billy Squier,WXGL,WXGL0046,2014-06-22 20:28:17,2014-06-22,Sunday
3700,The Stroke,Billy Squier,WXGL,WXGL0815,2014-06-19 23:28:26,2014-06-19,Thursday
3701,The Stroke,Billy Squier,WXGL,WXGL0930,2014-06-19 13:59:00,2014-06-19,Thursday
3702,The Stroke,Billy Squier,WXGL,WXGL1203,2014-06-18 14:28:14,2014-06-18,Wednesday
3703,The Stroke,Billy Squier,WXGL,WXGL1517,2014-06-17 00:58:37,2014-06-17,Tuesday
3704,The Stroke,Billy Squier,WZLX,WZLX0454,2014-06-19 23:54:35,2014-06-19,Thursday
3705,The Stroke,Billy Squier,WZLX,WZLX0968,2014-06-17 23:54:18,2014-06-17,Tuesday
3706,The Stroke,Billy Squier,WZLX,WZLX1090,2014-06-16 23:54:24,2014-06-16,Monday
3707,The Stroke,Billy Squier,KGON,KGON0385,2014-06-21 03:59:12,2014-06-21,Saturday
3708,The Stroke,Billy Squier,KGON,KGON0506,2014-06-20 16:59:04,2014-06-20,Friday
3709,The Stroke,Billy Squier,KGON,KGON1225,2014-06-17 23:58:55,2014-06-17,Tuesday
3710,Children Of The Sun,Billy Thorpe,KZEP,KZEP0297,2014-06-21 17:58:26,2014-06-21,Saturday
3711,Children Of The Sun,Billy Thorpe,KZEP,KZEP1429,2014-06-16 13:58:52,2014-06-16,Monday
3712,Fairies Wear Boots,Black Sabbath,WZLX,WZLX0221,2014-06-20 23:54:16,2014-06-20,Friday
3713,Heaven and Hell,Black Sabbath,KZOK,KZOK0486,2014-06-18 23:54:22,2014-06-18,Wednesday
3714,Iron Man,Black Sabbath,KCFX,KCFX0480,2014-06-20 19:58:59,2014-06-20,Friday
3715,Iron Man,Black Sabbath,KCFX,KCFX1076,2014-06-18 01:58:57,2014-06-18,Wednesday
3716,Iron Man,Black Sabbath,KGB,KGB0257,2014-06-22 00:58:55,2014-06-22,Sunday
3717,Iron Man,Black Sabbath,KGON,KGON0122,2014-06-22 05:59:05,2014-06-22,Sunday
3718,Iron Man,Black Sabbath,KGON,KGON0283,2014-06-21 12:59:00,2014-06-21,Saturday
3719,Iron Man,Black Sabbath,KGON,KGON0708,2014-06-19 22:59:14,2014-06-19,Thursday
3720,Iron Man,Black Sabbath,KGON,KGON1139,2014-06-18 06:58:56,2014-06-18,Wednesday
3721,Iron Man,Black Sabbath,KGON,KGON1500,2014-06-16 13:59:18,2014-06-16,Monday
3722,Iron Man,Black Sabbath,KLOS,KLOS0094,2014-06-22 05:59:14,2014-06-22,Sunday
3723,Iron Man,Black Sabbath,KRFX,KRFX0236,2014-06-22 00:58:41,2014-06-22,Sunday
3724,Iron Man,Black Sabbath,KRFX,KRFX0428,2014-06-21 04:58:35,2014-06-21,Saturday
3725,Iron Man,Black Sabbath,KRFX,KRFX0622,2014-06-20 07:58:31,2014-06-20,Friday
3726,Iron Man,Black Sabbath,KRFX,KRFX0930,2014-06-19 00:58:20,2014-06-19,Thursday
3727,Iron Man,Black Sabbath,KRFX,KRFX1384,2014-06-16 15:58:14,2014-06-16,Monday
3728,Iron Man,Black Sabbath,KRFX,KRFX1539,2014-06-16 00:58:25,2014-06-16,Monday
3729,Iron Man,Black Sabbath,KSHE,KSHE0467,2014-06-20 22:59:28,2014-06-20,Friday
3730,Iron Man,Black Sabbath,KSHE,KSHE0816,2014-06-19 06:59:42,2014-06-19,Thursday
3731,Iron Man,Black Sabbath,KSHE,KSHE1453,2014-06-16 02:01:51,2014-06-16,Monday
3732,Iron Man,Black Sabbath,KZEP,KZEP0075,2014-06-22 16:58:33,2014-06-22,Sunday
3733,Iron Man,Black Sabbath,KZEP,KZEP0382,2014-06-21 09:58:38,2014-06-21,Saturday
3734,Iron Man,Black Sabbath,KZEP,KZEP0636,2014-06-20 06:58:43,2014-06-20,Friday
3735,Iron Man,Black Sabbath,KZEP,KZEP0807,2014-06-19 13:58:53,2014-06-19,Thursday
3736,Iron Man,Black Sabbath,KZEP,KZEP0990,2014-06-18 18:58:53,2014-06-18,Wednesday
3737,Iron Man,Black Sabbath,KZEP,KZEP1180,2014-06-17 23:58:25,2014-06-17,Tuesday
3738,Iron Man,Black Sabbath,KZEP,KZEP1452,2014-06-16 12:58:49,2014-06-16,Monday
3739,Iron Man,Black Sabbath,KZOK,KZOK0959,2014-06-16 23:54:36,2014-06-16,Monday
3740,Iron Man,Black Sabbath,WBIG,WBIG0989,2014-06-18 23:58:34,2014-06-18,Wednesday
3741,Iron Man,Black Sabbath,WLUP,WLUP0348,2014-06-21 16:58:47,2014-06-21,Saturday
3742,Iron Man,Black Sabbath,WLUP,WLUP0863,2014-06-19 17:59:09,2014-06-19,Thursday
3743,Iron Man,Black Sabbath,WLUP,WLUP1238,2014-06-18 04:58:59,2014-06-18,Wednesday
3744,Iron Man,Black Sabbath,WLUP,WLUP1581,2014-06-16 10:58:50,2014-06-16,Monday
3745,Iron Man,Black Sabbath,WNCX,WNCX0257,2014-06-20 23:54:21,2014-06-20,Friday
3746,Iron Man,Black Sabbath,WOFX,WOFX0006,2014-06-22 23:58:58,2014-06-22,Sunday
3747,Iron Man,Black Sabbath,WOFX,WOFX0412,2014-06-21 02:59:12,2014-06-21,Saturday
3748,Iron Man,Black Sabbath,WOFX,WOFX0906,2014-06-18 19:58:55,2014-06-18,Wednesday
3749,Iron Man,Black Sabbath,WRFX,WRFX0411,2014-06-20 21:58:26,2014-06-20,Friday
3750,Iron Man,Black Sabbath,WRFX,WRFX1254,2014-06-16 18:58:47,2014-06-16,Monday
3751,Iron Man,Black Sabbath,WZLX,WZLX0173,2014-06-21 23:54:13,2014-06-21,Saturday
3752,Iron Man,Black Sabbath,WZLX,WZLX0459,2014-06-19 23:54:35,2014-06-19,Thursday
3753,Iron Man,Black Sabbath,WZLX,WZLX1087,2014-06-16 23:54:24,2014-06-16,Monday
3754,N.i.b.,Black Sabbath,KGB,KGB1356,2014-06-17 04:58:30,2014-06-17,Tuesday
3755,N.i.b.,Black Sabbath,KZEP,KZEP1294,2014-06-17 03:58:32,2014-06-17,Tuesday
3756,N.i.b.,Black Sabbath,KZPS,KZPS1395,2014-06-17 03:58:11,2014-06-17,Tuesday
3757,N.i.b.,Black Sabbath,WAXQ,WAXQ1327,2014-06-17 02:58:10,2014-06-17,Tuesday
3758,N.i.b.,Black Sabbath,WBGG,WBGG1294,2014-06-17 02:58:20,2014-06-17,Tuesday
3759,N.i.b.,Black Sabbath,WBIG,WBIG1373,2014-06-17 02:58:17,2014-06-17,Tuesday
3760,N.i.b.,Black Sabbath,WDVE,WDVE1115,2014-06-17 02:58:27,2014-06-17,Tuesday
3761,N.i.b.,Black Sabbath,WRFX,WRFX1188,2014-06-17 02:58:30,2014-06-17,Tuesday
3762,Neon Knights,Black Sabbath,KZEP,KZEP0536,2014-06-20 18:58:31,2014-06-20,Friday
3763,Paranoid,Black Sabbath,KGB,KGB0450,2014-06-21 06:58:47,2014-06-21,Saturday
3764,Paranoid,Black Sabbath,KGB,KGB0544,2014-06-20 20:58:29,2014-06-20,Friday
3765,Paranoid,Black Sabbath,KGB,KGB0651,2014-06-20 09:58:38,2014-06-20,Friday
3766,Paranoid,Black Sabbath,KGB,KGB0811,2014-06-19 17:58:53,2014-06-19,Thursday
3767,Paranoid,Black Sabbath,KGB,KGB0973,2014-06-19 02:58:38,2014-06-19,Thursday
3768,Paranoid,Black Sabbath,KGB,KGB1121,2014-06-18 10:58:50,2014-06-18,Wednesday
3769,Paranoid,Black Sabbath,KGB,KGB1252,2014-06-17 23:58:29,2014-06-17,Tuesday
3770,Paranoid,Black Sabbath,KGB,KGB1428,2014-06-16 19:58:42,2014-06-16,Monday
3771,Paranoid,Black Sabbath,KGLK,KGLK0099,2014-06-22 15:28:19,2014-06-22,Sunday
3772,Paranoid,Black Sabbath,KGLK,KGLK0307,2014-06-21 20:28:25,2014-06-21,Saturday
3773,Paranoid,Black Sabbath,KGLK,KGLK0436,2014-06-21 09:58:49,2014-06-21,Saturday
3774,Paranoid,Black Sabbath,KGLK,KGLK0615,2014-06-20 18:28:16,2014-06-20,Friday
3775,Paranoid,Black Sabbath,KGLK,KGLK0905,2014-06-19 14:59:00,2014-06-19,Thursday
3776,Paranoid,Black Sabbath,KGLK,KGLK1307,2014-06-18 01:58:38,2014-06-18,Wednesday
3777,Paranoid,Black Sabbath,KGLK,KGLK1493,2014-06-16 22:28:26,2014-06-16,Monday
3778,Paranoid,Black Sabbath,KGLK,KGLK1615,2014-06-16 11:28:09,2014-06-16,Monday
3779,Paranoid,Black Sabbath,KGON,KGON0176,2014-06-21 22:59:23,2014-06-21,Saturday
3780,Paranoid,Black Sabbath,KGON,KGON0376,2014-06-21 04:59:10,2014-06-21,Saturday
3781,Paranoid,Black Sabbath,KGON,KGON0537,2014-06-20 13:59:10,2014-06-20,Friday
3782,Paranoid,Black Sabbath,KGON,KGON0843,2014-06-19 09:59:08,2014-06-19,Thursday
3783,Paranoid,Black Sabbath,KGON,KGON0934,2014-06-19 01:59:06,2014-06-19,Thursday
3784,Paranoid,Black Sabbath,KGON,KGON1332,2014-06-17 05:59:20,2014-06-17,Tuesday
3785,Paranoid,Black Sabbath,KGON,KGON1359,2014-06-17 02:58:59,2014-06-17,Tuesday
3786,Paranoid,Black Sabbath,KGON,KGON1479,2014-06-16 15:58:52,2014-06-16,Monday
3787,Paranoid,Black Sabbath,KLOS,KLOS0196,2014-06-21 20:59:14,2014-06-21,Saturday
3788,Paranoid,Black Sabbath,KLOS,KLOS0376,2014-06-21 02:59:23,2014-06-21,Saturday
3789,Paranoid,Black Sabbath,KLOS,KLOS0495,2014-06-20 14:59:15,2014-06-20,Friday
3790,Paranoid,Black Sabbath,KLOS,KLOS0739,2014-06-19 07:59:18,2014-06-19,Thursday
3791,Paranoid,Black Sabbath,KLOS,KLOS0862,2014-06-18 19:59:06,2014-06-18,Wednesday
3792,Paranoid,Black Sabbath,KLOS,KLOS1020,2014-06-18 00:59:06,2014-06-18,Wednesday
3793,Paranoid,Black Sabbath,KRFX,KRFX0085,2014-06-22 14:58:31,2014-06-22,Sunday
3794,Paranoid,Black Sabbath,KRFX,KRFX0298,2014-06-21 18:58:39,2014-06-21,Saturday
3795,Paranoid,Black Sabbath,KRFX,KRFX0490,2014-06-20 23:58:14,2014-06-20,Friday
3796,Paranoid,Black Sabbath,KRFX,KRFX0762,2014-06-19 18:58:37,2014-06-19,Thursday
3797,Paranoid,Black Sabbath,KRFX,KRFX1020,2014-06-18 15:58:24,2014-06-18,Wednesday
3798,Paranoid,Black Sabbath,KRFX,KRFX1314,2014-06-16 23:58:23,2014-06-16,Monday
3799,Paranoid,Black Sabbath,KRFX,KRFX1479,2014-06-16 04:58:40,2014-06-16,Monday
3800,Paranoid,Black Sabbath,KSEG,KSEG0019,2014-06-22 22:59:20,2014-06-22,Sunday
3801,Paranoid,Black Sabbath,KSEG,KSEG0338,2014-06-21 17:59:05,2014-06-21,Saturday
3802,Paranoid,Black Sabbath,KSEG,KSEG0762,2014-06-20 04:59:08,2014-06-20,Friday
3803,Paranoid,Black Sabbath,KSEG,KSEG0985,2014-06-19 08:59:23,2014-06-19,Thursday
3804,Paranoid,Black Sabbath,KSEG,KSEG1214,2014-06-18 12:59:19,2014-06-18,Wednesday
3805,Paranoid,Black Sabbath,KSEG,KSEG1463,2014-06-17 06:59:07,2014-06-17,Tuesday
3806,Paranoid,Black Sabbath,KSEG,KSEG1694,2014-06-16 10:59:10,2014-06-16,Monday
3807,Paranoid,Black Sabbath,KSHE,KSHE0268,2014-06-21 17:59:20,2014-06-21,Saturday
3808,Paranoid,Black Sabbath,KSLX,KSLX0303,2014-06-18 19:59:33,2014-06-18,Wednesday
3809,Paranoid,Black Sabbath,KSLX,KSLX0755,2014-06-16 12:59:56,2014-06-16,Monday
3810,Paranoid,Black Sabbath,KUFX,KUFX0278,2014-06-21 21:59:35,2014-06-21,Saturday
3811,Paranoid,Black Sabbath,KUFX,KUFX0454,2014-06-21 05:59:28,2014-06-21,Saturday
3812,Paranoid,Black Sabbath,KUFX,KUFX0663,2014-06-20 10:59:14,2014-06-20,Friday
3813,Paranoid,Black Sabbath,KUFX,KUFX0737,2014-06-20 03:59:10,2014-06-20,Friday
3814,Paranoid,Black Sabbath,KUFX,KUFX1552,2014-06-16 17:59:34,2014-06-16,Monday
3815,Paranoid,Black Sabbath,KZEP,KZEP0415,2014-06-21 05:58:46,2014-06-21,Saturday
3816,Paranoid,Black Sabbath,KZEP,KZEP0520,2014-06-20 20:58:26,2014-06-20,Friday
3817,Paranoid,Black Sabbath,KZEP,KZEP0706,2014-06-20 01:58:30,2014-06-20,Friday
3818,Paranoid,Black Sabbath,KZEP,KZEP0768,2014-06-19 18:58:47,2014-06-19,Thursday
3819,Paranoid,Black Sabbath,KZEP,KZEP0849,2014-06-19 09:58:41,2014-06-19,Thursday
3820,Paranoid,Black Sabbath,KZEP,KZEP1316,2014-06-17 02:58:33,2014-06-17,Tuesday
3821,Paranoid,Black Sabbath,KZOK,KZOK0069,2014-06-22 23:54:37,2014-06-22,Sunday
3822,Paranoid,Black Sabbath,KZOK,KZOK0215,2014-06-20 23:54:26,2014-06-20,Friday
3823,Paranoid,Black Sabbath,KZOK,KZOK0621,2014-06-18 23:54:24,2014-06-18,Wednesday
3824,Paranoid,Black Sabbath,KZOK,KZOK0821,2014-06-16 23:54:35,2014-06-16,Monday
3825,Paranoid,Black Sabbath,KZPS,KZPS0282,2014-06-21 20:58:20,2014-06-21,Saturday
3826,Paranoid,Black Sabbath,KZPS,KZPS0588,2014-06-20 16:58:18,2014-06-20,Friday
3827,Paranoid,Black Sabbath,KZPS,KZPS1427,2014-06-17 02:02:05,2014-06-17,Tuesday
3828,Paranoid,Black Sabbath,WAXQ,WAXQ0592,2014-06-20 07:58:17,2014-06-20,Friday
3829,Paranoid,Black Sabbath,WAXQ,WAXQ0784,2014-06-19 13:58:26,2014-06-19,Thursday
3830,Paranoid,Black Sabbath,WAXQ,WAXQ0994,2014-06-18 17:58:02,2014-06-18,Wednesday
3831,Paranoid,Black Sabbath,WAXQ,WAXQ1358,2014-06-17 00:58:06,2014-06-17,Tuesday
3832,Paranoid,Black Sabbath,WBGG,WBGG1323,2014-06-17 00:58:16,2014-06-17,Tuesday
3833,Paranoid,Black Sabbath,WBIG,WBIG0038,2014-06-22 20:58:24,2014-06-22,Sunday
3834,Paranoid,Black Sabbath,WBIG,WBIG0352,2014-06-21 12:58:15,2014-06-21,Saturday
3835,Paranoid,Black Sabbath,WBIG,WBIG1008,2014-06-18 21:58:08,2014-06-18,Wednesday
3836,Paranoid,Black Sabbath,WBIG,WBIG1403,2014-06-17 00:58:13,2014-06-17,Tuesday
3837,Paranoid,Black Sabbath,WDVE,WDVE0301,2014-06-21 11:58:25,2014-06-21,Saturday
3838,Paranoid,Black Sabbath,WDVE,WDVE0336,2014-06-21 04:58:38,2014-06-21,Saturday
3839,Paranoid,Black Sabbath,WDVE,WDVE0630,2014-06-19 20:58:38,2014-06-19,Thursday
3840,Paranoid,Black Sabbath,WDVE,WDVE1067,2014-06-17 10:58:38,2014-06-17,Tuesday
3841,Paranoid,Black Sabbath,WDVE,WDVE1148,2014-06-17 00:58:23,2014-06-17,Tuesday
3842,Paranoid,Black Sabbath,WDVE,WDVE1202,2014-06-16 17:58:45,2014-06-16,Monday
3843,Paranoid,Black Sabbath,WLUP,WLUP0014,2014-06-22 23:58:54,2014-06-22,Sunday
3844,Paranoid,Black Sabbath,WLUP,WLUP0347,2014-06-21 16:58:47,2014-06-21,Saturday
3845,Paranoid,Black Sabbath,WLUP,WLUP0632,2014-06-20 15:58:58,2014-06-20,Friday
3846,Paranoid,Black Sabbath,WLUP,WLUP0937,2014-06-19 10:58:51,2014-06-19,Thursday
3847,Paranoid,Black Sabbath,WLUP,WLUP1280,2014-06-18 01:58:45,2014-06-18,Wednesday
3848,Paranoid,Black Sabbath,WLUP,WLUP1541,2014-06-16 14:58:47,2014-06-16,Monday
3849,Paranoid,Black Sabbath,WMGK,WMGK0078,2014-06-22 23:54:21,2014-06-22,Sunday
3850,Paranoid,Black Sabbath,WMGK,WMGK1220,2014-06-17 23:54:11,2014-06-17,Tuesday
3851,Paranoid,Black Sabbath,WMGK,WMGK1397,2014-06-17 23:54:11,2014-06-17,Tuesday
3852,Paranoid,Black Sabbath,WMGK,WMGK1544,2014-06-16 23:54:19,2014-06-16,Monday
3853,Paranoid,Black Sabbath,WNCX,WNCX0029,2014-06-22 23:54:31,2014-06-22,Sunday
3854,Paranoid,Black Sabbath,WNCX,WNCX0725,2014-06-18 23:54:18,2014-06-18,Wednesday
3855,Paranoid,Black Sabbath,WNCX,WNCX1090,2014-06-16 23:54:29,2014-06-16,Monday
3856,Paranoid,Black Sabbath,WOFX,WOFX0299,2014-06-21 17:58:49,2014-06-21,Saturday
3857,Paranoid,Black Sabbath,WOFX,WOFX0871,2014-06-18 22:58:49,2014-06-18,Wednesday
3858,Paranoid,Black Sabbath,WRFX,WRFX0051,2014-06-22 12:58:35,2014-06-22,Sunday
3859,Paranoid,Black Sabbath,WRFX,WRFX0448,2014-06-20 17:58:31,2014-06-20,Friday
3860,Paranoid,Black Sabbath,WRFX,WRFX0648,2014-06-19 20:58:41,2014-06-19,Thursday
3861,Paranoid,Black Sabbath,WRFX,WRFX0983,2014-06-18 07:58:25,2014-06-18,Wednesday
3862,Paranoid,Black Sabbath,WRFX,WRFX1219,2014-06-17 00:58:26,2014-06-17,Tuesday
3863,Paranoid,Black Sabbath,WRFX,WRFX1336,2014-06-16 10:58:27,2014-06-16,Monday
3864,Paranoid,Black Sabbath,WZLX,WZLX0039,2014-06-22 23:54:26,2014-06-22,Sunday
3865,Paranoid,Black Sabbath,WZLX,WZLX0315,2014-06-20 23:54:17,2014-06-20,Friday
3866,Paranoid,Black Sabbath,WZLX,WZLX0829,2014-06-17 23:54:17,2014-06-17,Tuesday
3867,Paranoid,Black Sabbath,WZLX,WZLX1193,2014-06-16 23:54:26,2014-06-16,Monday
3868,Sweet Leaf,Black Sabbath,KGB,KGB0198,2014-06-22 05:58:43,2014-06-22,Sunday
3869,Sweet Leaf,Black Sabbath,KGB,KGB0684,2014-06-20 06:58:46,2014-06-20,Friday
3870,Sweet Leaf,Black Sabbath,KGB,KGB0810,2014-06-19 17:58:53,2014-06-19,Thursday
3871,Sweet Leaf,Black Sabbath,KGB,KGB1162,2014-06-18 06:58:33,2014-06-18,Wednesday
3872,Sweet Leaf,Black Sabbath,KLOS,KLOS0413,2014-06-20 22:59:03,2014-06-20,Friday
3873,Sweet Leaf,Black Sabbath,KLOS,KLOS1019,2014-06-18 00:59:06,2014-06-18,Wednesday
3874,Sweet Leaf,Black Sabbath,KRFX,KRFX0634,2014-06-20 06:58:33,2014-06-20,Friday
3875,Sweet Leaf,Black Sabbath,KSHE,KSHE0158,2014-06-22 03:59:25,2014-06-22,Sunday
3876,Sweet Leaf,Black Sabbath,KSHE,KSHE0694,2014-06-19 20:59:44,2014-06-19,Thursday
3877,Sweet Leaf,Black Sabbath,KSHE,KSHE1092,2014-06-18 01:59:23,2014-06-18,Wednesday
3878,Sweet Leaf,Black Sabbath,KZEP,KZEP0184,2014-06-22 04:58:46,2014-06-22,Sunday
3879,Sweet Leaf,Black Sabbath,KZEP,KZEP0394,2014-06-21 07:58:43,2014-06-21,Saturday
3880,Sweet Leaf,Black Sabbath,KZEP,KZEP0645,2014-06-20 05:58:40,2014-06-20,Friday
3881,Sweet Leaf,Black Sabbath,KZEP,KZEP1100,2014-06-18 05:58:33,2014-06-18,Wednesday
3882,Sweet Leaf,Black Sabbath,KZPS,KZPS0197,2014-06-22 04:58:25,2014-06-22,Sunday
3883,Sweet Leaf,Black Sabbath,KZPS,KZPS0694,2014-06-20 05:58:18,2014-06-20,Friday
3884,Sweet Leaf,Black Sabbath,KZPS,KZPS1202,2014-06-18 05:58:13,2014-06-18,Wednesday
3885,Sweet Leaf,Black Sabbath,WAXQ,WAXQ0165,2014-06-22 03:58:05,2014-06-22,Sunday
3886,Sweet Leaf,Black Sabbath,WAXQ,WAXQ0630,2014-06-20 04:58:04,2014-06-20,Friday
3887,Sweet Leaf,Black Sabbath,WAXQ,WAXQ1125,2014-06-18 04:58:15,2014-06-18,Wednesday
3888,Sweet Leaf,Black Sabbath,WBGG,WBGG0225,2014-06-22 03:58:15,2014-06-22,Sunday
3889,Sweet Leaf,Black Sabbath,WBGG,WBGG0694,2014-06-20 04:58:14,2014-06-20,Friday
3890,Sweet Leaf,Black Sabbath,WBGG,WBGG1130,2014-06-18 04:58:25,2014-06-18,Wednesday
3891,Sweet Leaf,Black Sabbath,WBIG,WBIG0213,2014-06-22 03:58:12,2014-06-22,Sunday
3892,Sweet Leaf,Black Sabbath,WBIG,WBIG0682,2014-06-20 04:58:11,2014-06-20,Friday
3893,Sweet Leaf,Black Sabbath,WBIG,WBIG1178,2014-06-18 04:58:22,2014-06-18,Wednesday
3894,Sweet Leaf,Black Sabbath,WDVE,WDVE0163,2014-06-22 03:58:22,2014-06-22,Sunday
3895,Sweet Leaf,Black Sabbath,WDVE,WDVE0543,2014-06-20 04:58:21,2014-06-20,Friday
3896,Sweet Leaf,Black Sabbath,WDVE,WDVE0943,2014-06-18 04:58:32,2014-06-18,Wednesday
3897,Sweet Leaf,Black Sabbath,WDVE,WDVE1245,2014-06-16 12:58:42,2014-06-16,Monday
3898,Sweet Leaf,Black Sabbath,WRFX,WRFX0109,2014-06-22 03:58:25,2014-06-22,Sunday
3899,Sweet Leaf,Black Sabbath,WRFX,WRFX0569,2014-06-20 04:58:25,2014-06-20,Friday
3900,Sweet Leaf,Black Sabbath,WRFX,WRFX1008,2014-06-18 04:58:35,2014-06-18,Wednesday
3901,Sweet Leaf,Black Sabbath,WZLX,WZLX0090,2014-06-22 23:54:27,2014-06-22,Sunday
3902,The Wizard,Black Sabbath,WZLX,WZLX0536,2014-06-19 23:54:35,2014-06-19,Thursday
3903,War Pigs,Black Sabbath,KLOS,KLOS0130,2014-06-22 02:59:27,2014-06-22,Sunday
3904,War Pigs,Black Sabbath,WLUP,WLUP0346,2014-06-21 16:58:47,2014-06-21,Saturday
3905,War Pigs,Black Sabbath,WLUP,WLUP0864,2014-06-19 17:59:09,2014-06-19,Thursday
3906,War Pigs,Black Sabbath,WLUP,WLUP1259,2014-06-18 02:59:00,2014-06-18,Wednesday
3907,War Pigs,Black Sabbath,WLUP,WLUP1476,2014-06-16 21:58:57,2014-06-16,Monday
3908,War Pigs,Black Sabbath,WRFX,WRFX0706,2014-06-19 14:58:46,2014-06-19,Thursday
3909,War Pigs,Black Sabbath,WZLX,WZLX0282,2014-06-20 23:54:16,2014-06-20,Friday
3910,War Pigs,Black Sabbath,WZLX,WZLX0599,2014-06-18 23:54:12,2014-06-18,Wednesday
3911,War Pigs,Black Sabbath,WZLX,WZLX1143,2014-06-16 23:54:25,2014-06-16,Monday
3912,War Pigs,Black Sabbath,KGON,KGON0316,2014-06-21 08:59:13,2014-06-21,Saturday
3913,War Pigs,Black Sabbath,KGON,KGON0875,2014-06-19 06:59:12,2014-06-19,Thursday
3914,War Pigs,Black Sabbath,KGB,KGB0482,2014-06-21 04:58:48,2014-06-21,Saturday
3915,War Pigs,Black Sabbath,KGB,KGB0927,2014-06-19 06:58:50,2014-06-19,Thursday
3916,War Pigs,Black Sabbath,KRFX,KRFX0040,2014-06-22 18:58:18,2014-06-22,Sunday
3917,War Pigs,Black Sabbath,KRFX,KRFX0346,2014-06-21 14:58:22,2014-06-21,Saturday
3918,War Pigs,Black Sabbath,KRFX,KRFX0556,2014-06-20 16:58:28,2014-06-20,Friday
3919,War Pigs,Black Sabbath,KRFX,KRFX1058,2014-06-18 12:58:30,2014-06-18,Wednesday
3920,War Pigs,Black Sabbath,KRFX,KRFX1348,2014-06-16 19:58:29,2014-06-16,Monday
3921,War Pigs,Black Sabbath,KSHE,KSHE0177,2014-06-22 01:59:25,2014-06-22,Sunday
3922,War Pigs,Black Sabbath,KSHE,KSHE0749,2014-06-19 14:59:45,2014-06-19,Thursday
3923,War Pigs,Black Sabbath,KSHE,KSHE1198,2014-06-17 05:59:54,2014-06-17,Tuesday
3924,War Pigs,Black Sabbath,KZEP,KZEP0239,2014-06-21 23:58:51,2014-06-21,Saturday
3925,War Pigs,Black Sabbath,KZEP,KZEP0447,2014-06-21 03:58:46,2014-06-21,Saturday
3926,War Pigs,Black Sabbath,KZEP,KZEP0604,2014-06-20 10:58:30,2014-06-20,Friday
3927,War Pigs,Black Sabbath,KZEP,KZEP0882,2014-06-19 05:58:48,2014-06-19,Thursday
3928,War Pigs,Black Sabbath,KZEP,KZEP0943,2014-06-19 00:58:30,2014-06-19,Thursday
3929,War Pigs,Black Sabbath,KZPS,KZPS0472,2014-06-21 03:58:26,2014-06-21,Saturday
3930,War Pigs,Black Sabbath,KZPS,KZPS0963,2014-06-19 04:58:30,2014-06-19,Thursday
3931,War Pigs,Black Sabbath,WAXQ,WAXQ0431,2014-06-21 02:58:24,2014-06-21,Saturday
3932,War Pigs,Black Sabbath,WAXQ,WAXQ0882,2014-06-19 03:58:11,2014-06-19,Thursday
3933,War Pigs,Black Sabbath,WBGG,WBGG0498,2014-06-21 02:58:36,2014-06-21,Saturday
3934,War Pigs,Black Sabbath,WBGG,WBGG0919,2014-06-19 03:58:21,2014-06-19,Thursday
3935,War Pigs,Black Sabbath,WBIG,WBIG0464,2014-06-21 02:58:31,2014-06-21,Saturday
3936,War Pigs,Black Sabbath,WBIG,WBIG0931,2014-06-19 03:58:18,2014-06-19,Thursday
3937,War Pigs,Black Sabbath,WDVE,WDVE0365,2014-06-21 02:58:44,2014-06-21,Saturday
3938,War Pigs,Black Sabbath,WDVE,WDVE0748,2014-06-19 03:58:28,2014-06-19,Thursday
3939,War Pigs,Black Sabbath,WRFX,WRFX0358,2014-06-21 02:58:47,2014-06-21,Saturday
3940,War Pigs,Black Sabbath,WRFX,WRFX0794,2014-06-19 03:58:31,2014-06-19,Thursday
