"","gender","age","mask_YesNo","fully_covering","partially_covering","non_covering","mask_front_touching","mask_strap_touching","face_touching","o_zone_touching","t_zone_touching","in_group","duration_of_observation","change","segment_crowding","study","location","activezone","unique_situation","temp_celcius"
"701",0,45,1,1,0,0,0,0,0,99,99,0,25,0,12.5,1,14,0,2015,16.8999996185303
"702",0,63,1,0,1,0,0,0,0,99,99,0,33,0,12.5,1,14,0,2015,16.8999996185303
"703",0,28,0,99,99,99,99,99,0,99,99,1,24,0,12.5,1,14,0,2015,16.8999996185303
"704",0,33,1,1,0,0,0,0,0,99,99,0,25,0,12.5,1,14,0,2015,16.8999996185303
"705",1,36,0,99,99,99,99,99,0,99,99,0,27,0,12.5,1,14,0,2015,16.8999996185303
"706",1,36,0,99,99,99,99,99,0,99,99,1,29,0,12.5,1,14,0,2015,16.8999996185303
"707",0,62,1,1,0,0,0,0,0,99,99,0,20,0,12.5,1,14,0,2015,16.8999996185303
"708",0,49,0,99,99,99,99,99,0,99,99,0,23,0,12.5,1,14,0,2015,16.8999996185303
"709",0,24,1,1,0,0,0,0,0,99,99,0,26,0,15.5,1,14,0,2018,23.5
"710",0,33,0,99,99,99,99,99,0,99,99,1,22,0,15.5,1,14,0,2018,23.5
"711",0,63,1,1,0,0,0,0,0,99,99,0,26,0,5,1,14,0,2019,21.2999992370605
"712",0,64,1,1,0,0,0,0,0,99,99,0,14,0,5,1,14,0,2019,21.2999992370605
"713",0,53,0,99,99,99,99,99,0,99,99,0,29,0,5,1,14,0,2019,21.2999992370605
"714",0,36,0,99,99,99,99,99,0,99,99,0,20,0,5,1,14,0,2019,21.2999992370605
"715",1,26,1,1,0,0,0,0,0,99,99,0,26,0,9,1,14,0,2020,22.8999996185303
"716",1,46,0,99,99,99,99,99,0,99,99,0,26,0,9,1,14,0,2020,22.8999996185303
"717",1,26,1,1,0,0,1,0,0,99,99,0,23,0,22,1,14,0,2025,25
"718",1,20,0,99,99,99,99,99,0,99,99,1,28,0,22,1,14,0,2025,25
"719",1,26,0,99,99,99,99,99,1,1,1,0,29,0,22,1,14,0,2025,25
"720",1,23,1,1,0,0,0,0,0,99,99,0,24,0,22,1,14,0,2025,25
"721",1,77,1,1,0,0,0,0,0,99,99,0,27,0,22,1,14,0,2025,25
"722",0,33,0,99,99,99,99,99,0,99,99,1,32,0,22,1,14,0,2025,25
"723",0,42,0,99,99,99,99,99,0,99,99,0,23,0,22,1,14,0,2025,25
"724",0,74,1,1,0,0,1,0,1,1,0,0,54,0,22,1,14,0,2025,25
"725",1,50,0,99,99,99,99,99,0,99,99,0,24,0,22,1,14,0,2025,25
"726",0,24,1,1,0,0,0,0,0,99,99,1,30,0,22,1,14,0,2025,25
"727",1,76,1,0,0,1,0,0,1,0,99,0,50,0,20.5,1,14,0,2026,25
"728",0,27,0,99,99,99,99,99,1,0,99,1,32,0,20.5,1,14,0,2026,25
"729",1,42,1,1,0,0,0,0,0,99,99,1,32,0,20.5,1,14,0,2026,25
"730",0,24,0,99,99,99,99,99,1,1,0,1,26,0,20.5,1,14,0,2026,25
"731",1,34,0,99,99,99,99,99,0,99,99,0,26,0,33.5,1,14,0,2029,26
"732",0,33,1,1,0,0,1,0,0,99,99,1,33,0,33.5,1,14,0,2029,26
"733",1,25,0,99,99,99,99,99,0,99,99,0,22,0,33.5,1,14,0,2029,26
"734",1,53,0,99,99,99,99,99,0,99,99,0,42,0,33.5,1,14,0,2029,26
"735",0,28,1,1,0,0,0,0,0,99,99,0,31,0,33.5,1,14,0,2029,26
"736",1,40,1,1,0,0,0,0,0,99,99,1,27,0,33.5,1,14,0,2029,26
"737",0,55,1,1,0,0,0,0,0,99,99,1,29,0,33.5,1,14,0,2029,26
"738",1,38,0,99,99,99,99,99,1,1,1,1,46,0,33.5,1,14,0,2029,26
"739",1,42,0,99,99,99,99,99,0,99,99,0,22,0,33.5,1,14,0,2029,26
"740",0,47,1,1,0,0,1,0,0,99,99,1,35,0,33.5,1,14,0,2029,26
"741",0,54,1,1,0,0,0,0,0,99,99,0,20,0,33.5,1,14,0,2029,26
"742",0,32,1,1,0,0,0,0,1,0,99,0,24,0,33.5,1,14,0,2029,26
"743",0,22,0,99,99,99,99,99,0,99,99,0,25,0,33.5,1,14,0,2029,26
"744",1,27,0,99,99,99,99,99,0,99,99,1,32,0,33.5,1,14,0,2029,26
"745",0,32,0,99,99,99,99,99,0,99,99,0,35,0,8,1,14,0,2032,16
"746",1,40,1,1,0,0,0,0,0,99,99,0,25,0,8,1,14,0,2032,16
"747",1,54,0,99,99,99,99,99,0,99,99,1,39,0,8,1,14,0,2032,16
"748",1,67,1,1,0,0,0,0,0,99,99,0,31,0,8,1,14,0,2032,16
"749",0,28,1,1,0,0,0,0,0,99,99,0,26,0,8,1,14,0,2032,16
"750",1,24,0,99,99,99,99,99,0,99,99,0,22,0,8,1,14,0,2032,16
"751",0,27,0,99,99,99,99,99,1,1,1,0,22,0,8,1,14,0,2032,16
"752",0,56,1,1,0,0,0,0,0,99,99,0,26,0,8,1,14,0,2032,16
"753",1,47,0,99,99,99,99,99,0,99,99,0,26,0,8,1,14,0,2032,16
"754",1,40,1,1,0,0,0,0,0,99,99,0,22,0,8,1,14,0,2032,16
"755",1,38,0,99,99,99,99,99,0,99,99,0,33,0,11,1,14,0,2034,22.8999996185303
"756",0,27,1,0,0,1,0,0,0,99,99,0,30,0,11,1,14,0,2034,22.8999996185303
"757",0,30,1,1,0,0,0,0,0,99,99,0,18,0,11,1,14,0,2034,22.8999996185303
"758",0,29,0,99,99,99,99,99,0,99,99,1,24,0,11,1,14,0,2034,22.8999996185303
"759",0,39,0,99,99,99,99,99,0,99,99,1,30,0,22,1,14,0,2035,24.6000003814697
"760",1,26,1,1,0,0,0,0,0,99,99,1,24,0,22,1,14,0,2035,24.6000003814697
"761",0,40,1,1,0,0,0,0,0,99,99,0,45,0,12.5,1,14,0,2036,22
"762",1,48,0,99,99,99,99,99,0,99,99,0,22,0,12.5,1,14,0,2036,22
"763",0,34,0,99,99,99,99,99,0,99,99,1,20,0,12.5,1,14,0,2036,22
"764",1,36,1,1,0,0,0,0,0,99,99,0,21,0,12.5,1,14,0,2036,22
"765",1,33,0,99,99,99,99,99,0,99,99,1,27,0,12.5,1,14,0,2036,22
"766",1,33,1,1,0,0,0,0,0,99,99,0,25,0,12.5,1,14,0,2036,22
"767",0,52,1,1,0,0,0,0,0,99,99,0,30,0,24,1,14,0,2043,18.2999992370605
"768",1,23,1,1,0,0,0,0,0,99,99,0,25,0,24,1,14,0,2043,18.2999992370605
"769",1,44,0,99,99,99,99,99,0,99,99,0,23,0,24,1,14,0,2043,18.2999992370605
"770",0,50,1,1,0,0,0,0,0,99,99,1,28,0,24,1,14,0,2043,18.2999992370605
"771",1,42,0,99,99,99,99,99,0,99,99,0,22,0,24,1,14,0,2043,18.2999992370605
"772",0,56,0,99,99,99,99,99,0,99,99,0,52,0,24,1,14,0,2043,18.2999992370605
"773",1,43,1,1,0,0,0,0,0,99,99,0,23,0,24,1,14,0,2043,18.2999992370605
"774",0,20,0,99,99,99,99,99,0,99,99,1,26,0,24,1,14,0,2043,18.2999992370605
"775",0,35,1,1,0,0,0,0,0,99,99,0,22,0,24,1,14,0,2043,18.2999992370605
"776",0,43,0,99,99,99,99,99,0,99,99,0,30,0,24,1,14,0,2043,18.2999992370605
"777",1,58,0,99,99,99,99,99,0,99,99,0,22,0,24,1,14,0,2043,18.2999992370605
"778",0,15,1,1,0,0,0,0,0,99,99,1,29,0,24,1,14,0,2043,18.2999992370605
"779",1,35,0,99,99,99,99,99,0,99,99,0,26,0,35,1,14,0,2045,26
"780",0,26,1,1,0,0,0,0,0,99,99,0,26,0,35,1,14,0,2045,26
"781",1,27,1,0,0,1,0,0,1,1,0,0,20,0,23,1,14,0,3001,13.8999996185303
"782",0,42,1,1,0,0,0,0,0,99,99,0,26,0,23,1,14,0,3001,13.8999996185303
"783",1,24,0,99,99,99,99,99,0,99,99,0,20,0,23,1,14,0,3001,13.8999996185303
"784",1,41,0,99,99,99,99,99,0,99,99,0,20,0,23,1,14,0,3001,13.8999996185303
"785",0,26,0,99,99,99,99,99,0,99,99,0,19,0,23,1,14,0,3001,13.8999996185303
"786",1,24,0,99,99,99,99,99,0,99,99,1,31,0,23,1,14,0,3001,13.8999996185303
"787",0,38,1,1,0,0,0,0,1,1,1,0,22,0,23,1,14,0,3001,13.8999996185303
"788",1,60,1,0,0,1,0,0,0,99,99,1,26,0,23,1,14,0,3001,13.8999996185303
"789",1,26,0,99,99,99,99,99,0,99,99,0,21,0,23,1,14,0,3001,13.8999996185303
"790",1,43,1,1,0,0,0,0,0,99,99,0,23,0,23,1,14,0,3001,13.8999996185303
"791",1,35,1,1,0,0,0,0,0,99,99,0,18,0,23,1,14,0,3001,13.8999996185303
"792",0,46,0,99,99,99,99,99,0,99,99,1,29,0,23,1,14,0,3001,13.8999996185303
"793",0,42,0,99,99,99,99,99,0,99,99,0,35,0,23,1,14,0,3001,13.8999996185303
"794",1,66,1,0,1,0,0,0,0,99,99,0,24,0,23,1,14,0,3001,13.8999996185303
"795",0,21,1,0,1,0,0,0,0,99,99,1,29,0,19.5,1,14,0,3002,12.3999996185303
"796",1,27,0,99,99,99,99,99,1,1,0,0,21,0,19.5,1,14,0,3002,12.3999996185303
"797",1,47,0,99,99,99,99,99,1,1,1,0,22,0,19.5,1,14,0,3002,12.3999996185303
"798",1,25,1,0,0,1,0,0,0,99,99,0,23,0,19.5,1,14,0,3002,12.3999996185303
"799",1,33,1,0,0,1,0,0,0,99,99,0,23,0,19.5,1,14,0,3002,12.3999996185303
"800",0,19,0,99,99,99,99,99,0,99,99,0,17,0,19.5,1,14,0,3002,12.3999996185303
"801",0,57,1,0,1,0,0,0,0,99,99,0,32,0,19.5,1,14,0,3002,12.3999996185303
"802",0,61,0,99,99,99,99,99,0,99,99,1,33,0,19.5,1,14,0,3002,12.3999996185303
"803",1,43,0,99,99,99,99,99,1,1,1,0,48,0,19.5,1,14,0,3002,12.3999996185303
"804",0,34,1,1,0,0,0,0,0,99,99,0,17,0,19.5,1,14,0,3002,12.3999996185303
"805",0,19,0,99,99,99,99,99,0,99,99,0,18,0,19.5,1,14,0,3002,12.3999996185303
"806",0,49,1,1,0,0,0,1,0,99,99,0,23,1,19.5,1,14,0,3002,12.3999996185303
"807",0,48,0,99,99,99,99,99,0,99,99,0,24,0,19.5,1,14,0,3002,12.3999996185303
"808",1,27,1,1,0,0,0,0,0,99,99,0,15,0,19.5,1,14,0,3002,12.3999996185303
"809",0,67,0,99,99,99,99,99,0,99,99,0,30,0,11,1,14,0,3003,14.5
"810",1,53,0,99,99,99,99,99,1,1,1,0,22,0,11,1,14,0,3003,14.5
"811",0,33,1,1,0,0,0,0,0,99,99,0,26,0,11,1,14,0,3003,14.5
"812",1,65,1,1,0,0,0,0,0,99,99,0,22,0,11,1,14,0,3003,14.5
"813",0,26,1,1,0,0,0,0,0,99,99,0,22,0,11,1,14,0,3003,14.5
"814",0,25,0,99,99,99,99,99,0,99,99,0,27,0,11,1,14,0,3003,14.5
"815",1,74,1,1,0,0,0,0,0,99,99,1,33,0,11,1,14,0,3003,14.5
"816",1,61,0,99,99,99,99,99,0,99,99,0,24,0,11,1,14,0,3003,14.5
"817",1,79,1,1,0,0,0,0,0,99,99,0,34,0,11,1,14,0,3003,14.5
"818",0,24,0,99,99,99,99,99,0,99,99,0,26,0,11,1,14,0,3003,14.5
"819",1,28,1,1,0,0,0,0,0,99,99,0,23,0,11,1,14,0,3003,14.5
"820",1,35,1,0,1,0,0,0,0,99,99,0,22,0,11,1,14,0,3003,14.5
"821",1,48,0,99,99,99,99,99,0,99,99,0,21,0,11,1,14,0,3003,14.5
"822",0,62,0,99,99,99,99,99,0,99,99,0,24,0,11,1,14,0,3003,14.5
"823",0,37,0,99,99,99,99,99,0,99,99,0,21,0,13,1,14,0,3004,15.3999996185303
"824",0,38,1,1,0,0,0,0,0,99,99,0,23,0,13,1,14,0,3004,15.3999996185303
"825",0,17,0,99,99,99,99,99,0,99,99,0,28,0,13,1,14,0,3004,15.3999996185303
"826",1,24,1,1,0,0,0,0,1,0,99,0,16,0,13,1,14,0,3004,15.3999996185303
"827",1,52,1,1,0,0,0,0,0,99,99,0,25,0,13,1,14,0,3004,15.3999996185303
"828",0,40,1,1,0,0,0,0,0,99,99,0,15,0,13,1,14,0,3004,15.3999996185303
"829",1,38,0,99,99,99,99,99,0,99,99,0,23,0,13,1,14,0,3004,15.3999996185303
"830",0,29,0,99,99,99,99,99,0,99,99,0,19,0,13,1,14,0,3004,15.3999996185303
"831",1,36,0,99,99,99,99,99,0,99,99,0,22,0,13.5,1,14,0,3005,14.5
"832",0,40,0,99,99,99,99,99,0,99,99,0,32,0,13.5,1,14,0,3005,14.5
"833",0,19,0,99,99,99,99,99,0,99,99,0,20,0,13.5,1,14,0,3005,14.5
"834",1,46,1,1,0,0,0,0,0,99,99,0,23,0,13.5,1,14,0,3005,14.5
"835",0,45,1,0,1,0,0,99,0,99,99,0,27,0,13.5,1,14,0,3005,14.5
"836",1,27,0,99,99,99,99,99,1,0,99,0,18,0,13.5,1,14,0,3005,14.5
"837",0,49,0,99,99,99,99,99,0,99,99,0,22,0,13.5,1,14,0,3005,14.5
"838",1,32,1,0,0,1,0,0,1,1,1,0,21,0,13.5,1,14,0,3005,14.5
"839",1,38,1,0,0,1,0,0,0,99,99,1,42,0,13.5,1,14,0,3005,14.5
"840",0,34,1,0,0,1,0,0,0,99,99,1,30,0,13.5,1,14,0,3005,14.5
"841",1,44,0,99,99,99,99,99,0,99,99,0,22,0,13.5,1,14,0,3005,14.5
"842",1,57,1,1,0,0,1,0,0,99,99,1,23,0,13.5,1,14,0,3005,14.5
"843",1,47,1,1,0,0,0,0,0,99,99,0,21,0,13.5,1,14,0,3005,14.5
"844",1,88,0,99,99,99,99,99,0,99,99,0,16,0,13.5,1,14,0,3005,14.5
"845",0,22,1,0,0,1,0,0,0,99,99,1,28,0,10.5,1,14,0,3006,13.8999996185303
"846",0,41,0,99,99,99,99,99,0,99,99,0,23,0,10.5,1,14,0,3006,13.8999996185303
"847",1,24,1,1,0,0,0,0,0,99,99,0,16,0,10.5,1,14,0,3006,13.8999996185303
"848",1,47,1,0,1,0,0,0,0,99,99,0,27,0,10.5,1,14,0,3006,13.8999996185303
"849",0,36,0,99,99,99,99,99,0,99,99,0,23,0,10.5,1,14,0,3006,13.8999996185303
"850",1,66,0,99,99,99,99,99,0,99,99,0,23,0,10.5,1,14,0,3006,13.8999996185303
"851",1,37,0,99,99,99,99,99,0,99,99,0,26,0,10.5,1,14,0,3006,13.8999996185303
"852",0,22,0,99,99,99,99,99,0,99,99,1,24,0,10.5,1,14,0,3006,13.8999996185303
"853",1,25,0,99,99,99,99,99,0,99,99,0,17,0,10.5,1,14,0,3006,13.8999996185303
"854",1,26,1,1,0,0,0,0,0,99,99,0,19,0,10.5,1,14,0,3006,13.8999996185303
"855",0,34,1,1,0,0,0,0,0,99,99,0,34,0,10.5,1,14,0,3006,13.8999996185303
"856",0,28,1,1,0,0,0,0,0,99,99,0,22,0,10.5,1,14,0,3006,13.8999996185303
"857",0,32,1,0,1,0,0,0,0,99,99,0,32,0,10.5,1,14,0,3006,13.8999996185303
"858",1,32,0,99,99,99,99,99,0,99,99,0,20,0,10.5,1,14,0,3006,13.8999996185303
"859",0,57,1,1,0,0,0,0,0,99,99,0,47,0,8.5,1,14,0,3007,15.3999996185303
"860",1,66,0,99,99,99,99,99,0,99,99,0,24,0,8.5,1,14,0,3007,15.3999996185303
"861",1,25,1,1,0,0,0,0,0,99,99,0,22,0,8.5,1,14,0,3007,15.3999996185303
"862",1,46,1,1,0,0,0,0,0,99,99,1,24,0,8.5,1,14,0,3007,15.3999996185303
"863",0,28,0,99,99,99,99,99,0,99,99,0,24,0,8.5,1,14,0,3007,15.3999996185303
"864",1,36,0,99,99,99,99,99,0,99,99,0,19,0,8.5,1,14,0,3007,15.3999996185303
"865",1,44,0,99,99,99,99,99,1,1,1,0,27,0,8.5,1,14,0,3007,15.3999996185303
"866",1,62,1,0,1,0,0,0,1,1,1,0,26,0,8.5,1,14,0,3007,15.3999996185303
"867",0,45,1,0,1,0,0,0,0,99,99,0,21,0,8.5,1,14,0,3007,15.3999996185303
"868",1,24,0,99,99,99,99,99,0,99,99,0,26,0,8.5,1,14,0,3007,15.3999996185303
"869",1,36,1,1,0,0,0,0,0,99,99,0,21,0,8.5,1,14,0,3007,15.3999996185303
"870",1,33,1,1,0,0,0,0,0,99,99,1,23,0,8.5,1,14,0,3007,15.3999996185303
"871",0,27,0,99,99,99,99,99,1,1,0,1,25,0,8.5,1,14,0,3007,15.3999996185303
"872",0,50,0,99,99,99,99,99,0,99,99,0,26,0,8.5,1,14,0,3007,15.3999996185303
"873",1,55,0,99,99,99,99,99,0,99,99,0,23,0,21.5,1,14,0,3008,11.8000001907349
"874",0,24,1,0,1,0,0,0,0,99,99,1,22,0,21.5,1,14,0,3008,11.8000001907349
"875",1,46,0,99,99,99,99,99,0,99,99,0,21,0,21.5,1,14,0,3008,11.8000001907349
"876",0,26,1,1,0,0,0,0,0,99,99,0,26,0,21.5,1,14,0,3008,11.8000001907349
"877",1,26,1,1,0,0,0,0,0,99,99,0,16,0,21.5,1,14,0,3008,11.8000001907349
"878",1,28,0,99,99,99,99,99,0,99,99,0,18,0,21.5,1,14,0,3008,11.8000001907349
"879",1,26,0,99,99,99,99,99,1,1,1,0,20,0,21.5,1,14,0,3008,11.8000001907349
"880",0,24,1,1,0,0,0,0,0,99,99,0,24,0,21.5,1,14,0,3008,11.8000001907349
"881",1,28,0,99,99,99,99,99,0,99,99,0,18,0,21.5,1,14,0,3008,11.8000001907349
"882",1,35,1,1,0,0,0,99,0,99,99,0,22,0,21.5,1,14,0,3008,11.8000001907349
"883",0,54,0,99,99,99,99,99,0,99,99,0,26,0,19,1,14,0,3010,11.8000001907349
"884",1,28,0,99,99,99,99,99,0,99,99,0,23,0,19,1,14,0,3010,11.8000001907349
"885",0,36,0,99,99,99,99,99,0,99,99,1,28,0,19,1,14,0,3010,11.8000001907349
"886",1,24,0,99,99,99,99,99,0,99,99,0,20,0,19,1,14,0,3010,11.8000001907349
"887",0,53,1,1,0,0,0,0,0,99,99,0,26,0,19,1,14,0,3010,11.8000001907349
"888",0,38,1,1,0,0,0,0,1,0,99,0,24,0,19,1,14,0,3010,11.8000001907349
"889",1,26,1,1,0,0,0,0,0,99,99,0,26,0,19,1,14,0,3010,11.8000001907349
"890",1,46,1,1,0,0,0,0,0,99,99,0,22,0,19,1,14,0,3010,11.8000001907349
"891",1,63,1,0,1,0,0,0,0,99,99,0,64,0,19,1,14,0,3010,11.8000001907349
"892",1,33,0,99,99,99,99,99,0,99,99,0,23,0,19,1,14,0,3010,11.8000001907349
"893",0,57,1,1,0,0,0,0,0,99,99,0,25,0,19,1,14,0,3010,11.8000001907349
"894",1,32,0,99,99,99,99,99,0,99,99,0,23,0,19,1,14,0,3010,11.8000001907349
"895",0,26,1,0,0,1,0,0,0,99,99,0,36,0,19,1,14,0,3010,11.8000001907349
"896",0,25,0,99,99,99,99,99,1,1,1,0,21,0,19,1,14,0,3010,11.8000001907349
