Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-2003,Antoine Walker\walkean02,PF,26,BOS,78,3235,14.6,0.467,0.375,0.184,3.4,16.7,9.9,23.3,1.9,0.8,13.4,27.9,,-1.6,4.2,2.6,0.039,,0,0.4,0.3,1.9
2002-2003,Samaki Walker\walkesa01,C,26,LAL,67,1243,11.6,0.465,0.004,0.369,10.3,23.1,16.7,7.5,0.8,3.2,15,13.4,,0.6,1.4,2.1,0.079,,-3.4,0.8,-2.6,-0.2
2002-2003,Ben Wallace\wallabe01,C,28,DET,73,2873,17.2,0.486,0.014,0.432,11.9,34.9,23.2,6.9,2,5.9,14.5,10.2,,2.7,7.9,10.6,0.176,,-1.9,7,5.1,5.1
2002-2003,Gerald Wallace\wallage01,SF,20,SAC,47,571,12.5,0.51,0.022,0.404,7.5,16,12,6.1,2.1,1.7,17,20.1,,-0.1,1,0.9,0.074,,-3.9,0.6,-3.3,-0.2
2002-2003,Rasheed Wallace\wallara01,PF,28,POR,74,2684,18.5,0.552,0.281,0.249,5.1,19.6,12.3,10.2,1.4,2.2,10.3,23.3,,5.1,3.4,8.5,0.151,,2.1,0.4,2.4,3
2002-2003,Charlie Ward\wardch01,PG,32,NYK,66,1465,15.9,0.54,0.645,0.128,2,12.4,7.1,32.9,2.8,0.5,17.8,16.8,,2.4,1.3,3.7,0.121,,2.5,-0.4,2.1,1.5
2002-2003,Earl Watson\watsoea01,PG,23,MEM,79,1366,14.6,0.505,0.233,0.22,3.8,9.6,6.7,25.7,3.4,0.7,17,17,,1.3,1,2.3,0.08,,0.3,-0.1,0.2,0.8
2002-2003,Clarence Weatherspoon\weathcl01,PF,32,NYK,79,2024,14.5,0.522,0,0.469,12.2,22.8,17.4,5.1,1.8,1.3,11.2,12.8,,3.3,2.2,5.5,0.131,,-0.9,1.3,0.5,1.3
2002-2003,Chris Webber\webbech01,PF,29,SAC,67,2622,20.9,0.485,0.015,0.247,6.9,21.1,14.4,24.6,2,2.2,11.9,30.4,,1.7,5.3,6.9,0.127,,0.7,3.1,3.8,3.8
2002-2003,Bonzi Wells\wellsbo01,SG,26,POR,75,2396,15.7,0.505,0.131,0.316,4.9,14.9,9.9,18,2.8,0.6,16,25.9,,0.9,3.1,4,0.08,,-0.1,0.8,0.7,1.6
2002-2003,Jiri Welsch\welscji01,SF,23,GSW,37,234,4.5,0.348,0.053,0.387,5.5,7.2,6.4,16.6,1.7,0.6,17.8,19.4,,-0.4,0,-0.4,-0.086,,-5.5,-2.7,-8.2,-0.4
2002-2003,David Wesley\wesleda01,SG,32,NOH,73,2710,15.1,0.533,0.305,0.229,1.6,5.9,3.8,16.4,2.2,0.2,10.4,21.4,,4.5,2.5,7,0.124,,2,-1.2,0.8,1.9
2002-2003,Jahidi White\whiteja01,C,26,WAS,16,230,14.8,0.523,0,0.472,19,18.6,18.8,1.4,0.2,3.9,12.3,15,,0.4,0.2,0.6,0.134,,-1.9,-2.1,-4,-0.1
2002-2003,Rodney White\whitero02,SG,22,DEN,72,1563,9.8,0.469,0.21,0.196,3.1,13.3,7.9,15,1.5,1.6,18.4,24.2,,-2.1,1.8,-0.4,-0.011,,-3.9,-0.5,-4.4,-1
2002-2003,Chris Whitney\whitnch01,PG,31,TOT,51,1052,9.2,0.468,0.47,0.198,0.3,7.4,3.7,24.2,1.4,0.1,15.8,19.1,,-0.1,0.7,0.6,0.028,,-1.9,-3,-4.9,-0.8
2002-2003,Chris Whitney\whitnch01,PG,31,DEN,29,762,10.2,0.484,0.49,0.218,0.1,7.2,3.5,29.2,1.2,0.1,16.1,19.9,,0.2,0.5,0.8,0.049,,-0.9,-3.4,-4.3,-0.5
2002-2003,Chris Whitney\whitnch01,PG,31,ORL,22,290,6.7,0.418,0.409,0.136,0.8,7.7,4.1,11.3,2.1,0.3,14.6,16.9,,-0.3,0.2,-0.2,-0.026,,-4.4,-2,-6.3,-0.3
2002-2003,Chris Wilcox\wilcoch01,PF,20,LAC,46,479,12.5,0.528,0,0.357,7.6,16.9,12.3,7.8,0.8,1.8,13.8,17.7,,0.3,0.3,0.6,0.062,,-2.6,-1.4,-4,-0.2
2002-2003,Mike Wilks\wilksmi01,PG-SG,23,TOT,46,688,9.3,0.436,0.236,0.318,3.4,8.1,5.9,19.4,2.1,0.4,14.2,13,,0.3,0.4,0.7,0.049,,-2.1,-1,-3.1,-0.2
2002-2003,Mike Wilks\wilksmi01,SG,23,ATL,15,364,9.4,0.453,0.21,0.358,2.9,9.6,6.4,18.1,2.3,0.2,14.6,13.8,,0.1,0.2,0.3,0.042,,-2,-0.8,-2.9,-0.1
2002-2003,Mike Wilks\wilksmi01,PG,23,MIN,31,324,9.1,0.414,0.269,0.269,4,6.5,5.2,21,1.8,0.7,13.8,12.2,,0.2,0.2,0.4,0.056,,-2.2,-1.2,-3.4,-0.1
2002-2003,Aaron Williams\williaa01,C,31,NJN,81,1597,11.9,0.504,0.002,0.296,9.8,13.9,11.8,9,0.9,2.7,14.6,16.4,,1.2,2.4,3.7,0.11,,-2.3,1.3,-1,0.4
2002-2003,Alvin Williams\willial02,PG,28,TOR,78,2638,16.7,0.508,0.161,0.264,2.3,8.6,5.3,27.7,2.2,0.6,11.2,19.7,,4.4,1.2,5.5,0.101,,1.5,-1.4,0.1,1.4
2002-2003,Brandon Williams\willibr01,SF,27,ATL,6,19,-10.4,0.143,0.143,0,12.5,0,6,0,5.6,0,30,24.1,,-0.2,0,-0.2,-0.392,,-14.9,-2.1,-17,-0.1
2002-2003,Eric Williams\willier01,SF,30,BOS,82,2350,13.1,0.538,0.191,0.466,6.7,11.8,9.2,10.4,1.9,0.6,12.3,15.6,,3.4,2.6,6,0.123,,-0.9,0.6,-0.3,1
2002-2003,Frank Williams\willifr02,PG,22,NYK,21,167,6.4,0.393,0.485,0.182,2.1,10.8,6.3,29.4,2.2,0.9,32.3,14.6,,-0.2,0.1,-0.1,-0.035,,-5,-0.9,-5.9,-0.2
2002-2003,Jason Williams\willija02,PG,27,MEM,76,2407,17.1,0.501,0.47,0.153,1.2,8.6,5,41.8,2,0.3,15.5,20.3,,4,0.7,4.7,0.094,,3.1,-3,0.1,1.3
2002-2003,Jay Williams\willija03,PG,21,CHI,75,1961,12.2,0.472,0.295,0.235,1.5,9.3,5.5,29.2,2.3,0.6,18.4,21,,-0.5,1.3,0.8,0.02,,-0.8,-1.4,-2.2,-0.1
2002-2003,Jerome Williams\willije01,PF,29,TOR,71,2346,15.6,0.525,0.011,0.525,10.8,21.2,15.8,6.7,2.6,0.8,13,14.7,,2.9,2.5,5.4,0.11,,-0.4,1.3,0.8,1.7
2002-2003,Monty Williams\willimo01,SF,31,PHI,21,276,12.5,0.489,0.025,0.4,5,14.3,9.6,15,2.3,1.4,15.3,18.1,,0.1,0.3,0.5,0.08,,-2.4,0.5,-2,0
2002-2003,Scott Williams\willisc01,C,34,PHO,69,872,9.7,0.44,0.007,0.144,9.2,15.8,12.5,4.1,1.6,1.8,9.3,17.6,,0.1,1.1,1.1,0.063,,-4,-0.4,-4.4,-0.5
2002-2003,Shammond Williams\willish01,PG,27,TOT,78,1881,12.4,0.503,0.451,0.176,1.4,9.3,5.2,25.4,2.2,0.3,15.4,17.9,,1.1,2,3.1,0.078,,-0.8,-1.3,-2.1,0
2002-2003,Shammond Williams\willish01,PG,27,BOS,51,1169,12.3,0.512,0.47,0.169,1.1,9.8,5.3,19.3,2.8,0.2,14.4,16.9,,0.7,1.4,2.1,0.086,,-1.2,-0.4,-1.6,0.1
2002-2003,Shammond Williams\willish01,PG,27,DEN,27,712,12.5,0.489,0.423,0.187,1.9,8.4,5,35.3,1.2,0.3,16.9,19.6,,0.4,0.5,1,0.064,,0,-2.9,-2.9,-0.2
2002-2003,Walt Williams\williwa02,SF,32,DAL,66,1161,11.7,0.5,0.501,0.147,5,14.6,9.8,7.4,1.9,1.7,8.8,15.6,,1,1.5,2.5,0.103,,0,0.5,0.6,0.8
2002-2003,Corliss Williamson\willico02,SF,29,DET,82,2061,15.7,0.515,0.013,0.363,8.3,12.3,10.3,10.2,1.2,1,11.6,25.3,,2.4,2.5,4.9,0.115,,-0.9,-0.7,-1.6,0.2
2002-2003,Kevin Willis\willike02,C,40,SAS,71,840,12.5,0.506,0.008,0.323,12,18.8,15.6,4.9,1.3,1.7,17,19.5,,0.2,1.3,1.6,0.091,,-3.3,-0.4,-3.7,-0.4
2002-2003,Ruben Wolkowyski\wolkoru01,PF,29,BOS,7,24,1.2,0.434,0.25,1,0,4.8,2.4,7,0,0,14.8,13.1,,0,0,0,-0.051,,-7.5,-3.5,-11,-0.1
2002-2003,Loren Woods\woodslo01,C,24,MIN,38,353,9.9,0.455,0.039,0.355,8.9,21.3,15.2,7.5,1.5,2.6,20.7,14.2,,-0.1,0.5,0.4,0.048,,-4.4,1.3,-3.2,-0.1
2002-2003,Qyntel Woods\woodsqy01,PF,21,POR,53,334,11.2,0.505,0.076,0.169,5.4,13.7,9.6,6.2,2.4,0.2,15.4,20.7,,-0.1,0.4,0.2,0.034,,-3.6,-1.4,-5,-0.3
2002-2003,Metta World Peace\artesro01,SF,23,IND,69,2317,17.6,0.529,0.249,0.439,5,12.4,8.8,14.9,3.6,1.6,12.6,22.5,,3.2,4.1,7.2,0.15,,2,2.3,4.3,3.7
2002-2003,Lorenzen Wright\wrighlo02,C,27,MEM,70,1982,14.4,0.489,0.007,0.311,9.8,20,15,6.7,1.3,1.9,11.9,21,,1,1.5,2.5,0.061,,-1.9,-0.5,-2.4,-0.2
2002-2003,Vincent Yarbrough\yarbrvi01,SG,21,DEN,59,1381,9.5,0.446,0.182,0.145,2.9,11.2,6.8,16.8,2.2,1.9,15.1,17.3,,-0.7,1.7,1,0.035,,-3.4,1,-2.4,-0.1
2002-2003,Wang Zhizhi\zhizhwa01,C,25,LAC,41,412,11.6,0.485,0.29,0.358,7.2,13.9,10.6,4.3,1,1.7,14.2,24,,-0.1,0.2,0.1,0.014,,-3.1,-3.6,-6.8,-0.5
2001-2002,Tariq Abdul-Wahad\abdulta01,SG,27,TOT,24,441,9.8,0.418,0.014,0.224,10.1,11.6,10.8,8.8,2.4,1.7,14.3,19.1,,-0.3,0.3,0,-0.003,,-3.5,0.3,-3.2,-0.1
2001-2002,Tariq Abdul-Wahad\abdulta01,SG,27,DEN,20,417,10.3,0.424,0.014,0.221,10.2,11.2,10.7,8.7,2.3,1.6,13.1,19.7,,-0.2,0.3,0,0.005,,-3.2,0,-3.2,-0.1
2001-2002,Tariq Abdul-Wahad\abdulta01,SG,27,DAL,4,24,0.3,0,0,0.5,9.4,18.2,13.9,10.4,4.3,3,55.1,10.2,,-0.1,0,-0.1,-0.128,,-9.1,6.1,-3,0
2001-2002,Shareef Abdur-Rahim\abdursh01,PF,25,ATL,77,2980,19.8,0.536,0.054,0.403,7.6,19.2,13.3,15.1,1.7,2,14.1,27,,4.1,3.1,7.2,0.116,,1.2,0.8,2,3
2001-2002,Courtney Alexander\alexaco02,SG,24,WAS,56,1325,13.6,0.521,0.038,0.255,3.7,9.3,6.5,11.3,1.4,0.4,10.2,20.4,,1.6,0.6,2.2,0.08,,-0.5,-1.6,-2.1,0
2001-2002,Victor Alexander\alexavi01,C,32,DET,15,97,9.2,0.367,0.039,0.157,8.6,26.6,17.6,11.5,0,0.7,8.4,28.9,,-0.3,0.1,-0.1,-0.073,,-7.9,-3.5,-11.4,-0.2
2001-2002,Malik Allen\allenma01,PF,23,MIA,12,161,15,0.469,0.02,0.196,11,16.6,13.8,5.5,1,3.8,3.5,17,,0.2,0.3,0.5,0.141,,-2.3,0.9,-1.4,0
2001-2002,Ray Allen\allenra02,SG,26,MIL,69,2525,21.6,0.598,0.46,0.213,3.9,10.1,7.1,19.4,1.9,0.5,11.2,26.2,,7.6,1.3,8.9,0.169,,6.4,-2.2,4.3,4
2001-2002,Rafer Alston\alstora01,PG,25,MIL,50,600,13.9,0.434,0.372,0.152,2,11.4,6.9,36.4,2.8,0.2,16.4,19,,0.3,0.5,0.7,0.059,,-1.1,-2.1,-3.3,-0.2
2001-2002,John Amaechi\amaecjo01,PF,31,UTA,54,586,5.4,0.412,0,0.633,10.6,11.8,11.2,7.8,0.6,1.4,20.6,20.6,,-1,0.3,-0.7,-0.056,,-6.2,-2.1,-8.3,-0.9
2001-2002,Chris Andersen\anderch01,C,23,DEN,24,262,13.8,0.417,0.054,0.378,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17,,0,0.3,0.3,0.058,,-4.1,2.2,-1.9,0
2001-2002,Derek Anderson\anderde01,SG,27,POR,70,1860,15.5,0.538,0.373,0.34,2.9,9.1,6,18.6,2,0.3,11,19.4,,3.8,1.5,5.3,0.137,,2,-1.1,0.9,1.3
2001-2002,Kenny Anderson\anderke01,PG,31,BOS,76,2430,13.6,0.472,0.046,0.184,2.5,10.1,6.2,28.1,3,0.3,13.3,16.7,,1.7,3.5,5.2,0.103,,-1.5,1.1,-0.3,1
2001-2002,Nick Anderson\anderni01,SG,34,MEM,15,219,4.9,0.375,0.632,0.118,0.5,16.3,8.4,10.2,1.4,1.9,14.9,19.5,,-0.6,0.2,-0.4,-0.08,,-5.7,-1.1,-6.9,-0.3
2001-2002,Shandon Anderson\andersh01,SG,28,NYK,82,1596,8,0.489,0.378,0.287,4.1,13.9,9,7.7,1.6,0.7,18.8,15.1,,-0.9,1.3,0.4,0.013,,-3.2,0.4,-2.9,-0.3
2001-2002,Greg Anthony\anthogr01,PG,34,TOT,60,1514,12.6,0.46,0.343,0.192,1.7,8.5,5.1,30.8,2.7,0.2,15.4,18.6,,0.2,0.9,1.1,0.036,,-0.7,-2,-2.7,-0.3
2001-2002,Greg Anthony\anthogr01,PG,34,CHI,36,961,14.2,0.475,0.314,0.244,1.9,9,5.3,35.7,2.7,0.3,15.4,18,,0.6,0.6,1.2,0.059,,0.2,-2,-1.8,0
2001-2002,Greg Anthony\anthogr01,PG,34,MIL,24,553,10,0.436,0.388,0.112,1.3,7.6,4.6,22.4,2.7,0.1,15.4,19.7,,-0.4,0.3,0,-0.004,,-2.1,-2.1,-4.3,-0.3
2001-2002,Gilbert Arenas\arenagi01,PG,20,GSW,47,1155,17,0.562,0.294,0.417,3.7,8.7,6.1,24.8,3,0.6,17.6,20.1,,2.1,0.7,2.7,0.114,,2.3,-1.1,1.2,0.9
2001-2002,Brandon Armstrong\armstbr01,SG,21,NJN,35,196,3.8,0.358,0.2,0.118,5.7,3.5,4.6,6.5,1.9,0.4,8.2,22.3,,-0.4,0.2,-0.2,-0.054,,-5.9,-2.8,-8.7,-0.3
2001-2002,Darrell Armstrong\armstda01,PG,33,ORL,82,2730,16.7,0.553,0.481,0.248,3.4,9.7,6.5,25.5,3,0.3,16,17.9,,5,2.6,7.6,0.134,,3,0,3,3.4
2001-2002,Carlos Arroyo\arroyca01,PG,22,TOT,37,371,12.4,0.467,0.018,0.162,3.5,9,6.2,31.2,1.6,0.2,16.2,17.2,,0.2,0.1,0.4,0.047,,-2.3,-2.4,-4.8,-0.3
2001-2002,Carlos Arroyo\arroyca01,PG,22,TOR,17,96,11.9,0.474,0,0.207,3.5,11.1,7.2,36.3,3.4,0,27.5,20.7,,-0.1,0.1,0,0.018,,-4,-0.8,-4.7,-0.1
2001-2002,Carlos Arroyo\arroyca01,PG,22,DEN,20,275,12.6,0.464,0.024,0.146,3.6,8.3,5.8,29.5,1,0.3,11.2,16,,0.3,0,0.3,0.057,,-1.8,-3,-4.8,-0.2
2001-2002,Chucky Atkins\atkinch01,PG,27,DET,79,2285,14.5,0.568,0.425,0.152,1.6,6.5,4.1,20.5,1.7,0.3,13.2,20,,3.3,1.8,5.1,0.107,,2,-2,-0.1,1.1
2001-2002,Stacey Augmon\augmost01,SG,33,CHH,77,1319,11.5,0.479,0.009,0.308,5.1,14.3,9.7,12.5,2.3,0.7,12.7,14.8,,0.7,1.6,2.3,0.084,,-2.4,1,-1.3,0.2
2001-2002,Isaac Austin\austiis01,C,32,MEM,21,307,7.8,0.405,0.033,0.043,4,21.8,12.9,7,1.5,1.1,10.5,15.5,,-0.3,0.3,0,0.003,,-6.4,-0.1,-6.5,-0.4
2001-2002,William Avery\averywi01,PG,22,MIN,28,258,5.4,0.361,0.389,0.211,1.8,8.8,5.4,19.9,1.4,0,16.2,20.6,,-0.5,0.1,-0.4,-0.067,,-4.7,-2.9,-7.6,-0.4
2001-2002,Dalibor Bagaric\bagarda01,C,21,CHI,50,638,8.6,0.443,0.006,0.393,9.8,20.1,14.8,6,1.4,2.8,18.1,18.4,,-0.7,0.6,-0.1,-0.011,,-5.8,-0.3,-6.1,-0.7
2001-2002,Vin Baker\bakervi01,C,30,SEA,55,1710,14.1,0.517,0.012,0.348,11.8,12.3,12.1,7,0.7,1.6,14.5,23.8,,1.3,0.9,2.2,0.061,,-1.2,-1.7,-2.8,-0.4
2001-2002,Erick Barkley\barkler01,PG,23,POR,19,228,9.8,0.401,0.103,0.147,2.5,6.8,4.6,22.9,4,0.3,14.2,16.9,,-0.1,0.3,0.2,0.044,,-3.3,0,-3.3,-0.1
2001-2002,Dana Barros\barroda01,PG,34,DET,29,582,10.5,0.473,0.37,0.141,0.2,11.3,5.8,22.5,1.3,0.2,13.9,19.2,,0,0.5,0.5,0.04,,-2,-2,-4,-0.3
2001-2002,Brent Barry\barrybr01,SG,30,SEA,81,3040,19.3,0.652,0.49,0.296,2.3,14.6,8.6,21.3,2.6,0.9,15.6,16.2,,8.8,3.3,12.1,0.191,,4.7,1.1,5.8,6
2001-2002,Jon Barry\barryjo01,SG,32,DET,82,1985,17.7,0.645,0.494,0.222,2.5,11.3,6.9,23.2,2.5,0.7,16.2,16.2,,5,2.5,7.5,0.18,,3.2,0,3.2,2.6
2001-2002,Mengke Bateer\bateeme01,C,26,DEN,27,408,8,0.469,0.091,0.28,8.5,18.8,13.4,8.9,1.3,0.9,17.8,19.8,,-0.2,0.3,0.1,0.007,,-4.1,-1.1,-5.2,-0.3
2001-2002,Tony Battie\battito01,C,25,BOS,74,1819,14.5,0.57,0.005,0.333,10.8,18.4,14.5,3.2,1.7,2.9,10.2,12.5,,3.2,3,6.2,0.164,,-1.8,1.9,0.1,1
2001-2002,Shane Battier\battish01,SF,23,MEM,78,3097,13.9,0.518,0.287,0.294,6.5,8.6,7.5,11.9,2.1,1.8,12.5,18.2,,2.7,2.1,4.8,0.074,,0.9,0.9,1.9,3
2001-2002,Charlie Bell\bellch01,SG,22,TOT,7,44,-1.8,0.337,0.545,0.182,5.1,7.7,6.4,6.4,0,0,29.6,17.2,,-0.2,0,-0.2,-0.172,,-8.6,-3.1,-11.7,-0.1
2001-2002,Charlie Bell\bellch01,SG,22,PHO,5,42,-2.2,0.337,0.545,0.182,5.3,5.5,5.4,6.7,0,0,29.6,18,,-0.2,0,-0.2,-0.185,,-8.4,-3.2,-11.6,-0.1
2001-2002,Charlie Bell\bellch01,SG,22,DAL,2,2,7.6,,,,0,54.7,27.8,0,0,0,,0,,0,0,0,0.085,,-10.9,-2.5,-13.4,0
2001-2002,Raja Bell\bellra01,SG,25,PHI,74,890,8.6,0.486,0.183,0.2,4,10.1,7.1,13.4,1.3,0.3,15.5,15.9,,0.1,1,1.1,0.059,,-2.9,-0.8,-3.7,-0.4
2001-2002,Jonathan Bender\bendejo01,SF,21,IND,78,1647,10.6,0.538,0.272,0.393,4.5,12,8.4,6.1,0.6,2.1,15.1,17.5,,0.8,1.3,2,0.059,,-2,-0.7,-2.7,-0.3
2001-2002,Travis Best\besttr01,PG,29,TOT,74,1747,14.3,0.511,0.114,0.224,1.3,8.7,5,31.3,2.7,0.3,14.8,17.5,,1.9,1.4,3.4,0.093,,-0.3,-1.4,-1.7,0.1
2001-2002,Travis Best\besttr01,PG,29,IND,44,954,13.7,0.516,0.129,0.246,1.2,6.9,4.1,29.8,3.1,0.4,16.8,16.7,,1,1,2,0.099,,-0.7,-0.8,-1.5,0.1
2001-2002,Travis Best\besttr01,PG,29,CHI,30,793,14.9,0.505,0.098,0.201,1.4,10.7,6,33.1,2.1,0.1,12.6,18.4,,1,0.4,1.4,0.085,,0,-2,-1.9,0
2001-2002,Mike Bibby\bibbymi01,PG,23,SAC,80,2659,14.9,0.513,0.14,0.196,1.5,7.3,4.5,23,1.6,0.4,11.1,19.7,,3.7,2.6,6.3,0.113,,0.4,-0.8,-0.4,1.1
2001-2002,Chauncey Billups\billuch01,PG,25,MIN,82,2355,17.6,0.555,0.383,0.284,1.7,9.2,5.5,29.2,1.5,0.5,13,20.4,,6.1,1.5,7.6,0.156,,3.5,-2,1.5,2.1
2001-2002,Mookie Blaylock\blaylmo01,PG,34,GSW,35,599,9.2,0.398,0.288,0.055,1.4,8.1,4.7,28.2,2,0.5,19.8,13.1,,-0.2,0.1,-0.1,-0.004,,-3.3,-2.4,-5.7,-0.6
2001-2002,Corie Blount\blounco01,PF,33,PHI,72,1426,10.2,0.478,0.004,0.179,12,17.2,14.6,4.9,1.9,1.4,16.1,10.4,,0.7,2.4,3.1,0.104,,-2.5,2,-0.5,0.6
2001-2002,Mark Blount\blounma01,C,26,BOS,44,415,9.3,0.509,0,0.487,6.7,16,11.2,3.8,2,3.6,20,12.7,,0,0.7,0.7,0.081,,-5.7,2.3,-3.4,-0.2
2001-2002,Calvin Booth\boothca01,C,25,SEA,15,279,11.9,0.502,0,0.293,8.6,14.1,11.4,8.6,1.2,3.5,14.7,18.1,,0.2,0.3,0.5,0.082,,-2.7,0.5,-2.2,0
2001-2002,Ruben Boumtje-Boumtje\boumtru01,C,23,POR,33,245,6.5,0.453,0,0.781,10,16.5,13.2,2.3,0.7,5,24.6,10.6,,-0.1,0.3,0.2,0.03,,-5.8,1.4,-4.3,-0.1
2001-2002,Cal Bowdler\bowdlca01,PF,24,ATL,52,585,9.4,0.416,0.029,0.27,7.4,14.1,10.7,3,1.6,1.9,5.3,15.9,,0,0.5,0.5,0.039,,-4.6,-1.1,-5.8,-0.6
2001-2002,Bruce Bowen\bowenbr01,SF,30,SAS,59,1699,8.2,0.468,0.372,0.241,2.9,7.9,5.5,8.1,1.9,1,13,13.9,,-0.3,2.2,1.9,0.054,,-1.5,1.5,-0.1,0.8
2001-2002,Ryan Bowen\bowenry01,SF,26,DEN,75,1686,11.4,0.524,0.039,0.3,8.6,11.7,10.1,4.8,2.4,1.8,10.6,10.3,,1.9,1.2,3.1,0.088,,-1.3,1.6,0.3,1
2001-2002,Ira Bowman\bowmair01,SG,28,PHI,3,29,16.4,0.714,0.143,0,0,3.9,2,6.4,3.7,0,0,11.1,,0.1,0,0.1,0.21,,1.3,-0.1,1.2,0
2001-2002,Earl Boykins\boykiea01,PG,25,LAC,68,761,13.9,0.464,0.153,0.222,4.1,4,4,31.5,1.4,0.2,12.7,20.5,,0.9,0.2,1,0.065,,-0.4,-4,-4.4,-0.5
2001-2002,Michael Bradley\bradlmi01,PF,22,TOR,26,118,9.9,0.526,0.08,0.32,6.6,17.1,11.7,4,0,3.8,17.4,13.4,,0,0.1,0.1,0.053,,-5.1,-0.4,-5.5,-0.1
2001-2002,Shawn Bradley\bradlsh01,C,29,DAL,53,757,14.6,0.562,0.006,0.393,7.9,17.8,12.9,3.8,1.9,6,11.6,12.9,,1.3,1,2.3,0.144,,-1.5,2.9,1.3,0.6
2001-2002,Elton Brand\brandel01,PF,22,LAC,80,3020,23.6,0.586,0,0.519,15,19.6,17.3,11,1.4,3.7,12.2,21.1,,9.9,3.7,13.6,0.216,,4.1,2.1,6.2,6.2
2001-2002,Terrell Brandon\brandte01,PG,31,MIN,32,962,21.2,0.494,0.063,0.23,2.1,9,5.6,42.8,2.9,0.5,9.7,20.9,,2.8,0.9,3.7,0.186,,3.2,-1,2.1,1
2001-2002,Jamison Brewer\breweja01,SG,21,IND,13,43,10,0.4,0.2,0,5.4,15.4,10.5,30.3,2.4,0,37.5,8.4,,0,0.1,0,0.052,,-3.9,0.5,-3.4,0
2001-2002,Primoz Brezec\brezepr01,C,22,IND,22,160,9.8,0.538,0,0.862,11.6,8.3,9.9,5.8,0,3.1,13,13,,0.2,0.1,0.3,0.096,,-1.9,-0.6,-2.5,0
2001-2002,Chucky Brown\brownch01,SF,33,SAC,18,92,10.1,0.377,0,0.074,11.8,26.2,19.2,9.1,1.1,2.9,15.2,15.6,,-0.1,0.2,0.1,0.052,,-5.5,1.7,-3.8,0
2001-2002,Damone Brown\brownda02,SF,22,PHI,17,67,1.6,0.469,0.048,0.381,3.4,3.4,3.4,5,0.8,1.1,26.8,22.9,,-0.2,0.1,-0.1,-0.096,,-8.8,-2.7,-11.6,-0.2
2001-2002,Dee Brown\brownde01,PG,33,ORL,7,65,-3.2,0.175,0.6,0,0,15.6,7.7,4.2,2.4,1.1,16.7,16.5,,-0.4,0.1,-0.3,-0.214,,-10.8,-0.6,-11.4,-0.2
2001-2002,Ernest Brown\browner01,C,22,MIA,3,21,-9.7,0.193,0,0.667,5.6,27.6,16.7,0,0,3.7,27.9,24.5,,-0.2,0,-0.2,-0.349,,-21,-3.7,-24.7,-0.1
2001-2002,Kedrick Brown\brownke01,SF,20,BOS,29,245,11.9,0.4,0.386,0.286,4.8,17.9,11.2,9.8,3.8,2.2,8.2,16,,-0.1,0.5,0.4,0.075,,-3.8,2.6,-1.2,0.1
2001-2002,Kwame Brown\brownkw01,PF,19,WAS,57,817,11.2,0.45,0.004,0.407,8.9,19.4,14.1,8.4,1.1,2.4,13,18.6,,0,0.8,0.8,0.048,,-3.5,0,-3.5,-0.3
2001-2002,P.J. Brown\brownpj01,C,32,CHH,80,2563,15.1,0.545,0,0.374,12.2,22.8,17.5,6.6,1.2,2.2,12.2,12.4,,4.6,3.6,8.2,0.154,,-0.2,2.1,1.8,2.5
2001-2002,Randy Brown\brownra02,PG,33,BOS,1,6,8.6,0,0,0,0,0,0,46.4,0,13,0,7.6,,0,0,0,0.025,,-12.5,-4.3,-16.8,0
2001-2002,Tierre Brown\brownti01,SG,22,HOU,40,403,12.4,0.483,0.104,0.243,3.4,8.6,6,29.5,2.6,0.5,23.9,19.3,,-0.1,0.2,0.1,0.006,,-3.1,-1.7,-4.8,-0.3
2001-2002,Rick Brunson\brunsri01,PG,29,POR,59,520,12.2,0.477,0.097,0.363,5.1,10.3,7.7,32.7,2.6,0.3,26.4,15.6,,0.2,0.5,0.7,0.066,,-2.5,-0.7,-3.2,-0.2
2001-2002,Kobe Bryant\bryanko01,SG,23,LAL,80,3063,23.2,0.544,0.083,0.369,4.1,11.7,7.9,25.9,2,0.8,10.7,30.4,,8.9,3.8,12.7,0.199,,4.4,0.1,4.4,5
2001-2002,Mark Bryant\bryanma01,PF,36,SAS,30,206,11.5,0.478,0,0.145,14.4,10.3,12.3,7.9,1.8,0.7,9.3,14.6,,0.3,0.3,0.6,0.133,,-0.5,0.5,-0.1,0.1
2001-2002,Greg Buckner\buckngr01,SG,25,DAL,44,885,13.3,0.566,0.081,0.293,8.6,13.1,10.9,7.9,1.8,1.5,10.8,12.8,,1.7,0.6,2.3,0.126,,0.7,0.8,1.6,0.8
2001-2002,Jud Buechler\buechju01,SF,33,TOT,66,684,7.8,0.463,0.508,0.034,4.7,14.3,9.5,6.5,1.6,0.8,11.1,8.8,,0.2,0.6,0.8,0.059,,-2.6,0.1,-2.5,-0.1
2001-2002,Jud Buechler\buechju01,SF,33,PHO,6,54,5.1,0.5,1,0,4.1,12.7,8.4,7.5,1,0,14.3,5.8,,0,0,0.1,0.064,,-2.4,-0.3,-2.7,0
