"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","playerid"
"Will Venable","Padres","95","324","12","38","38","6","7.7 %","27.5 %",".184",".328",".256",".323",".440",".332","108","1.3","4.6","3.3","1.8","26","211"
"James Loney","Dodgers","158","652","13","73","90","7","10.7 %","10.4 %",".118",".299",".281",".357",".399",".332","103","-0.9","1.3","-10.3","1.2","25","4556"
"Jay Bruce","Reds","101","387","22","47","58","3","9.8 %","19.4 %",".246",".221",".223",".303",".470",".332","98","1.5","0.5","5.0","1.8","22","9892"
"Akinori Iwamura","Rays","69","260","1","28","22","9","9.2 %","16.9 %",".100",".349",".290",".355",".390",".332","103","2.9","3.7","-3.2","0.9","30","7781"
"Felix Pie","Orioles","101","281","9","38","29","1","8.5 %","20.6 %",".171",".309",".266",".326",".437",".331","95","-0.8","-2.5","3.1","1.0","24","3751"
"Matt Wieters","Orioles","96","385","9","35","43","0","7.3 %","22.3 %",".124",".356",".288",".340",".412",".331","95","-4.9","-7.3","6.4","1.2","23","4298"
"Michael Bourn","Astros","157","678","3","97","35","61","9.3 %","20.6 %",".099",".366",".285",".354",".384",".330","100","13.7","13.4","12.4","4.8","26","6387"
"Kelly Shoppach","Indians","89","327","12","33","40","0","10.1 %","30.0 %",".185",".280",".214",".335",".399",".330","98","-0.5","-1.4","-0.5","0.9","29","3867"
"Travis Snider","Blue Jays","77","276","9","34","29","1","10.5 %","28.3 %",".178",".316",".241",".328",".419",".329","96","-0.6","-2.0","-9.0","-0.2","21","2830"
"Melky Cabrera","Yankees","154","540","13","66","68","10","8.0 %","10.9 %",".142",".288",".274",".336",".416",".329","94","-0.3","-4.6","0.9","1.5","24","4022"
"Jeremy Hermida","Marlins","129","491","13","48","47","5","11.4 %","20.6 %",".133",".309",".259",".348",".392",".329","96","-2.8","-5.1","-10.4","0.0","25","7208"
"Scott Hairston","- - -","116","464","17","50","64","11","5.4 %","17.9 %",".191",".290",".265",".307",".456",".329","103","0.5","1.9","-0.1","1.7","29","1926"
"Mark DeRosa","- - -","139","576","23","78","78","3","8.2 %","21.0 %",".183",".282",".250",".319",".433",".328","98","1.3","0.2","-1.8","1.8","34","1392"
"Fred Lewis","Giants","122","336","4","49","20","8","10.7 %","25.0 %",".132",".348",".258",".348",".390",".328","99","3.7","3.2","-1.5","1.2","28","4693"
"Jason Giambi","- - -","102","359","13","43","51","0","15.9 %","22.3 %",".181",".228",".201",".343",".382",".328","98","0.0","-1.2","-11.6","-0.1","38","818"
"Willy Aybar","Rays","105","336","12","38","41","1","10.1 %","16.1 %",".162",".270",".253",".331",".416",".328","100","0.8","0.6","-9.5","0.3","26","2192"
"A.J. Pierzynski","White Sox","138","535","13","57","49","1","4.5 %","9.7 %",".125",".312",".300",".331",".425",".327","92","-3.3","-8.9","8.6","1.8","32","746"
"Jose Lopez","Mariners","153","653","25","69","96","3","3.7 %","10.6 %",".191",".270",".272",".303",".463",".327","99","-7.0","-8.1","3.1","1.7","25","3114"
"Chase Headley","Padres","156","612","12","62","64","10","10.1 %","21.7 %",".131",".325",".262",".342",".392",".326","104","-1.6","1.7","-11.1","1.0","25","4720"
"Brendan Ryan","Cardinals","129","429","3","55","37","14","5.6 %","13.1 %",".108",".332",".292",".340",".400",".325","98","1.4","0.2","12.8","2.7","27","6073"
"Brett Gardner","Yankees","108","284","3","48","23","26","9.2 %","14.1 %",".109",".311",".270",".345",".379",".325","91","5.9","2.6","10.3","2.3","25","9927"
"Ken Griffey Jr.","Mariners","117","454","19","44","57","0","13.9 %","17.6 %",".196",".220",".214",".324",".411",".324","97","-1.4","-3.2","-11.9","0.0","39","327"
"Andy LaRoche","Pirates","150","590","12","64","64","3","8.5 %","14.2 %",".143",".286",".258",".330",".401",".324","96","-2.0","-5.2","8.3","2.2","25","6444"
"Laynce Nix","Reds","116","337","15","42","46","0","6.5 %","24.0 %",".236",".272",".239",".291",".476",".324","92","1.9","-1.3","2.7","1.2","28","1766"
"Elijah Dukes","Nationals","107","416","8","38","58","3","11.1 %","17.8 %",".143",".291",".250",".337",".393",".323","94","-2.1","-5.3","-10.5","-0.2","25","4946"
"Aaron Rowand","Giants","144","546","15","61","64","4","5.5 %","22.9 %",".158",".318",".261",".319",".419",".323","95","0.2","-2.9","9.5","2.4","31","254"
"Edwin Encarnacion","- - -","85","338","13","35","39","2","10.9 %","19.8 %",".184",".245",".225",".320",".410",".322","91","-0.2","-3.8","-6.4","0.1","26","2151"
"Freddy Sanchez","- - -","111","489","7","56","41","5","4.5 %","15.5 %",".123",".336",".293",".326",".416",".321","94","-0.3","-3.9","4.6","1.6","31","1624"
"Mark Teahen","Royals","144","571","12","69","50","8","6.5 %","21.5 %",".137",".332",".271",".325",".408",".321","90","-2.5","-9.3","-15.4","-0.5","27","4511"
"Stephen Drew","Diamondbacks","135","595","12","71","65","5","8.2 %","14.6 %",".167",".288",".261",".320",".428",".321","87","3.0","-6.3","8.3","2.1","26","4251"
"Josh Hamilton","Rangers","89","365","10","43","54","8","6.6 %","21.6 %",".158",".319",".268",".315",".426",".321","85","1.8","-4.8","5.1","1.3","28","1875"
"Placido Polanco","Tigers","153","676","10","82","72","7","5.3 %","6.8 %",".112",".293",".285",".331",".396",".321","89","0.3","-9.0","14.0","2.8","33","1176"
"Kurt Suzuki","Athletics","147","614","15","74","88","8","4.6 %","9.6 %",".147",".280",".274",".313",".421",".320","94","3.6","-1.3","11.3","3.1","25","8259"
"Daniel Murphy","Mets","155","556","12","60","63","4","6.8 %","12.4 %",".161",".284",".266",".313",".427",".319","94","0.3","-3.7","-5.7","0.8","24","4316"
"Coco Crisp","Royals","49","215","3","30","14","13","13.5 %","10.7 %",".150",".245",".228",".336",".378",".319","89","2.8","-0.1","5.5","1.3","29","1572"
"Ryan Theriot","Cubs","154","677","7","81","54","21","7.5 %","13.7 %",".085",".323",".284",".343",".369",".319","87","1.3","-9.6","10.3","2.2","29","3811"
"Brandon Inge","Tigers","161","637","27","71","84","2","8.5 %","26.7 %",".176",".277",".230",".314",".406",".319","88","-1.1","-10.8","8.7","2.0","32","470"
"Alexei Ramirez","White Sox","148","606","15","71","68","14","8.1 %","10.9 %",".113",".288",".277",".333",".389",".319","86","-0.1","-10.6","10.2","2.0","27","5133"
"Yorvit Torrealba","Rockies","64","242","2","27","31","1","8.7 %","17.4 %",".089",".347",".291",".351",".380",".318","81","-0.6","-6.4","4.3","0.6","30","1135"
"Gerardo Parra","Diamondbacks","120","491","5","59","60","5","5.1 %","18.1 %",".114",".346",".290",".324",".404",".318","85","-4.5","-13.4","-4.1","-0.2","22","8553"
"Jamey Carroll","Indians","93","358","2","53","26","4","10.1 %","17.6 %",".063",".339",".276",".355",".340",".318","90","-0.4","-4.9","5.1","1.2","35","1591"
"Delmon Young","Twins","108","416","12","50","60","2","2.9 %","22.1 %",".142",".338",".284",".308",".425",".317","90","-3.2","-8.4","-19.2","-1.3","23","2140"
"Casey Kotchman","- - -","126","431","7","37","48","1","9.0 %","9.7 %",".114",".283",".268",".339",".382",".317","90","-2.4","-8.0","1.5","0.8","26","1930"
"Rafael Furcal","Dodgers","150","680","9","92","47","12","9.0 %","13.1 %",".106",".302",".269",".335",".375",".317","93","2.5","-3.7","12.2","3.0","31","88"
"Clete Thomas","Tigers","102","310","7","46","39","3","10.6 %","24.8 %",".145",".309",".240",".324",".385",".317","86","3.5","-1.8","3.3","1.2","25","3373"
"Ross Gload","Marlins","125","259","6","33","30","0","8.9 %","11.6 %",".139",".274",".261",".329",".400",".316","88","0.8","-3.0","0.0","0.5","33","1538"
"Ryan Church","- - -","111","399","4","46","40","6","8.3 %","14.5 %",".111",".314",".273",".338",".384",".316","92","0.4","-3.7","1.2","1.0","30","2106"
"Clint Barmes","Rockies","154","604","23","69","76","12","5.1 %","20.0 %",".195",".271",".245",".294",".440",".316","79","1.7","-13.9","11.1","1.7","30","1830"
"Travis Ishikawa","Giants","120","363","9","49","39","2","8.3 %","24.5 %",".126",".330",".261",".329",".387",".316","90","0.9","-3.3","3.6","1.2","25","4793"
"Delwyn Young","Pirates","124","388","7","40","43","2","7.5 %","23.2 %",".116",".337",".266",".326",".381",".315","90","-3.7","-8.6","-4.9","-0.1","27","4563"
"Micah Hoffpauir","Cubs","105","257","10","28","35","1","7.8 %","17.9 %",".188",".256",".239",".300",".427",".315","84","2.0","-3.0","-5.3","0.0","29","4342"
"Jeff Francoeur","- - -","157","632","15","72","76","6","3.6 %","14.6 %",".143",".305",".280",".309",".423",".315","90","-2.1","-9.7","-9.6","0.1","25","4792"
"Jayson Nix","White Sox","94","290","12","36","32","10","9.7 %","22.1 %",".184",".249",".224",".308",".408",".315","83","0.7","-5.3","3.5","0.8","26","3790"
"Nick Hundley","Padres","78","289","8","23","30","5","9.7 %","26.3 %",".168",".303",".238",".313",".406",".315","96","0.9","-0.4","0.8","1.0","25","3376"
"Ty Wigginton","Orioles","122","436","11","44","41","1","5.3 %","13.1 %",".127",".294",".273",".314",".400",".314","84","-6.7","-15.5","-15.6","-1.6","31","1491"
"Tony Gwynn","Padres","119","451","2","59","21","11","10.6 %","14.4 %",".074",".316",".270",".350",".344",".314","96","1.2","-1.1","11.5","2.5","26","6141"
"Jerry Hairston","- - -","131","433","10","62","39","7","7.4 %","12.5 %",".144",".266",".251",".315",".394",".314","85","0.7","-7.4","1.8","0.8","33","144"
"Chris Young","Diamondbacks","134","501","15","54","42","11","11.8 %","26.5 %",".187",".268",".212",".311",".400",".313","82","3.3","-7.7","-3.9","0.4","25","3882"
"Elvis Andrus","Rangers","145","541","6","72","40","33","7.4 %","14.2 %",".106",".305",".267",".329",".373",".313","81","8.7","-4.4","18.3","3.2","20","8709"
"Hank Blalock","Rangers","123","495","25","62","66","2","5.3 %","21.8 %",".225",".249",".234",".277",".459",".313","81","0.2","-11.8","-9.8","-0.5","28","1419"
"Alfonso Soriano","Cubs","117","522","20","64","55","9","7.7 %","22.6 %",".182",".279",".241",".303",".423",".313","83","1.5","-9.4","-8.2","-0.1","33","847"
"Everth Cabrera","Padres","103","438","2","59","31","25","10.5 %","20.1 %",".106",".325",".255",".342",".361",".313","95","2.4","-0.1","-4.9","0.9","22","8155"
"Kevin Kouzmanoff","Padres","141","573","18","50","88","1","4.7 %","18.5 %",".164",".285",".255",".302",".420",".313","95","-3.7","-7.2","9.9","2.1","27","5995"
"Gary Matthews Jr.","Angels","103","360","4","44","50","4","11.1 %","20.6 %",".111",".313",".250",".336",".361",".312","87","2.3","-3.7","-18.7","-1.0","34","153"
"Ramon Hernandez","Reds","81","331","5","25","37","1","10.0 %","10.3 %",".105",".274",".258",".336",".362",".312","84","-3.1","-9.5","-0.8","0.0","33","918"
"Chris Davis","Rangers","113","419","21","48","59","0","5.7 %","35.8 %",".205",".324",".238",".284",".442",".312","80","1.5","-9.1","-10.8","-0.6","23","9272"
"Jimmy Rollins","Phillies","155","725","21","100","77","31","6.1 %","9.7 %",".173",".251",".250",".296",".423",".312","85","4.2","-9.0","11.5","2.6","30","971"
"Vernon Wells","Blue Jays","158","684","15","84","66","17","7.0 %","12.6 %",".140",".279",".260",".311",".400",".312","84","3.1","-10.3","-14.3","-0.1","30","1326"
"Colby Rasmus","Cardinals","147","520","16","72","52","3","6.9 %","18.3 %",".156",".282",".251",".307",".407",".311","89","5.9","-1.2","11.5","2.7","22","9893"
"Ryan Spilborghs","Rockies","133","393","8","55","48","9","8.7 %","20.1 %",".153",".288",".241",".310",".395",".311","76","1.9","-9.8","-1.2","0.2","29","4521"
"Luis Valbuena","Indians","103","398","10","52","31","2","6.5 %","20.9 %",".166",".296",".250",".298",".416",".311","85","-0.4","-7.6","-6.2","0.0","23","4969"
"Mark Kotsay","- - -","67","206","4","16","23","3","7.3 %","10.2 %",".112",".291",".278",".327",".390",".311","81","-1.8","-6.8","-5.8","-0.6","33","1042"
"Geovany Soto","Cubs","102","389","11","27","47","1","12.9 %","19.8 %",".163",".246",".218",".321",".381",".311","81","-3.5","-12.5","8.6","0.9","26","3707"
"Jeff Keppinger","Astros","107","344","7","35","29","0","7.8 %","9.6 %",".131",".266",".256",".320",".387",".310","87","-1.9","-7.5","-1.4","0.2","29","3856"
"Henry Blanco","Padres","67","232","6","21","16","0","11.2 %","21.6 %",".147",".282",".235",".320",".382",".310","94","-2.8","-4.7","7.9","1.1","37","81"
"Ramon Santiago","Tigers","93","296","7","29","35","1","5.7 %","19.3 %",".118",".313",".267",".318",".385",".310","82","-0.6","-7.3","1.7","0.5","29","1417"
"Lastings Milledge","- - -","65","265","4","21","21","7","4.9 %","17.7 %",".094",".328",".279",".323",".373",".310","86","-0.4","-4.9","-2.2","0.1","24","6441"
"Ryan Hanigan","Reds","90","293","3","22","11","0","12.6 %","10.6 %",".068",".289",".263",".361",".331",".310","83","-3.3","-9.5","10.4","1.0","28","4952"
"Eugenio Velez","Giants","84","307","5","40","31","11","5.2 %","17.9 %",".133",".313",".267",".308",".400",".309","86","2.8","-2.5","-1.7","0.6","27","3893"
"Orlando Cabrera","- - -","160","708","9","83","77","13","5.1 %","10.0 %",".105",".302",".284",".316",".389",".309","85","2.1","-10.9","-5.9","0.7","34","766"
"Chris Duncan","Cardinals","87","304","5","25","32","0","13.5 %","22.0 %",".131",".283",".227",".329",".358",".309","87","-0.2","-5.1","-9.0","-0.4","28","2722"
"Russell Martin","Dodgers","143","588","7","63","53","11","11.7 %","13.6 %",".079",".284",".250",".352",".329",".309","87","-3.0","-12.3","5.2","1.2","26","4616"
"Mark Ellis","Athletics","105","410","10","52","61","10","5.6 %","13.2 %",".141",".280",".263",".305",".403",".309","86","0.8","-6.5","3.0","1.1","32","1443"
"Bengie Molina","Giants","132","520","20","52","80","0","2.5 %","13.1 %",".177",".266",".265",".285",".442",".308","86","-7.1","-16.2","2.6","0.3","34","24"
"Augie Ojeda","Diamondbacks","103","310","1","38","16","3","10.3 %","9.0 %",".098",".271",".246",".340",".345",".308","79","2.3","-5.9","10.2","1.4","34","297"
"Kenji Johjima","Mariners","71","258","9","24","22","2","4.7 %","10.9 %",".159",".246",".247",".296",".406",".308","86","-1.5","-6.0","12.0","1.5","33","5811"
"Gabe Gross","Rays","115","326","6","31","36","6","12.9 %","24.2 %",".128",".293",".227",".326",".355",".307","86","-1.1","-6.7","1.2","0.6","29","2184"
"Jason Varitek","Red Sox","109","425","14","41","51","0","12.7 %","21.2 %",".181",".235",".209",".313",".390",".307","77","-4.4","-16.6","4.2","0.2","37","217"
"Jhonny Peralta","Indians","151","645","11","57","83","0","7.9 %","20.8 %",".120",".309",".254",".316",".375",".307","83","-5.2","-19.2","4.0","0.7","27","1738"
"Brian Anderson","- - -","86","231","4","32","18","3","10.0 %","23.4 %",".104",".310",".243",".328",".347",".306","78","-1.9","-8.3","-0.4","-0.1","27","6144"
"Mike Jacobs","Royals","128","478","19","46","61","0","8.6 %","27.6 %",".173",".282",".228",".297",".401",".306","80","-3.1","-14.8","-10.9","-0.9","28","2231"
"Melvin Upton Jr.","Rays","144","626","11","79","55","42","9.1 %","24.3 %",".132",".310",".241",".313",".373",".306","85","4.3","-7.3","8.8","2.3","24","5015"
"Garret Anderson","Braves","135","534","13","52","61","1","5.1 %","13.7 %",".133",".286",".268",".303",".401",".306","83","-0.2","-11.1","-16.2","-1.0","37","2"
"Joe Crede","Twins","90","367","15","42","48","0","7.9 %","15.3 %",".189",".226",".225",".289",".414",".306","82","0.8","-7.4","11.9","1.7","31","227"
"Chris Snyder","Diamondbacks","61","202","6","20","22","0","15.8 %","23.3 %",".152",".237",".200",".333",".352",".305","76","-2.7","-8.6","-0.1","-0.2","28","4606"
"Cristian Guzman","Nationals","135","555","6","74","52","4","2.9 %","13.5 %",".105",".322",".284",".306",".390",".305","82","2.3","-10.3","0.8","0.8","31","728"
"Kelly Johnson","Braves","106","346","8","47","29","7","9.2 %","15.6 %",".165",".247",".224",".303",".389",".305","83","0.8","-6.5","0.5","0.5","27","2234"
"Jose Guillen","Royals","81","312","9","30","40","1","7.1 %","16.0 %",".125",".265",".242",".314",".367",".304","79","-3.5","-11.6","-21.6","-2.2","33","57"
"Melvin Mora","Orioles","125","496","8","44","48","3","6.9 %","12.1 %",".098",".283",".260",".321",".358",".304","77","-7.4","-21.4","7.0","0.3","37","157"
"Pat Burrell","Rays","122","476","14","45","64","2","12.0 %","25.0 %",".146",".271",".221",".315",".367",".304","84","-2.4","-11.9","-12.1","-0.8","32","949"
"Pedro Feliz","Phillies","158","625","12","62","82","0","5.6 %","10.9 %",".121",".281",".266",".308",".386",".304","80","-4.4","-19.7","13.6","1.4","34","1112"
"Wladimir Balentien","- - -","96","295","7","30","24","2","9.5 %","23.7 %",".151",".289",".234",".305",".385",".304","82","1.8","-5.0","4.9","1.0","24","3131"
"Ryan Doumit","Pirates","75","304","10","31","38","4","6.6 %","16.1 %",".164",".268",".250",".299",".414",".303","82","-3.1","-9.9","6.3","0.6","28","2113"
"Kevin Millar","Blue Jays","78","283","7","29","29","0","11.0 %","17.3 %",".139",".251",".223",".311",".363",".303","79","-3.4","-10.9","-11.1","-1.2","37","529"
"Aubrey Huff","- - -","150","597","15","59","85","0","8.5 %","14.6 %",".144",".260",".241",".310",".384",".303","77","-5.6","-22.8","-18.6","-2.1","32","1213"
"Alex Rios","- - -","149","633","17","63","71","24","5.8 %","16.9 %",".148",".273",".247",".296",".395",".302","77","0.6","-17.3","-4.9","-0.1","28","2090"
"Mitch Maier","Royals","127","397","3","42","31","9","10.8 %","19.1 %",".088",".303",".243",".333",".331",".302","78","-1.9","-13.0","-0.1","0.0","27","5588"
"Wes Helms","Marlins","113","234","3","18","33","1","5.6 %","23.1 %",".093",".344",".271",".318",".364",".302","78","-2.0","-8.3","2.8","0.2","33","94"
"Nate Schierholtz","Giants","116","308","5","33","29","3","5.2 %","18.8 %",".133",".311",".267",".302",".400",".301","81","2.7","-4.5","3.0","0.8","25","6201"
"Adrian Beltre","Mariners","111","477","8","54","44","13","4.0 %","15.5 %",".114",".301",".265",".304",".379",".301","81","0.6","-10.5","15.5","2.1","30","639"
"Chris Getz","White Sox","107","415","2","49","31","25","7.2 %","13.0 %",".085",".298",".261",".324",".347",".301","74","6.8","-6.6","0.5","0.8","25","3388"
"Austin Kearns","Nationals","80","211","3","20","17","1","15.2 %","24.2 %",".109",".258",".195",".336",".305",".300","78","-1.6","-7.3","-0.4","-0.1","29","332"
"Geoff Blum","Astros","120","427","10","34","49","0","7.7 %","14.3 %",".121",".266",".247",".314",".367",".300","80","-1.3","-12.0","1.1","0.3","36","550"
"Brendan Harris","Twins","123","453","6","44","37","0","6.4 %","17.2 %",".101",".304",".261",".310",".362",".298","77","-0.7","-13.5","-3.9","-0.2","28","2178"
"Omir Santos","Mets","96","306","7","28","40","0","4.9 %","14.4 %",".132",".280",".260",".296",".391",".298","80","-2.6","-10.1","4.9","0.5","28","3583"
"Randy Winn","Giants","149","597","2","65","51","16","7.9 %","15.6 %",".091",".308",".262",".318",".353",".298","79","5.3","-10.3","9.2","1.8","35","1235"
"Jason Jaramillo","Pirates","63","224","3","20","26","1","7.6 %","14.7 %",".112",".288",".252",".309",".364",".297","77","-3.8","-10.1","4.7","0.2","26","8358"
"Nick Green","Red Sox","104","309","6","35","35","1","6.5 %","22.3 %",".130",".289",".236",".303",".366",".297","70","-1.8","-13.2","2.6","0.0","30","1502"
"David Eckstein","Padres","136","568","2","64","51","3","6.9 %","8.1 %",".074",".281",".260",".323",".334",".296","84","0.6","-10.4","-0.5","0.7","34","10"
"Chad Tracy","Diamondbacks","98","288","8","29","39","1","9.0 %","13.2 %",".152",".247",".237",".306",".389",".296","70","-2.0","-12.5","-4.6","-0.8","29","1888"
"Mike Fontenot","Cubs","135","419","9","38","43","4","8.4 %","19.8 %",".141",".276",".236",".301",".377",".295","71","0.4","-14.5","4.1","0.3","29","3912"
"Brandon Moss","Pirates","133","424","7","47","41","1","8.0 %","19.8 %",".127",".285",".236",".304",".364",".295","76","-2.5","-15.0","0.5","-0.1","25","4467"
"J.J. Hardy","Brewers","115","465","11","53","47","0","9.2 %","18.3 %",".128",".260",".229",".302",".357",".294","75","-2.2","-16.4","11.6","1.0","26","3797"
"Willie Bloomquist","Royals","125","468","4","52","29","25","5.8 %","15.6 %",".090",".309",".265",".308",".355",".294","72","3.1","-13.1","-4.2","-0.1","31","1066"
"Josh Fields","White Sox","79","268","7","29","30","2","9.3 %","28.4 %",".126",".295",".222",".301",".347",".292","69","-2.1","-12.7","-3.8","-0.7","26","7490"
"Garrett Atkins","Rockies","126","399","9","37","48","0","10.3 %","14.5 %",".116",".246",".226",".308",".342",".292","63","-2.6","-20.8","-1.7","-1.0","29","1790"
"Kaz Matsui","Astros","132","533","9","56","46","19","6.4 %","15.9 %",".107",".285",".250",".302",".357",".292","74","5.7","-11.4","1.9","0.8","33","1854"
"Jarrod Saltalamacchia","Rangers","84","310","9","34","34","0","7.1 %","31.3 %",".138",".320",".233",".290",".371",".291","66","-1.9","-15.0","4.9","0.0","24","5557"
"Nick Punto","Twins","125","440","1","56","38","16","13.9 %","15.9 %",".056",".276",".228",".337",".284",".291","72","7.0","-8.2","9.8","1.7","31","1429"
"Rick Ankiel","Cardinals","122","404","11","50","38","4","6.4 %","24.5 %",".156",".283",".231",".285",".387",".290","75","2.3","-10.2","-1.1","0.2","29","1142"
"Anderson Hernandez","- - -","123","404","3","39","37","7","8.2 %","15.6 %",".087",".295",".251",".312",".339",".290","73","0.0","-13.5","2.5","0.2","26","3366"
"Josh Bard","Nationals","90","301","6","20","31","0","8.0 %","16.6 %",".131",".260",".230",".293",".361",".290","71","-3.3","-13.9","0.2","-0.4","31","1578"
"Bobby Crosby","Athletics","97","272","6","35","29","2","8.8 %","16.2 %",".134",".245",".223",".295",".357",".290","73","1.4","-7.6","-8.0","-0.6","29","1818"
"Jason Kendall","Brewers","134","526","2","48","43","7","8.7 %","11.0 %",".064",".270",".241",".331",".305",".290","72","-0.3","-18.3","9.8","0.8","35","993"
"Ivan Rodriguez","- - -","121","448","10","55","47","1","4.0 %","20.5 %",".134",".294",".249",".280",".384",".289","71","-2.4","-18.6","11.3","0.7","37","1275"
"Eric Byrnes","Diamondbacks","84","258","8","26","31","9","4.7 %","11.6 %",".167",".227",".226",".270",".393",".288","65","0.6","-10.4","5.5","0.3","33","905"
"Alex Cora","Mets","82","308","1","31","18","8","8.1 %","9.1 %",".059",".276",".251",".320",".310",".287","73","1.4","-8.9","-0.7","0.0","33","1386"
"Joe Thurston","Cardinals","124","307","1","27","25","4","10.7 %","18.2 %",".105",".280",".225",".316",".330",".287","72","-0.7","-11.2","-0.8","-0.2","29","673"
"Jack Wilson","- - -","106","402","5","37","39","3","5.2 %","11.9 %",".107",".279",".255",".292",".362",".286","71","0.1","-14.4","19.7","1.8","31","1017"
"Alberto Gonzalez","Nationals","105","316","1","31","33","1","4.4 %","8.5 %",".086",".283",".265",".299",".351",".285","68","-1.9","-14.2","-2.2","-0.6","26","4906"
"Jody Gerut","- - -","122","298","9","40","35","6","6.4 %","14.4 %",".146",".239",".230",".279",".376",".285","72","-1.3","-11.5","1.8","0.0","31","1696"
"Gerald Laird","Tigers","135","477","4","49","33","5","8.4 %","14.3 %",".094",".258",".225",".306",".320",".285","65","2.9","-17.6","16.9","1.6","29","1698"
"Adam Rosales","Reds","87","266","4","23","19","1","9.8 %","17.3 %",".104",".246",".213",".303",".317",".283","65","0.9","-10.6","-0.1","-0.2","26","9682"
"Rod Barajas","Blue Jays","125","460","19","43","71","1","4.3 %","16.5 %",".177",".229",".226",".258",".403",".283","65","-1.1","-21.1","13.1","0.8","33","45"
"Jack Hannahan","- - -","103","301","4","27","19","1","10.0 %","23.6 %",".112",".275",".213",".297",".326",".282","69","-0.2","-11.9","9.9","0.8","29","3692"
"Ramon Vazquez","Pirates","101","239","1","17","16","1","13.0 %","19.7 %",".049",".291",".230",".335",".279",".282","67","1.2","-8.3","-1.5","-0.2","32","1058"
"Taylor Teagarden","Rangers","60","218","6","26","24","0","6.4 %","34.9 %",".157",".314",".217",".270",".374",".282","60","-0.2","-11.1","6.9","0.3","25","5199"
"Edgar Renteria","Giants","124","510","5","50","48","7","7.6 %","13.5 %",".078",".281",".250",".307",".328",".282","68","-2.8","-22.9","5.7","-0.1","32","1178"
"Koyie Hill","Cubs","83","284","2","26","24","0","9.5 %","27.5 %",".087",".333",".237",".312",".324",".280","61","-1.2","-14.9","11.6","0.6","30","1829"
"Chris Coste","- - -","88","230","2","15","18","0","9.6 %","23.9 %",".093",".295",".224",".301",".317",".280","65","-0.3","-10.2","0.6","-0.2","36","7243"
"Cesar Izturis","Orioles","114","412","2","34","30","12","4.4 %","9.2 %",".072",".280",".256",".294",".328",".278","60","-2.5","-22.9","13.8","0.5","29","656"
"Carlos Gomez","Twins","137","349","3","51","28","14","6.3 %","20.6 %",".108",".286",".229",".287",".337",".278","64","4.6","-11.0","9.0","1.0","23","4881"
"Wil Nieves","Nationals","72","249","1","20","26","1","6.8 %","18.1 %",".040",".311",".259",".313",".299",".277","63","-4.2","-15.6","5.9","-0.2","31","1556"
"Emilio Bonifacio","Marlins","127","509","1","72","27","21","6.7 %","18.7 %",".056",".312",".252",".303",".308",".277","61","6.4","-18.0","-3.1","-0.5","24","4054"
"Matt Tolbert","Twins","71","231","2","28","19","6","9.1 %","16.0 %",".076",".273",".232",".303",".308",".276","63","3.6","-7.1","-0.5","0.0","27","7365"
"Alex Gonzalez","- - -","112","429","8","42","41","2","4.7 %","15.2 %",".118",".264",".238",".279",".355",".276","58","-1.2","-23.2","12.5","0.3","32","520"
"Rob Johnson","Mariners","80","290","2","21","27","1","9.0 %","20.7 %",".112",".269",".213",".289",".326",".276","65","-3.2","-15.9","4.4","-0.2","26","8029"
"Adam Everett","Tigers","118","390","3","43","44","5","5.6 %","15.6 %",".087",".277",".238",".288",".325",".274","58","3.2","-17.0","10.5","0.7","32","1430"
"Paul Janish","Reds","90","292","1","36","16","2","8.9 %","13.7 %",".094",".247",".211",".296",".305",".274","59","0.8","-13.9","14.0","0.9","26","7412"
"Yuniesky Betancourt","- - -","134","508","6","40","49","3","4.1 %","8.7 %",".106",".256",".245",".274",".351",".273","61","-6.5","-31.3","-10.9","-2.5","27","8585"
"Josh Wilson","- - -","72","211","3","19","13","1","5.7 %","20.9 %",".115",".269",".219",".279",".333",".272","62","-1.4","-11.4","2.4","-0.2","28","2102"
"Jeff Mathis","Angels","84","272","5","26","28","2","8.1 %","26.8 %",".097",".281",".211",".288",".308",".272","60","0.2","-13.5","6.2","0.2","26","3448"
"Trevor Crowe","Indians","68","202","1","22","17","6","5.4 %","19.3 %",".098",".288",".235",".278",".333",".270","58","0.4","-10.1","2.6","-0.1","25","3402"
"Luis Rodriguez","Padres","93","251","2","18","16","1","14.7 %","9.2 %",".058",".215",".202",".319",".260",".268","65","-1.0","-11.8","-4.2","-0.8","29","2364"
"Mark Loretta","Dodgers","107","204","0","19","25","1","9.8 %","10.3 %",".044",".259",".232",".309",".276",".267","59","-0.8","-11.0","2.2","-0.2","37","1383"
"Bill Hall","- - -","110","365","8","32","36","2","7.4 %","32.9 %",".138",".281",".201",".258",".338",".263","55","-0.5","-20.8","3.5","-0.5","29","1605"
"Josh Anderson","- - -","118","298","1","42","24","25","4.4 %","14.4 %",".064",".280",".240",".276",".304",".260","49","4.3","-14.5","2.7","-0.2","26","6032"
"Ronny Cedeno","- - -","105","376","10","32","38","5","5.1 %","21.0 %",".129",".242",".208",".256",".337",".259","53","-1.1","-23.1","3.9","-0.7","26","2179"
