"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","playerid"
"Eric Byrnes","Diamondbacks","143","606","26","82","79","25","5.6 %","14.5 %",".215",".275",".267",".313",".482",".337","95","3.2","-0.6","10.7","2.9","30","905"
"Rob Mackowiak","White Sox","112","290","5","31","23","5","9.7 %","20.3 %",".114",".358",".290",".365",".404",".337","97","1.5","0.4","-6.3","0.4","30","995"
"Chris Burke","Astros","123","413","9","58","40","11","6.5 %","18.6 %",".142",".326",".276",".347",".418",".337","100","3.3","3.4","-8.3","0.9","26","2164"
"Ken Griffey Jr.","Reds","109","472","27","62","72","0","8.3 %","16.5 %",".234",".248",".252",".316",".486",".336","97","0.1","-1.7","-20.2","-0.6","36","327"
"Jason Bartlett","Twins","99","372","2","44","32","10","5.9 %","12.4 %",".084",".348",".309",".367",".393",".336","102","2.4","3.5","16.1","3.1","26","8219"
"Kenny Lofton","Dodgers","129","522","3","79","41","32","8.6 %","8.0 %",".102",".324",".301",".360",".403",".336","101","3.8","4.5","-11.1","1.0","39","246"
"Endy Chavez","Mets","133","390","4","48","42","12","6.2 %","11.3 %",".125",".339",".306",".348",".431",".336","101","3.5","4.2","13.9","3.0","28","768"
"Mike Sweeney","Royals","60","252","8","23","33","2","11.1 %","19.0 %",".180",".293",".258",".349",".438",".336","100","0.8","0.9","-6.4","0.3","32","634"
"Wilson Betemit","- - -","143","412","18","49","53","3","8.7 %","24.8 %",".206",".314",".263",".326",".469",".336","100","-1.8","-1.9","-8.2","0.4","24","1861"
"Bengie Molina","Blue Jays","117","458","19","44","57","1","4.1 %","10.3 %",".182",".282",".284",".319",".467",".336","99","-8.5","-9.3","2.5","0.9","31","24"
"Shawn Green","- - -","149","588","15","73","66","4","7.7 %","13.9 %",".155",".303",".277",".344",".432",".335","96","-3.9","-7.2","-19.5","-0.7","33","651"
"Mike Lieberthal","Phillies","67","230","9","22","36","0","3.5 %","8.3 %",".196",".262",".273",".316",".469",".335","96","-0.6","-1.8","5.1","1.1","34","959"
"Curtis Granderson","Tigers","159","679","19","90","68","8","9.7 %","25.6 %",".178",".333",".260",".335",".438",".335","99","4.4","3.9","14.0","4.0","25","4747"
"Shane Victorino","Phillies","153","462","6","70","46","4","5.2 %","11.7 %",".128",".317",".287",".346",".414",".334","95","2.9","0.0","12.5","2.7","25","1677"
"Bobby Kielty","Athletics","81","297","8","35","36","2","7.4 %","16.5 %",".170",".304",".270",".329",".441",".333","101","-0.1","0.1","-8.0","0.2","29","736"
"Julio Lugo","- - -","122","486","12","69","37","24","8.0 %","15.6 %",".143",".311",".278",".341",".421",".333","100","1.8","1.6","-0.8","1.7","30","565"
"Melky Cabrera","Yankees","130","524","7","75","50","12","10.7 %","11.3 %",".111",".309",".280",".360",".391",".333","98","1.8","0.7","-2.7","1.6","21","4022"
"Todd Walker","- - -","138","504","9","56","53","2","10.9 %","7.5 %",".120",".285",".278",".356",".398",".332","96","1.7","-0.9","-5.6","1.0","33","359"
"Dave Roberts","Padres","129","567","2","80","44","49","9.0 %","10.8 %",".100",".327",".293",".360",".393",".332","104","7.9","10.8","1.9","3.1","34","670"
"Omar Vizquel","Giants","153","659","4","88","58","24","8.5 %","7.7 %",".093",".316",".295",".361",".389",".331","95","0.7","-3.5","16.1","3.3","39","411"
"Brandon Inge","Tigers","159","601","27","83","83","7","7.2 %","21.3 %",".210",".281",".253",".313",".463",".331","97","1.2","-1.4","24.0","4.2","29","470"
"Ronny Paulino","Pirates","129","481","6","37","55","0","7.1 %","16.4 %",".084",".365",".310",".360",".394",".331","97","-5.7","-7.5","11.0","1.9","25","2129"
"Tony Graffanino","- - -","129","511","7","68","59","5","8.8 %","13.3 %",".132",".309",".274",".345",".406",".330","96","2.1","-0.6","9.0","2.5","34","235"
"A.J. Pierzynski","White Sox","140","543","16","65","64","1","4.1 %","13.3 %",".141",".318",".295",".333",".436",".330","93","-0.6","-5.7","7.6","2.0","29","746"
"Felipe Lopez","- - -","156","714","11","98","52","44","11.3 %","17.6 %",".107",".327",".274",".358",".381",".330","96","7.8","3.8","-7.7","1.9","26","1311"
"Ivan Rodriguez","Tigers","136","580","13","74","69","8","4.5 %","14.8 %",".137",".336",".300",".332",".437",".330","96","1.3","-1.5","11.9","2.9","34","1275"
"Eduardo Perez","- - -","80","210","9","22","33","0","8.6 %","15.7 %",".199",".259",".253",".324",".452",".330","98","-2.6","-3.2","-8.8","-0.5","36","1409"
"Marco Scutaro","Athletics","117","423","5","52","41","5","11.8 %","15.6 %",".132",".308",".266",".350",".397",".330","98","-4.2","-5.2","-6.3","0.3","30","1555"
"Brian Roberts","Orioles","138","630","10","85","55","36","8.7 %","10.5 %",".124",".307",".286",".347",".410",".330","95","4.1","0.2","9.6","3.1","28","166"
"Jose Bautista","Pirates","117","469","16","58","51","2","9.8 %","23.5 %",".185",".281",".235",".335",".420",".330","96","-2.8","-5.0","-22.3","-1.1","25","1887"
"Phil Nevin","- - -","129","450","22","54","68","0","10.7 %","23.6 %",".199",".269",".239",".323",".438",".330","92","-0.4","-5.0","-7.3","0.3","35","1049"
"Chris Snyder","Diamondbacks","61","213","6","19","32","0","10.3 %","18.3 %",".147",".313",".277",".349",".424",".329","90","-1.0","-3.7","5.2","0.8","25","4606"
"Craig Monroe","Tigers","147","585","28","89","92","2","6.3 %","21.5 %",".227",".280",".255",".301",".482",".329","96","-1.9","-5.3","-14.3","0.1","29","1464"
"Bernie Williams","Yankees","131","462","12","65","61","2","7.1 %","11.5 %",".155",".294",".281",".332",".436",".328","95","-2.0","-5.0","-23.9","-1.2","37","857"
"Hector Luna","- - -","113","379","6","41","38","5","7.1 %","15.8 %",".123",".330",".286",".338",".409",".326","95","0.7","-1.8","-9.5","0.1","26","1874"
"Jose Vidro","Nationals","126","511","7","52","47","1","8.0 %","9.4 %",".106",".308",".289",".348",".395",".326","96","-2.5","-5.0","-10.8","0.1","31","802"
"Jonny Gomes","Devil Rays","117","461","20","53","59","1","13.2 %","25.2 %",".216",".244",".216",".325",".431",".326","95","-1.8","-4.5","-13.4","-0.2","25","1845"
"Jose Cruz","Dodgers","86","273","5","34","17","5","15.8 %","19.8 %",".148",".281",".233",".353",".381",".326","94","1.4","-0.7","-2.7","0.6","32","1296"
"Shea Hillenbrand","- - -","141","566","21","73","68","1","3.7 %","14.1 %",".174",".290",".277",".313",".451",".326","92","-4.3","-10.1","-9.9","-0.1","30","196"
"Johnny Estrada","Diamondbacks","115","443","11","43","71","0","2.9 %","9.0 %",".143",".307",".302",".328",".444",".326","88","-5.9","-13.0","5.9","0.7","30","955"
"Luis Castillo","Twins","142","652","3","84","49","25","8.6 %","8.9 %",".074",".324",".296",".358",".370",".325","95","0.6","-3.5","3.4","2.2","30","513"
"Craig Wilson","- - -","125","395","17","53","49","1","7.1 %","30.9 %",".195",".329",".251",".314",".446",".325","94","-0.9","-4.2","-16.7","-0.7","29","1015"
"Khalil Greene","Padres","122","460","15","56","55","5","8.5 %","18.9 %",".182",".276",".245",".320",".427",".325","99","-2.7","-3.1","11.3","2.3","26","1826"
"Matt Stairs","- - -","117","394","13","42","51","0","10.2 %","21.8 %",".172",".291",".247",".328",".420",".324","91","-0.7","-5.1","-10.6","-0.2","38","1384"
"Melvin Mora","Orioles","155","705","16","96","83","11","7.7 %","14.0 %",".117",".300",".274",".342",".391",".324","91","5.3","-2.6","-9.6","1.2","34","157"
"Damion Easley","Diamondbacks","90","220","9","24","28","1","9.5 %","13.6 %",".185",".230",".233",".323",".418",".324","86","-0.2","-4.1","-4.6","-0.1","36","464"
"Marcus Giles","Braves","141","626","11","87","60","10","9.9 %","16.8 %",".125",".304",".262",".341",".387",".324","91","0.8","-6.7","-3.8","1.0","28","89"
"Brandon Phillips","Reds","149","587","17","65","75","25","6.0 %","15.0 %",".151",".300",".276",".324",".427",".323","89","4.1","-4.6","-1.1","1.4","25","791"
"Aaron Rowand","Phillies","109","445","12","59","47","10","4.0 %","17.1 %",".163",".295",".262",".321",".425",".323","88","2.5","-4.6","2.4","1.2","28","254"
"Aaron Hill","Blue Jays","155","606","6","70","50","5","6.9 %","10.9 %",".095",".319",".291",".349",".386",".323","90","3.9","-3.8","9.1","2.5","24","6104"
"Orlando Cabrera","Angels","153","675","9","95","72","27","7.6 %","8.6 %",".122",".294",".282",".335",".404",".322","92","6.5","-0.4","4.6","2.7","31","766"
"Juan Encarnacion","Cardinals","153","598","19","74","79","6","5.0 %","14.4 %",".165",".297",".278",".317",".443",".322","93","1.5","-4.3","-9.0","0.6","30","320"
"Corey Patterson","Orioles","135","499","16","75","53","45","4.2 %","18.8 %",".166",".316",".276",".314",".443",".322","90","11.3","4.9","17.6","3.8","26","300"
"Nick Punto","Twins","135","524","1","73","45","17","9.0 %","13.0 %",".083",".332",".290",".352",".373",".322","93","4.0","-0.9","20.1","3.6","28","1429"
"David Bell","- - -","145","566","10","60","63","3","8.8 %","12.0 %",".129",".292",".270",".337",".399",".322","88","1.5","-7.3","2.9","1.4","33","1108"
"Omar Infante","Tigers","78","245","4","35","25","3","5.7 %","18.4 %",".138",".328",".277",".325",".415",".322","91","1.2","-1.7","1.5","0.8","24","1609"
"Jay Payton","Athletics","142","588","10","78","59","8","3.7 %","8.8 %",".122",".310",".296",".325",".418",".321","93","3.0","-2.5","-8.0","1.0","33","890"
"Jason Kendall","Athletics","143","626","1","76","50","11","8.5 %","8.6 %",".047",".323",".295",".367",".342",".321","93","-0.4","-6.4","14.8","2.9","32","993"
"Mark Grudzielanek","Royals","134","586","7","85","52","3","4.8 %","11.8 %",".111",".327",".297",".331",".409",".319","89","2.0","-6.1","13.6","2.7","36","653"
"Garret Anderson","Angels","141","588","17","63","85","1","6.5 %","16.2 %",".153",".308",".280",".323",".433",".319","90","-0.6","-8.5","-11.0","0.1","34","2"
"Javier Valentin","Reds","92","201","8","24","27","0","6.5 %","14.4 %",".172",".278",".269",".313",".441",".318","85","0.5","-3.4","3.6","0.7","30","759"
"Ryan Langerhans","Braves","131","369","7","46","28","1","13.6 %","24.7 %",".137",".317",".241",".350",".378",".318","87","0.0","-6.2","6.3","1.2","26","98"
"Cliff Floyd","Mets","97","376","11","45","44","6","7.7 %","15.4 %",".163",".263",".244",".324",".407",".318","89","3.4","-1.8","-8.5","0.2","33","518"
"Eliezer Alfonzo","Giants","87","309","12","27","39","1","2.9 %","23.9 %",".199",".315",".266",".302",".465",".317","86","-0.9","-6.6","6.0","0.9","27","2331"
"Ronnie Belliard","- - -","147","590","13","63","67","2","6.1 %","13.7 %",".131",".299",".272",".322",".403",".316","88","-3.5","-12.9","-0.3","0.7","31","677"
"Mark Loretta","Red Sox","155","703","5","75","59","4","7.0 %","9.0 %",".076",".308",".285",".345",".361",".316","83","-1.4","-16.7","-2.8","0.5","34","1383"
"Mark Kotsay","Athletics","129","558","7","57","59","6","7.9 %","9.9 %",".112",".294",".275",".332",".386",".315","89","-6.7","-14.8","-8.6","-0.4","30","1042"
"Josh Barfield","Padres","150","578","13","72","58","21","5.2 %","14.0 %",".143",".307",".280",".318",".423",".315","93","5.5","0.4","3.7","2.3","23","3622"
"Juan Pierre","Cubs","162","750","3","87","40","58","4.3 %","5.1 %",".096",".305",".292",".330",".388",".315","82","8.0","-9.9","16.7","3.1","28","443"
"Joe Inglett","Indians","64","222","2","26","21","5","6.3 %","17.6 %",".100",".342",".284",".332",".383",".315","87","2.4","-1.3","-1.1","0.5","28","7254"
"Chone Figgins","Angels","155","683","9","93","62","52","9.5 %","14.6 %",".109",".303",".267",".336",".376",".315","87","11.1","-0.3","-17.1","0.6","28","1580"
"Hank Blalock","Rangers","152","646","16","76","89","1","7.9 %","15.2 %",".135",".294",".266",".325",".401",".315","82","-2.0","-16.9","-10.0","-0.4","25","1419"
"Jason Michaels","Indians","123","548","9","77","55","9","7.8 %","18.4 %",".123",".315",".267",".326",".391",".315","87","4.7","-4.7","-8.7","0.5","30","1399"
"Randy Winn","Giants","149","635","11","82","56","10","7.6 %","9.9 %",".134",".276",".262",".324",".396",".314","84","-0.1","-13.3","8.5","1.6","32","1235"
"Brad Wilkerson","Rangers","95","365","15","56","44","3","10.1 %","31.8 %",".200",".292",".222",".306",".422",".314","82","0.0","-8.6","-6.3","-0.2","29","804"
"Jose Lopez","Mariners","151","655","10","78","79","5","4.0 %","12.2 %",".123",".309",".282",".319",".405",".314","89","-1.4","-10.5","2.6","1.4","22","3114"
"Craig Biggio","Astros","145","607","21","79","62","3","6.6 %","13.8 %",".175",".254",".246",".306",".422",".314","85","-2.5","-14.3","3.0","0.9","40","549"
"Jeff Conine","- - -","142","539","10","54","66","3","7.4 %","12.1 %",".131",".289",".268",".325",".399",".314","84","-1.7","-12.7","-8.3","-0.2","40","131"
"Jason Lane","Astros","112","345","15","44","45","1","14.2 %","21.7 %",".191",".213",".201",".318",".392",".313","85","2.7","-4.2","-3.2","0.4","29","1397"
"David Eckstein","Cardinals","123","552","2","68","23","7","5.6 %","7.4 %",".052",".313",".292",".350",".344",".313","87","0.4","-9.2","6.6","1.5","31","10"
"Preston Wilson","- - -","135","537","17","58","72","12","5.4 %","22.5 %",".160",".314",".263",".307",".423",".313","85","2.1","-8.4","-19.4","-0.9","31","545"
"Jeff Francoeur","Braves","162","686","29","83","103","1","3.4 %","19.2 %",".189",".284",".260",".293",".449",".313","84","-0.8","-15.2","-0.4","0.7","22","4792"
"Howie Kendrick","Angels","72","283","4","25","30","6","3.2 %","15.5 %",".131",".324",".285",".314",".416",".313","86","2.0","-3.2","-0.4","0.6","22","4229"
"Kevin Mench","- - -","127","482","13","45","68","1","5.6 %","12.2 %",".150",".282",".269",".313",".419",".313","82","1.7","-9.7","-8.6","-0.2","28","1261"
"Adam Kennedy","Angels","139","503","4","50","55","16","7.8 %","14.3 %",".111",".313",".273",".334",".384",".312","85","-1.8","-11.3","3.8","1.0","30","19"
"Jason Varitek","Red Sox","103","416","12","46","55","1","11.1 %","20.9 %",".162",".280",".238",".325",".400",".312","81","-2.0","-12.1","4.1","0.6","34","217"
"Sean Casey","- - -","112","440","8","47","59","0","7.5 %","9.8 %",".116",".287",".272",".336",".388",".312","85","-1.2","-9.8","-11.9","-0.7","31","314"
"Jhonny Peralta","Indians","149","632","13","84","68","0","8.9 %","24.1 %",".128",".327",".257",".323",".385",".312","85","-4.9","-17.1","-4.2","0.1","24","1738"
"Mark Sweeney","Giants","114","291","5","32","37","0","9.6 %","17.2 %",".131",".293",".251",".330",".382",".312","82","-2.4","-9.1","-1.3","-0.1","36","1408"
"Yorvit Torrealba","Rockies","65","241","7","23","43","4","4.6 %","20.3 %",".193",".286",".247",".293",".439",".312","74","-0.2","-8.4","8.5","0.8","27","1135"
"Cody Ross","- - -","101","298","13","34","46","1","7.4 %","21.8 %",".204",".249",".227",".293",".431",".311","85","-0.2","-6.1","-4.8","-0.1","25","1760"
"Cory Sullivan","Rockies","126","443","2","47","30","10","7.2 %","22.6 %",".135",".349",".267",".321",".402",".311","74","-2.1","-17.4","-3.1","-0.5","26","1940"
"Steve Finley","Giants","139","481","6","66","40","7","9.6 %","11.4 %",".148",".268",".246",".320",".394",".311","82","3.7","-7.7","0.9","0.9","41","54"
"Reggie Sanders","Royals","88","358","11","45","49","7","7.8 %","24.0 %",".178",".297",".246",".304",".425",".311","83","-0.8","-8.4","1.7","0.5","38","1129"
"Joe Borchard","- - -","114","270","10","33","28","0","10.4 %","25.6 %",".163",".281",".230",".319",".393",".310","84","-0.2","-5.7","-0.7","0.3","27","224"
"Jeremy Hermida","Marlins","99","348","5","37","28","4","9.5 %","20.1 %",".117",".309",".251",".332",".368",".310","84","1.8","-5.5","-12.5","-0.6","22","7208"
"Henry Blanco","Cubs","74","261","6","23","37","0","5.4 %","14.6 %",".154",".291",".266",".304",".419",".309","78","-2.3","-9.8","8.6","0.7","34","81"
"Yuniesky Betancourt","Mariners","157","584","8","68","47","11","2.9 %","9.2 %",".115",".308",".289",".310",".403",".309","86","-0.8","-11.2","7.3","1.6","24","8585"
"Mark Ellis","Athletics","124","500","11","64","52","4","8.0 %","15.2 %",".136",".274",".249",".319",".385",".309","84","3.8","-6.4","9.4","2.0","29","1443"
"Dan Johnson","Athletics","91","331","9","30","37","0","12.1 %","13.6 %",".147",".245",".234",".323",".381",".308","84","-1.3","-8.1","-2.9","0.1","26","2167"
"Coco Crisp","Red Sox","105","452","8","58","36","22","6.9 %","14.8 %",".121",".299",".264",".317",".385",".308","78","6.2","-6.6","-0.1","0.9","26","1572"
"Brady Clark","Brewers","138","483","4","51","29","3","8.9 %","12.4 %",".072",".295",".263",".348",".335",".308","80","-2.2","-14.6","0.2","0.2","33","1398"
"Jason Tyner","Twins","62","232","0","29","18","4","4.7 %","7.8 %",".041",".337",".312",".345",".353",".307","83","2.2","-2.8","10.1","1.5","29","1232"
"Placido Polanco","Tigers","110","495","4","58","52","1","3.4 %","5.5 %",".069",".306",".295",".329",".364",".307","81","-3.4","-15.5","7.2","0.9","30","1176"
"So Taguchi","Cardinals","134","361","2","46","31","11","8.9 %","13.3 %",".085",".306",".266",".335",".351",".307","82","3.2","-5.1","-5.5","0.1","36","1186"
"Rod Barajas","Rangers","97","371","11","49","41","0","4.6 %","13.7 %",".154",".272",".256",".298",".410",".307","77","0.3","-10.9","9.7","1.1","30","45"
"Miguel Olivo","Marlins","127","452","16","52","58","2","2.0 %","22.8 %",".177",".309",".263",".287",".440",".306","82","-0.5","-11.3","11.4","1.5","27","1638"
"John Buck","Royals","114","409","11","37","50","0","6.4 %","20.5 %",".151",".289",".245",".306",".396",".305","80","-3.0","-13.6","8.0","0.8","25","2041"
"Alex Cintron","White Sox","91","304","5","35","41","10","3.3 %","11.5 %",".108",".307",".285",".310",".392",".305","76","0.0","-9.5","-3.8","-0.3","27","50"
"Damian Miller","Brewers","101","376","6","34","38","0","8.8 %","22.9 %",".139",".316",".251",".322",".390",".305","78","-2.2","-12.8","9.2","0.9","36","65"
"Scott Podsednik","White Sox","139","592","3","86","45","40","9.1 %","16.2 %",".092",".312",".261",".330",".353",".305","76","3.5","-15.0","-2.6","0.3","30","1095"
"Joe Randa","Pirates","89","227","4","23","28","0","7.0 %","11.5 %",".121",".285",".267",".316",".388",".304","80","-2.1","-8.1","-4.7","-0.5","36","623"
"Shane Costa","Royals","72","252","3","23","23","2","2.4 %","11.5 %",".131",".300",".274",".304",".405",".304","79","1.0","-5.9","-1.3","0.2","24","6358"
"Craig Counsell","Diamondbacks","105","415","4","56","30","15","7.5 %","11.3 %",".091",".283",".255",".327",".347",".303","73","-0.1","-14.8","9.8","0.9","35","52"
"Jack Wilson","Pirates","142","594","8","70","35","4","5.6 %","10.9 %",".098",".295",".273",".316",".370",".302","79","-1.3","-18.0","2.2","0.4","28","1017"
"Willy Taveras","Astros","149","587","1","83","30","33","5.8 %","15.0 %",".060",".330",".278",".333",".338",".302","77","9.2","-8.1","22.3","3.3","24","1876"
"Aaron Boone","Indians","104","392","7","50","46","5","6.9 %","15.8 %",".119",".287",".251",".314",".370",".302","79","-0.1","-10.9","-10.8","-0.8","33","311"
"Jeromy Burnitz","Pirates","111","343","16","35","49","1","6.4 %","21.6 %",".192",".249",".230",".289",".422",".302","78","-1.5","-11.3","-11.2","-1.1","37","867"
"Dioner Navarro","- - -","81","302","6","28","28","2","10.3 %","16.9 %",".101",".292",".254",".332",".354",".300","78","-2.6","-11.1","4.6","0.4","22","3179"
"Travis Lee","Devil Rays","114","388","11","35","31","5","10.8 %","18.8 %",".140",".254",".224",".312",".364",".300","78","-2.5","-13.5","-4.1","-0.4","31","958"
"Kaz Matsui","- - -","70","265","3","32","26","10","6.0 %","17.4 %",".111",".316",".267",".310",".379",".300","72","3.5","-6.4","1.5","0.4","30","1854"
"Pedro Feliz","Giants","160","644","22","75","98","1","5.1 %","17.4 %",".184",".263",".244",".281",".428",".300","75","-2.0","-23.4","17.7","1.5","31","1112"
"Jorge Cantu","Devil Rays","107","448","14","40","62","1","5.8 %","20.3 %",".155",".283",".249",".295",".404",".300","78","-3.0","-15.8","-10.2","-1.0","24","2521"
"Alex Gonzalez","Red Sox","111","429","9","48","50","1","5.1 %","15.6 %",".142",".282",".255",".299",".397",".300","73","1.8","-13.4","14.6","1.6","29","520"
"Javy Lopez","- - -","94","364","8","36","35","0","5.5 %","20.9 %",".135",".302",".251",".297",".386",".298","74","-6.2","-18.5","-6.1","-1.2","35","103"
"Marlon Byrd","Nationals","78","228","5","28","18","3","9.6 %","20.6 %",".127",".265",".223",".317",".350",".298","78","0.1","-6.5","3.2","0.4","28","950"
"Todd Hollandsworth","- - -","90","236","7","27","35","0","4.2 %","22.0 %",".183",".287",".246",".275",".429",".297","74","1.1","-6.9","-0.3","0.1","33","433"
"Nate McLouth","Pirates","106","297","7","50","16","10","6.1 %","19.9 %",".152",".273",".233",".293",".385",".296","74","3.4","-6.5","-4.7","-0.1","24","3190"
"Alfredo Amezaga","Marlins","132","378","3","42","19","20","8.7 %","12.2 %",".072",".294",".260",".332",".332",".296","75","2.8","-9.6","8.8","1.1","28","1"
"Damon Hollins","Devil Rays","121","355","15","37","33","3","5.4 %","18.0 %",".195",".239",".228",".269",".423",".294","74","-1.7","-13.4","-4.6","-0.6","32","1919"
"Chris Duffy","Pirates","84","348","2","46","18","26","5.5 %","20.4 %",".083",".322",".255",".317",".338",".293","72","6.5","-6.1","3.2","0.8","26","3605"
"Juan Uribe","White Sox","132","495","21","53","71","1","2.6 %","16.6 %",".205",".240",".235",".257",".441",".292","67","0.3","-20.7","15.7","1.2","27","454"
"Lance Niekro","Giants","66","210","5","27","31","0","5.2 %","15.2 %",".141",".272",".246",".286",".387",".292","70","1.2","-7.1","-3.6","-0.4","27","1832"
"Aaron Miles","Cardinals","135","471","2","48","30","2","8.1 %","8.9 %",".085",".286",".263",".324",".347",".292","73","0.2","-16.7","-4.8","-0.6","29","1844"
"Jose Castillo","Pirates","148","562","14","54","65","6","5.7 %","17.4 %",".129",".284",".253",".299",".382",".291","72","-0.5","-21.5","-5.4","-0.8","25","1866"
"Andy Phillips","Yankees","110","263","7","30","29","3","5.7 %","21.3 %",".154",".281",".240",".281",".394",".291","71","-2.0","-11.9","-6.5","-0.9","29","2075"
"Toby Hall","- - -","85","294","8","17","31","0","3.4 %","7.5 %",".147",".254",".259",".286",".406",".291","72","-5.6","-16.1","2.2","-0.4","30","1210"
"Kendrys Morales","Angels","57","215","5","21","22","1","7.9 %","13.0 %",".137",".248",".234",".293",".371",".289","70","-2.8","-11.2","3.2","-0.1","23","8610"
"Carl Everett","Mariners","92","343","11","37","33","1","8.5 %","16.6 %",".133",".243",".227",".297",".360",".288","72","0.7","-11.6","-8.3","-0.8","35","1249"
"Jason Kubel","Twins","73","235","8","23","26","2","5.1 %","19.1 %",".145",".268",".241",".279",".386",".288","70","-2.8","-11.8","-8.3","-1.1","24","2161"
"Geoff Blum","Padres","109","299","4","27","34","0","5.7 %","17.1 %",".112",".293",".254",".293",".366",".286","74","-0.5","-10.7","8.8","0.8","33","550"
"Royce Clayton","- - -","137","502","2","49","40","14","6.0 %","16.9 %",".084",".308",".258",".307",".341",".285","68","0.9","-20.4","0.7","-0.3","36","226"
"Jason LaRue","Reds","72","230","8","22","21","1","11.7 %","22.2 %",".152",".218",".194",".317",".346",".284","63","0.8","-10.3","3.4","0.1","32","337"
"Brian Anderson","White Sox","134","405","8","46","33","4","7.4 %","22.2 %",".134",".274",".225",".290",".359",".284","62","-0.3","-20.1","7.3","0.1","24","6144"
"Jose Guillen","Nationals","69","268","9","28","40","1","5.6 %","17.9 %",".183",".228",".216",".276",".398",".284","68","0.3","-10.7","-0.5","-0.2","30","57"
"Willie Bloomquist","Mariners","102","283","1","36","15","16","8.5 %","14.1 %",".052",".288",".247",".320",".299",".283","69","3.3","-8.1","2.8","0.4","28","1066"
"Brian Schneider","Nationals","124","455","4","30","55","2","8.4 %","14.7 %",".073",".295",".256",".320",".329",".283","68","-2.7","-21.8","9.5","0.3","29","795"
"Bobby Crosby","Athletics","96","398","9","42","40","8","9.0 %","19.1 %",".109",".265",".229",".298",".338",".283","67","1.9","-15.0","5.3","0.4","26","1818"
"Joey Gathright","- - -","134","445","1","59","41","22","9.4 %","16.9 %",".055",".289",".238",".321",".292",".282","65","4.4","-15.5","7.1","0.7","25","3913"
"Mark Bellhorn","Padres","115","288","8","26","27","0","11.1 %","31.3 %",".154",".256",".190",".285",".344",".280","70","1.2","-10.0","3.3","0.3","31","264"
"Brandon Fahey","Orioles","91","286","2","36","23","3","8.0 %","16.8 %",".072",".284",".235",".307",".307",".279","62","3.6","-10.6","3.8","0.3","25","4746"
"Adam Everett","Astros","150","566","6","52","59","9","6.0 %","12.5 %",".113",".265",".239",".290",".352",".278","62","0.6","-27.7","31.7","2.2","29","1430"
"Jose Molina","Angels","78","245","4","18","22","1","3.7 %","20.0 %",".129",".287",".240",".273",".369",".278","63","-1.0","-12.8","10.1","0.6","31","25"
"Alex Cora","Red Sox","96","264","1","31","18","6","7.2 %","11.0 %",".060",".268",".238",".312",".298",".277","58","1.4","-12.9","2.9","-0.1","30","1386"
"Juan Castro","- - -","104","264","3","18","28","1","4.2 %","13.6 %",".100",".282",".251",".281",".351",".276","60","-2.2","-15.7","9.5","0.3","34","315"
"Rondell White","Twins","99","355","7","32","38","1","3.1 %","15.2 %",".119",".272",".246",".276",".365",".276","62","-0.5","-17.8","-8.1","-1.3","34","856"
"Sal Fasano","- - -","78","206","5","12","15","0","3.4 %","29.6 %",".143",".293",".217",".267",".360",".275","57","-1.8","-13.3","3.4","-0.3","34","1205"
"Jeremy Reed","Mariners","67","229","6","27","17","2","4.8 %","13.5 %",".160",".226",".217",".260",".377",".272","61","1.2","-10.2","-1.1","-0.3","25","4730"
"Brad Ausmus","Astros","139","502","2","37","39","3","9.0 %","14.1 %",".055",".268",".230",".308",".285",".271","57","-4.3","-32.4","4.7","-1.0","37","546"
"John Mabry","Cubs","107","237","5","16","25","0","9.7 %","24.1 %",".119",".252",".205",".283",".324",".271","53","-0.5","-15.1","0.8","-0.6","35","1381"
"Lew Ford","Twins","104","255","4","40","18","9","6.3 %","16.9 %",".085",".262",".226",".287",".312",".270","58","1.2","-12.6","3.6","0.0","29","1724"
"Cesar Izturis","- - -","54","208","1","14","18","1","5.8 %","6.7 %",".073",".258",".245",".295",".318",".268","54","-1.1","-13.6","5.7","-0.1","26","656"
"Russ Adams","Blue Jays","90","280","3","31","28","1","7.9 %","14.6 %",".100",".248",".219",".282",".319",".267","54","-1.2","-17.9","-2.0","-1.0","25","4519"
"Chris Woodward","Mets","83","253","3","25","25","1","9.1 %","21.7 %",".095",".269",".216",".289",".311",".266","56","0.7","-14.0","-0.6","-0.6","30","1329"
"Doug Mirabelli","- - -","73","202","6","13","25","0","7.4 %","29.2 %",".137",".246",".191",".267",".328",".266","52","-1.1","-13.7","1.7","-0.5","35","202"
"Miguel Cairo","Yankees","81","244","0","28","30","13","5.3 %","12.7 %",".081",".273",".239",".280",".320",".265","53","4.0","-10.7","4.9","0.3","32","1412"
"Reggie Abercrombie","Marlins","111","281","5","39","24","6","6.4 %","27.8 %",".122",".283",".212",".271",".333",".264","54","1.8","-15.1","-4.7","-1.0","24","2187"
"Ronny Cedeno","Cubs","151","572","6","51","41","8","3.0 %","19.1 %",".094",".296",".245",".271",".339",".263","48","-0.8","-39.9","1.7","-1.8","23","2179"
"Yadier Molina","Cardinals","129","461","6","29","49","1","5.6 %","8.9 %",".106",".226",".216",".274",".321",".263","54","-5.3","-33.2","15.2","-0.3","23","7007"
