"Season","Name","playerid","Team","G","PA","AB","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","AVG1","OBP","SLG","OPS","ISO","BABIP","w RC","w RAA","w OBA","wRC+","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%"
"2009","Magglio Ordonez","248","DET","131","518","465","144","109","24","2","9","54","50","51","2","65","0","2","0","19","3","1","0.309677419","0.098455598","0.125482625","0.784615384","0.309677419","0.376447876","0.427956989","0.804404865","0.118279570","0.343511450","73.7880385548793","11.7316378385745","0.356114806246388","112.523869176629","1.814159292","0.208955223","0.509950248","0.281094527","0.070796460","0.079646017","0.034146341","0.000000000","0.3259","0.3308","0.3433","0.1119","0.6443","0.2438"
"2009","Aaron Rowand","254","SFG","142","546","499","130","83","30","2","15","61","64","30","2","125","14","3","0","12","4","1","0.260521042","0.054945054","0.228937728","0.240000000","0.260521042","0.318681318","0.418837675","0.737518993","0.158316633","0.317679558","62.7895561614752","-2.62124459354881","0.32288873535307","95.4492879382379","1.157534246","0.160000000","0.450666666","0.389333333","0.130136986","0.102739726","0.047337278","1.000000000","0.4642","0.2971","0.2387","0.1512","0.5862","0.2626"
"2009","Augie Ojeda","297","ARI","97","310","264","65","44","17","3","1","38","16","32","3","28","6","1","6","4","3","1","0.246212121","0.103225806","0.090322580","1.142857142","0.246212121","0.339933993","0.344696969","0.684630962","0.098484848","0.271186440","31.8937624941085","-5.24423793456815","0.308222508033117","78.5491808822219","1.218390804","0.153508771","0.464912280","0.381578947","0.114942528","0.011494252","0.018867924","0.133333333","0.3745","0.3374","0.2881","0.1605","0.6173","0.2222"
"2009","Adam Dunn","319","WSN","159","668","546","146","79","29","0","38","81","105","116","16","177","4","2","0","8","0","1","0.267399267","0.173652694","0.264970059","0.655367231","0.267399267","0.398203592","0.529304029","0.927507621","0.261904762","0.324324324","116.769525308499","36.74312438477","0.395281849920384","142.178842208696","0.638888888","0.204851752","0.309973045","0.485175202","0.077777777","0.211111111","0.104347826","0.000000000","0.4636","0.2749","0.2615","0.1536","0.4825","0.3639"
"2009","Ken Griffey Jr.","327","SEA","117","454","387","83","45","19","0","19","44","57","63","2","80","1","3","0","6","0","0","0.214470284","0.138766519","0.176211453","0.787500000","0.214470284","0.323788546","0.410852713","0.734641259","0.196382429","0.219931271","52.6575826773132","-1.73161795049064","0.324083085213087","96.830819473512","0.793103448","0.155844155","0.373376623","0.470779220","0.117241379","0.131034482","0.043478260","0.000000000","0.5032","0.2968","0.2000","0.1871","0.5645","0.2484"
"2009","Austin Kearns","332","WSN","73","211","174","34","23","6","2","3","20","17","32","1","51","5","0","0","12","1","1","0.195402298","0.151658767","0.241706161","0.627450980","0.195402298","0.336492890","0.304597701","0.641090591","0.109195403","0.258333333","20.2562468840082","-5.02155340776843","0.299892090899604","78.1126816637292","1.244444444","0.178861788","0.455284552","0.365853658","0.066666666","0.066666666","0.035714285","0.000000000","0.4553","0.3171","0.2276","0.1789","0.5854","0.2358"
"2009","Milton Bradley","369","CHC","124","473","393","101","71","17","1","12","61","40","66","4","95","11","1","2","10","2","3","0.256997455","0.139534883","0.200845665","0.694736842","0.256997455","0.377919320","0.396946564","0.774865884","0.139949109","0.310104529","64.3923450234337","7.72694436935618","0.348474384502885","106.819789015867","1.408163265","0.197278911","0.469387755","0.333333333","0.081632653","0.122448979","0.072463768","0.428571428","0.4252","0.3555","0.2193","0.1794","0.5249","0.2957"
"2009","Russell Branyan","370","SEA","116","505","431","108","55","21","1","31","64","76","58","6","149","9","6","1","6","2","0","0.250580046","0.114851485","0.295049504","0.389261744","0.250580046","0.347222222","0.519721577","0.866943799","0.269141531","0.299610894","76.9659134553807","16.4669127570527","0.368170903748777","126.01028428835","0.650349650","0.174825174","0.325174825","0.500000000","0.034965034","0.216783216","0.053763440","0.333333333","0.4740","0.2734","0.2526","0.1834","0.5052","0.3114"
"2009","Victor Martinez","393","2 Tms","155","672","588","178","121","33","1","23","88","108","75","3","74","3","6","0","17","1","0","0.302721088","0.111607142","0.110119047","1.013513513","0.302721088","0.380952380","0.479591836","0.860544216","0.176870748","0.311871227","106.308148640701","25.8025477114411","0.375237084735848","125.915345062028","1.228260869","0.211538461","0.434615384","0.353846153","0.070652173","0.125000000","0.017699115","0.000000000","0.4577","0.3058","0.2365","0.1192","0.5827","0.2981"
"2009","Jim Thome","409","2 Tms","124","434","362","90","52","15","0","23","55","77","69","3","123","0","3","0","8","0","0","0.248618784","0.158986175","0.283410138","0.560975609","0.248618784","0.366359447","0.480662983","0.847022430","0.232044199","0.305936073","66.1006752351284","14.1074746349811","0.368002684929531","119.105368408083","1.229885057","0.198347107","0.442148760","0.359504132","0.103448275","0.264367816","0.037383177","0.000000000","0.4091","0.3140","0.2769","0.1198","0.5165","0.3636"
"2009","Todd Helton","432","COL","151","645","544","177","121","38","3","15","79","86","89","5","73","2","10","0","15","0","1","0.325367647","0.137984496","0.113178294","1.219178082","0.325367647","0.415503875","0.488970588","0.904474463","0.163602941","0.347639484","111.978505010798","34.7075041188739","0.393835823331028","131.330759491341","1.116959064","0.247401247","0.397089397","0.355509355","0.052631578","0.087719298","0.036649214","0.000000000","0.3597","0.3867","0.2536","0.0977","0.6216","0.2807"
"2009","Juan Pierre","443","LAD","141","425","380","117","93","16","8","0","57","31","27","3","27","8","1","9","7","30","12","0.307894736","0.063529411","0.063529411","1.000000000","0.307894736","0.365384615","0.392105263","0.757489878","0.084210527","0.330508474","53.5848182586081","2.66981767090632","0.336304124417663","105.653726595199","2.095238095","0.241982507","0.513119533","0.244897959","0.047619047","0.000000000","0.079545454","0.100000000","0.3030","0.4050","0.2920","0.1956","0.6171","0.1873"
"2009","Juan Uribe","454","SFG","120","432","398","115","69","26","4","16","50","55","25","2","82","1","5","3","7","3","1","0.288944723","0.057870370","0.189814814","0.304878048","0.288944723","0.328671328","0.494974874","0.823646202","0.206030151","0.324590163","59.9509478137489","8.19734721636734","0.351669201387455","114.778972554761","0.992125984","0.206896551","0.394984326","0.398119122","0.118110236","0.125984251","0.087301587","0.200000000","0.4105","0.3086","0.2809","0.2006","0.5278","0.2716"
"2009","Brandon Inge","470","DET","161","637","562","129","85","16","1","27","71","84","54","1","170","17","3","1","12","2","5","0.229537366","0.084772370","0.266875981","0.317647058","0.229537366","0.314465408","0.405693950","0.720159358","0.176156584","0.277173913","71.0852643616766","-5.22733651918469","0.318766621998915","87.805022466964","0.914285714","0.151898734","0.405063291","0.443037974","0.097142857","0.154285714","0.081250000","0.000000000","0.4747","0.3005","0.2247","0.1465","0.5833","0.2702"
"2009","Luis Castillo","513","NYM","142","580","486","147","131","12","3","1","77","40","69","3","58","1","5","19","15","20","6","0.302469135","0.118965517","0.100000000","1.189655172","0.302469135","0.386809269","0.345679012","0.732488281","0.043209877","0.337962962","72.1360962697094","2.65209546766928","0.334235002597173","104.262550166326","3.141025641","0.227272727","0.586124401","0.186602870","0.025641025","0.012820512","0.077551020","0.264705882","0.1925","0.4381","0.3695","0.1527","0.7058","0.1416"
"2009","Alex Gonzalez","520","2 Tms","111","429","391","93","63","22","0","8","42","41","20","4","65","4","4","10","7","2","1","0.237851662","0.046620046","0.151515151","0.307692307","0.237851662","0.279236276","0.355498721","0.634734997","0.117647059","0.263975155","32.5864070836587","-18.8077935095744","0.275900013331907","58.322221877542","0.772727272","0.162576687","0.365030674","0.472392638","0.142857142","0.051948051","0.050420168","0.428571428","0.3882","0.3676","0.2441","0.2235","0.5412","0.2353"
"2009","Derrek Lee","525","CHC","141","615","532","163","90","36","2","35","91","111","76","6","109","3","4","0","12","1","0","0.306390977","0.123577235","0.177235772","0.697247706","0.306390977","0.393495934","0.578947368","0.972443302","0.272556391","0.326530612","116.508491869451","42.8314910190119","0.413003247751195","150.158996023926","0.769230769","0.192037470","0.351288056","0.456674473","0.046153846","0.179487179","0.060000000","0.000000000","0.4169","0.3208","0.2623","0.1148","0.5222","0.3630"
"2009","Mike Lowell","527","BOS","119","484","445","129","82","29","1","17","54","75","33","5","61","1","5","0","24","2","1","0.289887640","0.068181818","0.126033057","0.540983606","0.289887640","0.336776859","0.474157303","0.810934162","0.184269663","0.301075268","65.4346302109107","7.45142954162209","0.347335908756376","103.732690793952","0.949367088","0.208226221","0.385604113","0.406169665","0.120253164","0.107594936","0.033333333","0.000000000","0.5039","0.3111","0.1851","0.1491","0.5733","0.2776"
"2009","Kevin Millar","529","TOR","78","283","251","56","35","14","0","7","29","29","31","0","49","1","0","0","10","0","0","0.223107569","0.109540636","0.173144876","0.632653061","0.223107569","0.310954063","0.362549800","0.673503863","0.139442231","0.251282051","27.8978503775479","-6.00555001379231","0.303012463945382","78.6694257256966","0.631067961","0.168316831","0.321782178","0.509900990","0.097087378","0.067961165","0.030769230","0.000000000","0.5149","0.3366","0.1485","0.1980","0.5446","0.2574"
"2009","Lance Berkman","548","HOU","136","563","460","126","69","31","1","25","73","80","97","14","98","1","4","0","13","7","4","0.273913043","0.172291296","0.174067495","0.989795918","0.273913043","0.398576512","0.508695652","0.907272164","0.234782609","0.296187683","94.7861256513776","27.3387248728456","0.387479529002287","138.411765316558","1.097902097","0.180327868","0.428961748","0.390710382","0.076923076","0.174825174","0.038216560","0.000000000","0.3825","0.3224","0.2951","0.1066","0.5355","0.3579"
"2009","Geoff Blum","550","HOU","118","427","381","94","69","14","1","10","34","49","33","4","61","7","6","0","9","0","1","0.246719160","0.077283372","0.142857142","0.540983606","0.246719160","0.313817330","0.367454068","0.681271398","0.120734908","0.265822784","40.9812139945386","-10.1733865959289","0.299860097978696","79.5643524240147","0.773333333","0.184049079","0.355828220","0.460122699","0.140000000","0.066666666","0.025862068","0.000000000","0.4847","0.2945","0.2209","0.2025","0.5859","0.2117"
"2009","Julio Lugo","565","2 Tms","85","293","257","72","51","13","5","3","40","21","29","0","45","1","3","3","3","9","0","0.280155642","0.098976109","0.153583617","0.644444444","0.280155642","0.351724137","0.404669260","0.756393397","0.124513618","0.325471698","36.6954102513391","1.59400984617053","0.335267565784783","101.106648912878","1.062500000","0.214285714","0.404761904","0.380952380","0.137500000","0.037500000","0.117647058","0.375000000","0.4817","0.2936","0.2248","0.1789","0.6009","0.2202"
"2009","Gregg Zaun","580","2 Tms","88","296","262","68","43","17","0","8","34","27","31","0","48","3","0","0","4","0","2","0.259541984","0.104729729","0.162162162","0.645833333","0.259541984","0.344594594","0.416030534","0.760625128","0.156488550","0.291262135","37.8464560029728","2.3856555936558","0.338456015933204","102.336796983808","1.034883720","0.178403755","0.417840375","0.403755868","0.069767441","0.093023255","0.022471910","0.000000000","0.4206","0.2991","0.2804","0.1589","0.5888","0.2523"
"2009","Carlos Beltran","589","NYM","81","357","308","100","67","22","1","10","50","48","47","10","43","1","1","0","9","11","1","0.324675324","0.131652661","0.120448179","1.093023255","0.324675324","0.414565826","0.500000000","0.914565826","0.175324676","0.351562500","61.7123696274051","18.9437691337356","0.3929324392283","143.685224438609","1.290322580","0.199248120","0.451127819","0.349624060","0.129032258","0.107526881","0.058333333","0.000000000","0.4398","0.3496","0.2105","0.1353","0.5414","0.3233"
"2009","Raul Ibanez","607","PHI","134","565","500","136","67","32","3","34","93","93","56","8","119","4","5","0","16","4","0","0.272000000","0.099115044","0.210619469","0.470588235","0.272000000","0.346902654","0.552000000","0.898902654","0.280000000","0.289772727","90.783451202958","23.0964504216603","0.378182660634471","129.967482158197","1.031055900","0.152849740","0.430051813","0.417098445","0.043478260","0.211180124","0.030120481","0.000000000","0.3886","0.3575","0.2539","0.1218","0.4663","0.4119"
"2009","Mike Sweeney","634","SEA","73","266","242","68","45","15","0","8","25","34","17","2","31","4","3","0","4","0","0","0.280991735","0.063909774","0.116541353","0.548387096","0.280991735","0.334586466","0.442148760","0.776735226","0.161157025","0.291262135","33.6168711926945","1.75007082486234","0.336663986471566","105.157472453939","0.870967741","0.183098591","0.380281690","0.436619718","0.086021505","0.086021505","0.061728395","0.000000000","0.4252","0.2757","0.2991","0.1402","0.5561","0.3037"
"2009","Adrian Beltre","639","SEA","111","477","449","119","84","27","0","8","54","44","19","1","74","7","2","0","19","13","2","0.265033407","0.039832285","0.155136268","0.256756756","0.265033407","0.303983228","0.378619153","0.682602381","0.113585746","0.300813008","46.1709676708509","-10.973632988758","0.300852375371116","81.4556046642606","1.202797202","0.164456233","0.456233421","0.379310344","0.104895104","0.055944055","0.069767441","0.000000000","0.4324","0.3687","0.1989","0.1671","0.5438","0.2891"
"2009","Cesar Izturis","656","BAL","110","412","387","99","79","14","4","2","34","30","18","0","38","3","0","4","11","12","4","0.255813953","0.043689320","0.092233009","0.473684210","0.255813953","0.294117647","0.328165374","0.622283021","0.072351421","0.279538904","32.2712616344976","-17.0863389352275","0.278499511088811","60.4122936045661","1.634615384","0.203488372","0.494186046","0.302325581","0.125000000","0.019230769","0.082352941","0.333333333","0.3909","0.3399","0.2691","0.1870","0.6714","0.1416"
"2009","Joe Thurston","673","STL","114","307","267","60","38","17","4","1","27","25","33","5","56","3","1","3","9","4","2","0.224719101","0.107491856","0.182410423","0.589285714","0.224719101","0.315789473","0.329588014","0.645377487","0.104868913","0.279620853","26.1604527897966","-10.6181476347315","0.286833513141875","72.3540736948209","1.500000000","0.250000000","0.450000000","0.300000000","0.250000000","0.016666666","0.033333333","0.200000000","0.4605","0.3256","0.2140","0.1860","0.5628","0.2512"
"2009","Ronnie Belliard","677","2 Tms","104","287","264","73","48","14","1","10","39","39","20","0","56","0","2","1","10","3","0","0.276515151","0.069686411","0.195121951","0.357142857","0.276515151","0.325174825","0.450757575","0.775932400","0.174242424","0.315000000","36.4327568408426","2.05015644397101","0.337494111561275","104.160700103815","1.157894736","0.219047619","0.419047619","0.361904761","0.131578947","0.131578947","0.068181818","0.000000000","0.4692","0.3318","0.1991","0.1801","0.4929","0.3270"
"2009","Casey Blake","719","LAD","139","565","485","136","87","25","6","18","84","79","63","8","116","6","10","1","12","3","4","0.280412371","0.111504424","0.205309734","0.543103448","0.280412371","0.363475177","0.468041237","0.831516414","0.187628866","0.326869806","80.9401852192722","13.2531844379745","0.357094098445323","119.616795874906","1.187969924","0.230158730","0.417989417","0.351851851","0.052631578","0.135338345","0.044303797","0.000000000","0.3895","0.3158","0.2947","0.1161","0.5699","0.3140"
"2009","Cristian Guzman","728","WSN","135","555","531","151","114","24","7","6","74","52","16","0","75","1","1","6","9","4","5","0.284369114","0.028828828","0.135135135","0.213333333","0.284369114","0.306010928","0.389830508","0.695841436","0.105461394","0.321507760","55.6549306727095","-10.8340700947599","0.305070488396455","81.5906236231661","1.885496183","0.167400881","0.544052863","0.288546255","0.061068702","0.045801526","0.097165991","0.111111111","0.4492","0.3110","0.2397","0.1663","0.6199","0.2138"
"2009","Torii Hunter","731","LAA","118","506","451","135","86","26","1","22","74","90","47","4","92","3","5","0","9","18","4","0.299334811","0.092885375","0.181818181","0.510869565","0.299334811","0.365612648","0.507760532","0.873373180","0.208425721","0.330409356","80.0799778328599","19.461177133149","0.375255912423609","128.147547118228","1.305343511","0.163434903","0.473684210","0.362880886","0.114503816","0.167938931","0.029239766","0.333333333","0.4643","0.3544","0.1813","0.1593","0.5082","0.3324"
"2009","David Ortiz","745","BOS","150","627","541","129","65","35","1","28","77","99","74","5","134","5","7","0","9","0","2","0.238447319","0.118022328","0.213716108","0.552238805","0.238447319","0.331738437","0.462107208","0.793845645","0.223659889","0.261658031","82.1591113344883","7.04451046745525","0.342300023775775","100.399696931168","0.636363636","0.173913043","0.321256038","0.504830917","0.090909090","0.133971291","0.030075187","0.000000000","0.4155","0.3213","0.2633","0.1691","0.5024","0.3285"
