"Season","Name","playerid","Team","G","PA","AB","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","AVG1","OBP","SLG","OPS","ISO","BABIP","w RC","w RAA","w OBA","wRC+","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%"
"2015","Will Venable","211","2 Tms","131","390","349","85","63","13","3","6","40","33","37","3","94","2","0","2","8","16","1","0.243553008","0.094871794","0.241025641","0.393617021","0.243553008","0.319587628","0.349570200","0.669157828","0.106017192","0.317269076","38.2575365756145","-5.61746226209496","0.295549679731394","86.923560465311","2.796296296","0.180000000","0.604000000","0.216000000","0.148148148","0.111111111","0.066225165","0.428571428","0.3346","0.3735","0.2918","0.2529","0.4630","0.2840"
"2015","Victor Martinez","393","DET","120","485","440","108","77","20","0","11","39","64","31","8","52","7","7","0","18","0","0","0.245454545","0.063917525","0.107216494","0.596153846","0.245454545","0.301030927","0.365909090","0.666940017","0.120454545","0.252604166","44.077830103531","-10.4846684510564","0.286145463054785","76.7334530561154","1.039215686","0.210126582","0.402531645","0.387341772","0.071895424","0.071895424","0.006289308","0.000000000","0.4127","0.3595","0.2278","0.1772","0.5165","0.3063"
"2015","Juan Uribe","454","3 Tms","118","397","360","91","60","17","0","14","40","43","34","3","80","2","1","0","12","2","0","0.252777777","0.085642317","0.201511335","0.425000000","0.252777777","0.319899244","0.416666666","0.736565910","0.163888889","0.288389513","46.6820502264447","2.01955140959695","0.319412549437605","103.733841478845","1.235294117","0.188612099","0.448398576","0.362989323","0.127450980","0.137254901","0.055555555","0.000000000","0.3238","0.4128","0.2633","0.2384","0.4804","0.2811"
"2015","Carlos Beltran","589","NYY","133","531","478","132","78","34","1","19","57","67","45","2","85","2","6","0","12","0","0","0.276150627","0.084745762","0.160075329","0.529411764","0.276150627","0.337099811","0.470711297","0.807811108","0.194560670","0.297368421","73.8057371491214","14.0682387316247","0.346356773421535","119.193568215501","0.830409356","0.215538847","0.355889724","0.428571428","0.076023391","0.111111111","0.056338028","0.000000000","0.4436","0.3559","0.2005","0.1328","0.5338","0.3333"
"2015","Brandon Barnes","629","COL","95","281","255","64","47","13","2","2","30","17","21","3","67","3","1","1","6","4","2","0.250980392","0.074733096","0.238434163","0.313432835","0.250980392","0.314285714","0.341176470","0.655462184","0.090196078","0.331550802","25.7846549489199","-5.82784421363482","0.287244538322683","63.660948238171","1.362068965","0.263440860","0.424731182","0.311827956","0.103448275","0.034482758","0.088607594","0.250000000","0.2895","0.3947","0.3158","0.1684","0.5737","0.2579"
"2015","Adrian Beltre","639","TEX","143","619","567","163","109","32","4","18","83","83","41","4","65","3","8","0","18","1","0","0.287477954","0.066235864","0.105008077","0.630769230","0.287477954","0.334410339","0.453262786","0.787673125","0.165784832","0.294715447","81.4695757776266","11.8320776223903","0.337121995193202","109.162093468185","1.164835164","0.227450980","0.415686274","0.356862745","0.082417582","0.098901098","0.089622641","0.000000000","0.3882","0.3863","0.2255","0.1431","0.5196","0.3373"
"2015","Torii Hunter","731","MIN","139","567","521","125","81","22","0","22","67","81","35","1","105","6","5","0","14","2","5","0.239923224","0.061728395","0.185185185","0.333333333","0.239923224","0.292768959","0.408829174","0.701598133","0.168905950","0.258145363","59.6342357990146","-4.15326251119371","0.304032866398774","88.6084768064019","1.412587412","0.172661870","0.484412470","0.342925659","0.097902097","0.153846153","0.049504950","0.250000000","0.4086","0.3587","0.2328","0.1805","0.5297","0.2898"
"2015","David Ortiz","745","BOS","146","614","528","144","70","37","0","37","73","108","77","16","95","0","9","0","16","0","1","0.272727272","0.125407166","0.154723127","0.810526315","0.272727272","0.359934853","0.553030303","0.912965156","0.280303031","0.264197530","101.202433401951","32.1274352318136","0.37868393344624","138.820121647449","0.895027624","0.223981900","0.366515837","0.409502262","0.066298342","0.204419889","0.030864197","0.000000000","0.4434","0.3439","0.2127","0.1176","0.4638","0.4186"
"2015","A.J. Pierzynski","746","ATL","113","436","407","122","88","24","1","9","38","49","19","2","37","7","3","0","19","0","2","0.299754299","0.043577981","0.084862385","0.513513513","0.299754299","0.339449541","0.429975429","0.769424970","0.130221130","0.310439560","55.9689380332463","6.91893933262757","0.333060037293192","110.615011475449","1.626168224","0.246648793","0.466487935","0.286863270","0.121495327","0.084112149","0.034482758","0.000000000","0.4236","0.3351","0.2413","0.2011","0.5389","0.2601"
"2015","Todd Frazier","785","CIN","157","678","619","158","79","43","1","35","82","89","44","3","137","7","7","1","19","13","8","0.255250403","0.064896755","0.202064896","0.321167883","0.255250403","0.308714918","0.497576736","0.806291654","0.242326333","0.270925110","92.009084488727","15.7340865093244","0.342242826959146","115.775170282665","0.693965517","0.191358024","0.331275720","0.477366255","0.168103448","0.150862068","0.068322981","0.750000000","0.4612","0.3286","0.2102","0.1837","0.4429","0.3735"
