"Season","Name","playerid","Team","G","PA","AB","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","AVG1","OBP","SLG","OPS","ISO","BABIP","w RC","w RAA","w OBA","wRC+","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%"
"2006","Alex Cintron","50","CHW","90","304","288","82","64","10","3","5","35","41","10","0","35","2","3","1","10","10","3","0.284722222","0.032894736","0.115131578","0.285714285","0.284722222","0.310231023","0.392361111","0.702592134","0.107638889","0.306772908","31.2779585363588","-6.8740395067015","0.305032908719758","75.9983075419857","1.487179487","0.224000000","0.464000000","0.312000000","0.115384615","0.064102564","0.034482758","0.142857142","0.4047","0.3658","0.2296","0.1401","0.6420","0.2179"
"2006","Craig Counsell","52","ARI","103","415","372","95","73","14","4","4","56","30","31","0","47","9","1","2","1","15","8","0.255376344","0.074698795","0.113253012","0.659574468","0.255376344","0.326876513","0.346774193","0.673650706","0.091397849","0.282608695","41.8730915247237","-10.2094058037961","0.302704797530001","72.8198861127312","1.524752475","0.198113207","0.484276729","0.317610062","0.207920792","0.039603960","0.077922077","0.300000000","0.4726","0.3018","0.2256","0.1463","0.6707","0.1829"
"2006","Steve Finley","54","SFG","129","481","426","105","66","21","12","6","66","40","46","2","55","2","4","3","6","7","0","0.246478873","0.095634095","0.114345114","0.836363636","0.246478873","0.320083682","0.394366197","0.714449879","0.147887324","0.268292682","51.8365819545903","-8.5289149490676","0.310745297610259","81.8846423509367","1.187500000","0.150943396","0.460916442","0.388140161","0.187500000","0.041666666","0.064327485","0.285714285","0.5159","0.3492","0.1349","0.0873","0.6349","0.2778"
"2006","Luis Gonzalez","55","ARI","153","668","586","159","90","52","2","15","93","73","69","10","58","7","6","0","14","0","1","0.271331058","0.103293413","0.086826347","1.189655172","0.271331058","0.351796407","0.443686006","0.795482413","0.172354948","0.277456647","89.1063737508454","5.27237805096285","0.340738414902818","97.6653867404594","0.981481481","0.195488721","0.398496240","0.406015037","0.143518518","0.069444444","0.037735849","0.500000000","0.4270","0.3446","0.2285","0.0936","0.6124","0.2940"
"2006","Jose Guillen","57","WSN","69","268","241","52","27","15","1","9","28","40","15","4","48","7","5","0","8","1","0","0.215767634","0.055970149","0.179104477","0.312500000","0.215767634","0.276119402","0.398340248","0.674459650","0.182572614","0.227513227","22.6701637976399","-10.9638344771632","0.283615450515892","68.4378825586034","0.910112359","0.141414141","0.409090909","0.449494949","0.067415730","0.101123595","0.049382716","0.000000000","0.4040","0.3737","0.2222","0.1162","0.6566","0.2273"
"2006","Damian Miller","65","MIL","101","376","331","83","49","28","0","6","34","38","33","7","86","4","5","3","11","0","0","0.250755287","0.087765957","0.228723404","0.383720930","0.250755287","0.321715817","0.389728096","0.711443913","0.138972809","0.315573770","38.5796387285249","-8.60835885104972","0.304702129031791","78.4779584524512","1.279069767","0.212851405","0.441767068","0.345381526","0.046511627","0.069767441","0.054545454","0.000000000","0.3320","0.3755","0.2925","0.0949","0.6126","0.2925"
"2006","Henry Blanco","81","CHC","72","261","241","64","41","15","2","6","23","37","14","1","38","0","2","4","8","0","0","0.265560165","0.053639846","0.145593869","0.368421052","0.265560165","0.303501945","0.419087136","0.722589081","0.153526971","0.291457286","27.8480615214152","-4.90743679844906","0.309491927735507","78.0139842933924","0.987179487","0.243902439","0.375609756","0.380487804","0.102564102","0.076923076","0.051948051","0.000000000","0.4402","0.3493","0.2105","0.0909","0.6459","0.2632"
"2006","Vinny Castilla","84","2 Tms","84","291","275","63","48","10","0","5","26","27","9","0","49","3","4","0","7","0","0","0.229090909","0.030927835","0.168384879","0.183673469","0.229090909","0.257731958","0.320000000","0.577731958","0.090909091","0.257777777","16.9412584023843","-19.5792397243609","0.252746376999465","51.0802078259845","1.068181818","0.208695652","0.408695652","0.382608695","0.090909090","0.056818181","0.053191489","0.000000000","0.3870","0.3957","0.2174","0.1087","0.6739","0.2174"
"2006","Rafael Furcal","88","LAD","159","736","654","196","140","32","9","15","113","63","73","3","98","1","3","5","7","37","13","0.299694189","0.099184782","0.133152173","0.744897959","0.299694189","0.369357045","0.444954128","0.814311173","0.145259939","0.332720588","106.8822475254","14.5142522632543","0.354582583183771","113.023572413431","1.711538461","0.209345794","0.499065420","0.291588785","0.064102564","0.096153846","0.063670411","0.344827586","0.3316","0.3830","0.2855","0.0940","0.6223","0.2837"
"2006","Marcus Giles","89","ATL","141","626","550","144","99","32","2","11","87","60","62","0","105","6","3","5","12","10","5","0.261818181","0.099041533","0.167731629","0.590476190","0.261818181","0.341384863","0.387272727","0.728657590","0.125454546","0.304347826","74.2927208375047","-4.27027513274451","0.323515466733831","90.9135859655826","1.168750000","0.220224719","0.420224719","0.359550561","0.031250000","0.068750000","0.064171122","0.375000000","0.3576","0.3576","0.2848","0.0861","0.6247","0.2892"
"2006","Wes Helms","94","FLA","121","278","240","79","45","19","5","10","30","47","21","1","55","6","5","6","7","0","4","0.329166666","0.075539568","0.197841726","0.381818181","0.329166666","0.389705882","0.575000000","0.964705882","0.245833334","0.383333333","52.2850418143443","17.3960436039142","0.404744214897226","146.124973615429","1.058823529","0.263157894","0.378947368","0.357894736","0.058823529","0.147058823","0.013888888","0.166666666","0.4643","0.2704","0.2653","0.1020","0.5816","0.3163"
"2006","Andruw Jones","96","ATL","156","669","565","148","78","29","0","41","107","129","82","9","127","13","9","0","13","4","1","0.261946902","0.122571001","0.189835575","0.645669291","0.261946902","0.363228699","0.530973451","0.894202150","0.269026549","0.263546798","108.772966761845","24.8134710683999","0.374913921229767","124.489680527541","0.946236559","0.190156599","0.393736017","0.416107382","0.155913978","0.220430107","0.039772727","0.000000000","0.5369","0.3311","0.1320","0.0828","0.5414","0.3758"
"2006","Chipper Jones","97","ATL","110","477","411","133","76","28","3","26","87","86","61","4","73","1","4","0","12","6","1","0.323600973","0.127882599","0.153039832","0.835616438","0.323600973","0.408805031","0.596107055","1.004912086","0.272506082","0.338607594","96.5313579910981","36.667861061691","0.421477690433599","154.907511827755","1.029411764","0.192982456","0.409356725","0.397660818","0.029411764","0.191176470","0.064285714","0.000000000","0.3567","0.3743","0.2690","0.0585","0.5965","0.3450"
"2006","Ryan Langerhans","98","ATL","117","369","315","76","50","16","3","7","46","28","50","8","91","3","1","0","9","1","2","0.241269841","0.135501355","0.246612466","0.549450549","0.241269841","0.349593495","0.377777777","0.727371272","0.136507936","0.316513761","42.0168298423406","-4.29266778229506","0.317883396743077","87.2344303091789","1.097560975","0.211009174","0.412844036","0.376146788","0.097560975","0.085365853","0.044444444","0.428571428","0.4667","0.3156","0.2178","0.0978","0.6489","0.2533"
"2006","Javy Lopez","103","2 Tms","93","364","342","86","57","20","1","8","36","35","20","0","76","2","0","0","10","0","0","0.251461988","0.054945054","0.208791208","0.263157894","0.251461988","0.296703296","0.385964912","0.682668208","0.134502924","0.302325581","35.2749542061128","-10.4070434507094","0.298034775879357","73.7994823098151","1.279569892","0.203007518","0.447368421","0.349624060","0.118279569","0.086021505","0.033613445","0.000000000","0.4286","0.3346","0.2368","0.1466","0.5865","0.2669"
"2006","Jeff Conine","131","2 Tms","134","539","489","131","91","26","4","10","54","66","40","4","65","4","5","1","13","3","2","0.267893660","0.074211502","0.120593692","0.615384615","0.267893660","0.325278810","0.398773006","0.724051816","0.130879346","0.288782816","59.5103901097426","-8.13410642055185","0.313849188973395","84.1922499508564","1.328859060","0.187353629","0.463700234","0.348946135","0.100671140","0.067114093","0.060606060","0.000000000","0.3869","0.3403","0.2727","0.0886","0.6503","0.2611"
"2006","Jay Gibbons","141","BAL","90","378","343","95","59","23","0","13","34","46","32","2","48","2","1","0","12","0","0","0.276967930","0.084656084","0.126984126","0.666666666","0.276967930","0.341269841","0.457725947","0.798995788","0.180758017","0.289752650","51.491976209787","4.05297864308706","0.344050180563267","104.699458689882","0.830882352","0.158783783","0.381756756","0.459459459","0.169117647","0.095588235","0.053097345","0.000000000","0.4155","0.3480","0.2365","0.1385","0.5777","0.2838"
"2006","Gary Matthews Jr.","153","TEX","147","690","620","194","125","44","6","19","102","79","58","5","99","4","8","0","8","10","7","0.312903225","0.084057971","0.143478260","0.585858585","0.312903225","0.371014492","0.495161290","0.866175782","0.182258065","0.343137254","108.958212900633","22.3632173423713","0.369436110023164","118.335743822242","1.685534591","0.188212927","0.509505703","0.302281368","0.094339622","0.119496855","0.070895522","0.333333333","0.4026","0.3270","0.2703","0.1155","0.5682","0.3163"
"2006","Melvin Mora","157","BAL","155","705","624","171","130","25","0","16","96","83","54","1","99","14","7","6","9","11","1","0.274038461","0.076595744","0.140425531","0.545454545","0.274038461","0.341917024","0.391025641","0.732942665","0.116987180","0.300387596","83.8808185253828","-4.59667693631956","0.323868271870736","91.3516674469767","0.966824644","0.200385356","0.393063583","0.406551059","0.109004739","0.075829383","0.073529411","0.421052631","0.4108","0.3439","0.2454","0.1245","0.6097","0.2658"
"2006","Brian Roberts","166","BAL","138","630","563","161","114","34","3","10","85","55","55","4","66","0","5","6","16","36","7","0.285968028","0.087301587","0.104761904","0.833333333","0.285968028","0.346709470","0.410301953","0.757011423","0.124333925","0.306910569","78.1104378878022","-0.95455805669776","0.329726500830858","95.2261482210272","1.224719101","0.209580838","0.435129740","0.355289421","0.028089887","0.056179775","0.041284403","0.000000000","0.3780","0.3248","0.2972","0.0512","0.6555","0.2933"
"2006","Johnny Damon","185","NYY","148","671","593","169","105","35","5","24","115","80","67","1","85","4","5","2","4","25","10","0.284991568","0.099850968","0.126676602","0.788235294","0.284991568","0.358744394","0.482293423","0.841037817","0.197301855","0.296523517","101.513559946688","17.3030642661176","0.361683394826815","117.387907934696","1.040000000","0.190476190","0.412698412","0.396825396","0.145000000","0.120000000","0.067307692","0.363636363","0.4019","0.3262","0.2718","0.1553","0.6078","0.2369"
"2006","Nomar Garciaparra","190","LAD","122","523","469","142","89","31","2","20","82","93","42","9","30","8","4","0","15","3","0","0.302771855","0.080305927","0.057361376","1.400000000","0.302771855","0.367112810","0.505330490","0.872443300","0.202558635","0.288416075","82.1904298452538","16.5539332119626","0.368548199824322","122.146626200511","0.923913043","0.200902934","0.383747178","0.415349887","0.092391304","0.108695652","0.047058823","0.000000000","0.4424","0.3296","0.2280","0.0722","0.6230","0.3047"
"2006","Shea Hillenbrand","196","2 Tms","139","566","530","147","98","27","1","21","73","68","21","2","80","9","6","0","22","1","2","0.277358490","0.037102473","0.141342756","0.262500000","0.277358490","0.312720848","0.450943396","0.763664244","0.173584906","0.289655172","68.2857964503762","-2.74719990611105","0.32573241999386","92.1400294225794","1.324840764","0.199561403","0.456140350","0.344298245","0.121019108","0.133757961","0.052884615","0.000000000","0.4167","0.3816","0.2018","0.1272","0.5877","0.2851"
"2006","Doug Mirabelli","202","2 Tms","65","202","183","35","22","7","0","6","13","25","15","0","59","4","0","0","2","0","0","0.191256830","0.074257425","0.292079207","0.254237288","0.191256830","0.267326732","0.327868852","0.595195584","0.136612022","0.245762711","13.9794882748985","-11.3715104247666","0.265607725570698","51.5700837752505","0.813559322","0.137096774","0.387096774","0.475806451","0.186440677","0.101694915","0.020833333","0.000000000","0.3871","0.4194","0.1935","0.1048","0.6371","0.2581"
"2006","Trot Nixon","204","BOS","114","453","381","102","70","24","0","8","59","52","60","1","56","7","5","0","10","0","2","0.267716535","0.132450331","0.123620309","1.071428571","0.267716535","0.373068432","0.393700787","0.766769219","0.125984252","0.291925465","61.0702570479037","4.21875996400136","0.342400691282433","100.995678112035","0.895833333","0.172727272","0.390909090","0.436363636","0.090277777","0.055555555","0.046511627","0.000000000","0.4455","0.3455","0.2091","0.0606","0.6848","0.2545"
"2006","Manny Ramirez","210","BOS","130","558","449","144","81","27","1","35","79","102","100","16","102","1","8","0","13","0","1","0.320712694","0.179211469","0.182795698","0.980392156","0.320712694","0.439068100","0.619153674","1.058221774","0.298440980","0.340625000","119.842040293773","49.8130438857872","0.43599043308149","162.89350725411","0.852348993","0.222535211","0.357746478","0.419718309","0.053691275","0.234899328","0.039370078","0.000000000","0.4479","0.2930","0.2592","0.0620","0.5465","0.3915"
"2006","Jason Varitek","217","BOS","102","416","365","87","54","19","2","12","46","55","46","7","87","2","2","1","10","1","2","0.238356164","0.110576923","0.209134615","0.528735632","0.238356164","0.325301204","0.400000000","0.725301204","0.161643836","0.279850746","45.4281991605237","-6.77979816155886","0.312423827163145","81.1697572599959","1.198113207","0.167857142","0.453571428","0.378571428","0.075471698","0.113207547","0.039370078","0.000000000","0.3950","0.3665","0.2384","0.0747","0.6619","0.2633"
"2006","Joe Borchard","224","2 Tms","113","270","239","55","37","7","1","10","33","28","28","3","69","3","0","0","5","0","3","0.230125523","0.103703703","0.255555555","0.405797101","0.230125523","0.318518518","0.393305439","0.711823957","0.163179916","0.281250000","28.9442978470334","-4.9407004148952","0.310037786148014","84.3366019403113","1.438596491","0.182352941","0.482352941","0.335294117","0.122807017","0.175438596","0.048780487","0.000000000","0.4353","0.2706","0.2941","0.0588","0.6294","0.3118"
"2006","Royce Clayton","226","2 Tms","134","502","454","117","84","30","1","2","49","40","30","3","85","5","6","7","11","14","6","0.257709251","0.059760956","0.169322709","0.352941176","0.257709251","0.307070707","0.341409691","0.648480398","0.083700440","0.308310991","43.1107429684502","-19.8902538000244","0.285086143186422","67.5301312958263","1.931372549","0.196236559","0.529569892","0.274193548","0.078431372","0.019607843","0.065989847","0.200000000","0.3168","0.3691","0.3141","0.1440","0.6073","0.2487"
"2006","Joe Crede","227","CHW","149","586","544","154","93","31","0","30","76","94","28","1","58","7","7","0","18","0","2","0.283088235","0.047781569","0.098976109","0.482758620","0.283088235","0.322525597","0.505514705","0.828040302","0.222426470","0.267818574","82.6712893956669","9.12829316792566","0.349733056981339","105.561826860816","0.617529880","0.176470588","0.314401622","0.509127789","0.143426294","0.119521912","0.051612903","0.000000000","0.3935","0.3327","0.2738","0.1014","0.5781","0.3205"
"2006","Ray Durham","230","SFG","137","555","498","146","83","30","7","26","79","93","51","6","61","2","2","2","17","7","2","0.293172690","0.091891891","0.109909909","0.836065573","0.293172690","0.359855334","0.538152610","0.898007944","0.244979920","0.290556900","91.5000450464992","21.8475486192016","0.377576273363731","125.54204768681","1.225609756","0.164759725","0.459954233","0.375286041","0.103658536","0.158536585","0.034825870","0.250000000","0.4331","0.3220","0.2449","0.0884","0.6122","0.2993"
"2006","Tony Graffanino","235","2 Tms","128","511","456","125","82","33","3","7","68","59","45","1","68","5","1","4","10","5","4","0.274122807","0.088062622","0.133072407","0.661764705","0.274122807","0.345167652","0.405701754","0.750869406","0.131578947","0.308900523","63.679129236557","-0.451367473981858","0.33045473400312","95.9379248262676","1.025974025","0.191709844","0.409326424","0.398963730","0.123376623","0.045454545","0.082278481","0.142857142","0.3333","0.3511","0.3155","0.1170","0.6031","0.2799"
"2006","Paul Konerko","242","CHW","152","643","566","177","112","30","0","35","97","113","60","3","104","8","9","0","25","1","0","0.312720848","0.093312597","0.161741835","0.576923076","0.312720848","0.381026438","0.551236749","0.932263187","0.238515901","0.325688073","114.972031810507","34.2755359496924","0.393893724586815","134.768547658407","0.775000000","0.246284501","0.329087048","0.424628450","0.085000000","0.175000000","0.038709677","0.000000000","0.5244","0.2633","0.2123","0.0637","0.5520","0.3843"
"2006","Carlos Lee","243","2 Tms","161","695","624","187","112","37","1","37","102","116","58","6","65","2","11","0","22","19","2","0.299679487","0.083453237","0.093525179","0.892307692","0.299679487","0.355395683","0.540064102","0.895459785","0.240384615","0.281425891","112.993400429985","25.7709049039099","0.374903814713045","123.452173241853","0.986956521","0.198245614","0.398245614","0.403508771","0.117391304","0.160869565","0.044052863","0.000000000","0.4298","0.3509","0.2193","0.1088","0.6000","0.2912"
"2006","Kenny Lofton","246","LAD","127","522","469","141","111","15","12","3","79","41","45","1","42","0","2","6","16","32","5","0.300639658","0.086206896","0.080459770","1.071428571","0.300639658","0.360465116","0.402985074","0.763450190","0.102345416","0.323943661","67.5862205031365","2.07522386340797","0.336153305271297","100.984627196765","1.342857142","0.217183770","0.448687350","0.334128878","0.050000000","0.021428571","0.074468085","0.437500000","0.3471","0.3448","0.3080","0.1149","0.6621","0.2230"
"2006","Magglio Ordonez","248","DET","155","646","593","177","120","32","1","24","82","104","45","3","87","4","4","0","13","1","4","0.298482293","0.069659442","0.134674922","0.517241379","0.298482293","0.349845201","0.477234401","0.827079602","0.178752108","0.314814814","93.8170808740324","12.7440850325292","0.354591050934087","112.526225397395","1.187500000","0.176470588","0.447058823","0.376470588","0.098958333","0.125000000","0.030701754","0.000000000","0.3902","0.3137","0.2961","0.0902","0.6176","0.2922"
"2006","Aaron Rowand","254","PHI","107","445","405","106","67","24","3","12","59","47","18","2","76","18","2","2","13","10","4","0.261728395","0.040449438","0.170786516","0.236842105","0.261728395","0.320541760","0.424691358","0.745233118","0.162962963","0.294670846","52.497760706677","-3.34973642872373","0.322689133841975","87.8131217834112","1.306306306","0.219512195","0.442073170","0.338414634","0.108108108","0.108108108","0.103448275","0.000000000","0.3994","0.3544","0.2462","0.1231","0.5856","0.2913"
"2006","Frank Thomas","255","OAK","137","559","466","126","76","11","0","39","77","114","81","3","81","6","6","0","13","0","0","0.270386266","0.144901610","0.144901610","1.000000000","0.270386266","0.381037567","0.545064377","0.926101944","0.274678111","0.247159090","98.8896391877642","28.7351427862158","0.391668499373704","139.195839658048","0.415178571","0.189258312","0.237851662","0.572890025","0.151785714","0.174107142","0.021505376","0.000000000","0.4757","0.3120","0.2123","0.0665","0.6036","0.3299"
"2006","Jose Valentin","256","NYM","137","432","384","104","59","24","3","18","56","62","37","5","71","0","6","5","5","6","2","0.270833333","0.085648148","0.164351851","0.521126760","0.270833333","0.330210772","0.489583333","0.819794105","0.218750000","0.285714285","58.7408178234152","4.5248206043295","0.343759847619522","106.413148713057","0.586826347","0.156050955","0.312101910","0.531847133","0.173652694","0.107784431","0.071428571","0.100000000","0.4506","0.2901","0.2593","0.1080","0.5926","0.2994"
"2006","Moises Alou","261","SFG","98","378","345","104","56","25","1","22","52","74","28","2","31","1","4","0","15","2","1","0.301449275","0.074074074","0.082010582","0.903225806","0.301449275","0.351851851","0.571014492","0.922866343","0.269565217","0.277027027","64.8312239968661","17.3922264301661","0.385355616820619","130.623911997713","1.015873015","0.201257861","0.402515723","0.396226415","0.055555555","0.174603174","0.070312500","0.000000000","0.5723","0.3113","0.1164","0.1038","0.5818","0.3145"
"2006","Mark Bellhorn","264","SDP","109","288","253","48","27","11","2","8","26","27","32","0","90","2","1","0","3","0","0","0.189723320","0.111111111","0.312500000","0.355555555","0.189723320","0.284722222","0.343873517","0.628595739","0.154150197","0.256410256","23.5093735933759","-12.6346245526812","0.280150339214338","70.2474808570796","0.695121951","0.152439024","0.347560975","0.500000000","0.182926829","0.097560975","0.070175438","0.000000000","0.3963","0.3232","0.2805","0.1341","0.5488","0.3171"
"2006","Corey Patterson","300","BAL","129","499","463","128","88","19","5","16","75","53","21","5","94","5","1","8","0","45","9","0.276457883","0.042084168","0.188376753","0.223404255","0.276457883","0.314285714","0.442764578","0.757050292","0.166306695","0.316384180","58.5936004880288","-4.03089629975766","0.32204483661455","90.1456946366084","0.977777777","0.207715133","0.391691394","0.400593471","0.177777777","0.118518518","0.083333333","0.512195121","0.5503","0.2857","0.1640","0.1111","0.6111","0.2778"
"2006","Aaron Boone","311","CLE","101","392","354","89","62","19","1","7","50","46","27","1","62","6","1","4","4","5","4","0.251412429","0.068877551","0.158163265","0.435483870","0.251412429","0.314432989","0.370056497","0.684489486","0.118644068","0.286713286","39.3573192156891","-9.83867826088865","0.302122255012355","78.5612746187386","0.921739130","0.240549828","0.364261168","0.395189003","0.173913043","0.060869565","0.037735849","0.166666666","0.4781","0.3098","0.2121","0.1347","0.5892","0.2761"
"2006","Ben Broussard","312","2 Tms","140","465","432","125","83","21","0","21","61","63","26","3","103","3","4","0","8","2","1","0.289351851","0.055913978","0.221505376","0.252427184","0.289351851","0.331182795","0.483796296","0.814979091","0.194444445","0.333333333","63.9950183613666","5.63752135471182","0.34583227742802","108.473230198112","0.992592592","0.192192192","0.402402402","0.405405405","0.111111111","0.155555555","0.037313432","0.000000000","0.4114","0.3303","0.2583","0.1051","0.5646","0.3303"
"2006","Sean Casey","314","2 Tms","111","440","397","108","78","22","0","8","47","59","33","9","43","7","3","0","10","0","1","0.272040302","0.075000000","0.097727272","0.767441860","0.272040302","0.336363636","0.387909319","0.724272955","0.115869017","0.286532951","48.0129325992677","-7.20706456831956","0.312326325894508","84.7819655911727","1.350427350","0.229691876","0.442577030","0.327731092","0.068376068","0.068376068","0.031645569","0.000000000","0.3978","0.3249","0.2773","0.0924","0.6190","0.2885"
"2006","Juan Castro","315","2 Tms","91","264","251","63","47","10","3","3","18","28","11","0","36","0","1","1","6","1","2","0.250996015","0.041666666","0.136363636","0.305555555","0.250996015","0.281368821","0.350597609","0.631966430","0.099601594","0.281690140","20.595178512789","-12.5368197877634","0.276021413930015","60.4033896341402","1.666666666","0.214953271","0.490654205","0.294392523","0.126984126","0.047619047","0.028571428","0.000000000","0.3502","0.3088","0.3410","0.1244","0.6866","0.1889"
"2006","Adam Dunn","319","CIN","160","683","561","131","67","24","0","40","99","92","112","12","194","6","3","1","8","7","0","0.233511586","0.163982430","0.284040995","0.577319587","0.233511586","0.365102639","0.490196078","0.855298717","0.256684492","0.275757575","104.299780316918","18.5832847135946","0.363347061445464","114.729923024203","0.572222222","0.235135135","0.278378378","0.486486486","0.083333333","0.222222222","0.009708737","0.000000000","0.4663","0.3315","0.2022","0.1132","0.5229","0.3639"
"2006","Juan Encarnacion","320","STL","151","598","557","155","106","25","5","19","74","79","30","6","86","4","6","1","11","6","5","0.278276481","0.050167224","0.143812709","0.348837209","0.278276481","0.316582914","0.443447037","0.760029951","0.165170556","0.296943231","70.3574564100758","-4.69153974041782","0.32231705079829","92.5422134489393","1.317073170","0.200000000","0.454736842","0.345263157","0.176829268","0.115853658","0.069444444","0.000000000","0.4100","0.3661","0.2238","0.1381","0.6172","0.2448"
"2006","Ken Griffey Jr.","327","CIN","109","472","428","108","62","19","0","27","62","72","39","6","78","2","3","0","13","0","0","0.252336448","0.082627118","0.165254237","0.500000000","0.252336448","0.315677966","0.485981308","0.801659274","0.233644860","0.248466257","61.2237856050929","1.98778864349932","0.336429414447285","97.145941757456","0.986666666","0.148571428","0.422857142","0.428571428","0.093333333","0.180000000","0.060810810","0.666666666","0.4731","0.3229","0.2040","0.1076","0.5637","0.3286"
