"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","playerid"
"Miguel Montero","Diamondbacks","70","207","5","24","18","0","9.2 %","23.7 %",".179",".321",".255",".330",".435",".330","92","0.6","-1.4","-1.0","0.4","24","3364"
"Frank Catalanotto","Rangers","88","278","2","28","21","1","7.2 %","10.4 %",".125",".303",".274",".342",".399",".330","96","0.2","-1.2","-11.4","-0.3","34","1241"
"Luis Gonzalez","Marlins","136","387","8","30","47","1","10.6 %","11.1 %",".152",".275",".261",".336",".413",".330","96","-5.1","-7.0","-13.1","-0.8","40","55"
"Mark Grudzielanek","Royals","86","360","3","36","24","2","5.3 %","11.4 %",".100",".332",".299",".345",".399",".329","97","-0.3","-1.8","3.7","1.4","38","653"
"Alberto Callaspo","Royals","74","234","0","21","16","2","8.1 %","6.0 %",".066",".325",".305",".361",".371",".329","96","-0.3","-1.4","4.8","1.1","25","3336"
"Omar Infante","Braves","96","348","3","45","40","0","6.3 %","12.6 %",".123",".327",".293",".338",".416",".329","98","-0.1","-1.1","-3.2","0.7","26","1609"
"Bengie Molina","Giants","145","569","16","46","95","0","3.3 %","6.7 %",".153",".285",".292",".322",".445",".329","96","-10.8","-13.6","11.6","1.6","33","24"
"Jose Lopez","Mariners","159","687","17","80","89","6","3.9 %","9.8 %",".146",".306",".297",".322",".443",".329","102","-1.4","0.3","-1.9","2.2","24","3114"
"Frank Thomas","- - -","71","289","8","27","30","0","13.5 %","19.7 %",".134",".280",".240",".349",".374",".329","101","-5.6","-5.4","-7.5","-0.3","40","255"
"Chris Young","Diamondbacks","160","699","22","85","85","14","8.9 %","23.6 %",".195",".300",".248",".315",".443",".329","91","5.4","-2.5","2.6","2.3","24","3882"
"Chris Coste","Phillies","98","305","9","28","36","0","5.2 %","16.7 %",".161",".292",".263",".325",".423",".328","95","-2.7","-4.7","5.5","1.1","35","7243"
"Ichiro Suzuki","Mariners","162","749","6","103","42","43","6.8 %","8.7 %",".076",".334",".310",".361",".386",".328","102","10.3","11.9","4.9","4.2","34","1101"
"Michael Young","Rangers","155","708","12","102","82","10","7.8 %","15.4 %",".118",".323",".284",".339",".402",".328","95","2.1","-2.6","1.9","2.3","31","1286"
"Aaron Rowand","Giants","152","611","13","57","70","2","7.2 %","20.6 %",".138",".329",".271",".339",".410",".328","96","-3.7","-7.1","-4.4","0.8","30","254"
"Kosuke Fukudome","Cubs","150","590","10","79","58","12","13.7 %","17.6 %",".122",".304",".257",".359",".379",".328","91","3.3","-3.7","-1.1","1.4","31","3263"
"Jeff Kent","Dodgers","121","474","12","42","59","0","5.3 %","11.0 %",".139",".294",".280",".327",".418",".328","98","-2.0","-3.5","-8.7","0.3","40","1119"
"Howie Kendrick","Angels","92","361","3","43","37","11","3.3 %","16.1 %",".115",".357",".306",".333",".421",".327","98","2.6","1.6","4.2","1.8","24","4229"
"Garret Anderson","Angels","145","593","15","66","84","7","4.9 %","13.0 %",".140",".314",".293",".325",".433",".327","98","-2.4","-4.1","-2.5","1.4","36","2"
"Nick Swisher","White Sox","153","588","24","86","69","3","13.9 %","23.0 %",".191",".249",".219",".332",".410",".327","93","-0.9","-6.0","-3.0","1.1","27","4599"
"Mark Loretta","Astros","101","297","4","27","38","0","9.8 %","10.1 %",".103",".297",".280",".350",".383",".327","97","-0.5","-1.7","4.8","1.3","36","1383"
"Yadier Molina","Cardinals","124","485","7","37","56","0","6.6 %","6.0 %",".088",".310",".304",".349",".392",".326","97","-7.9","-9.7","18.7","2.5","25","7007"
"Akinori Iwamura","Rays","152","707","6","91","48","8","9.9 %","18.5 %",".105",".337",".274",".349",".380",".326","99","1.9","0.8","4.9","3.0","29","7781"
"Jed Lowrie","Red Sox","81","306","2","34","46","1","11.4 %","22.2 %",".142",".328",".258",".339",".400",".326","92","-2.5","-5.4","10.7","1.6","24","4418"
"Matt Stairs","- - -","121","387","13","46","49","1","10.9 %","23.3 %",".157",".304",".252",".341",".409",".325","96","-0.9","-2.9","-13.2","-0.3","40","1384"
"Brandon Boggs","Rangers","101","334","8","30","41","3","13.2 %","27.8 %",".173",".303",".226",".333",".399",".325","93","1.3","-1.7","0.0","1.0","25","8021"
"Rich Aurilia","Giants","140","440","10","33","52","1","6.8 %","12.7 %",".130",".306",".283",".332",".413",".325","94","-2.8","-6.3","-4.5","0.4","36","1106"
"Ryan Sweeney","Athletics","115","433","5","53","45","9","8.8 %","15.5 %",".096",".330",".286",".350",".383",".325","99","3.5","3.0","4.1","2.2","23","6352"
"Corey Hart","Brewers","157","657","20","76","91","23","4.1 %","16.6 %",".191",".293",".268",".300",".459",".325","95","2.2","-2.1","-11.2","0.8","26","1945"
"Felipe Lopez","- - -","143","532","6","64","46","8","8.1 %","15.4 %",".104",".328",".283",".343",".387",".325","94","-3.5","-7.3","-5.7","0.4","28","1311"
"Adam Lind","Blue Jays","88","349","9","48","40","2","4.6 %","16.9 %",".156",".317",".282",".316",".439",".324","95","1.0","-1.1","-11.3","0.0","24","8027"
"Jarrod Saltalamacchia","Rangers","61","230","3","27","26","0","13.5 %","32.2 %",".111",".385",".253",".352",".364",".324","92","-0.4","-2.8","-4.8","0.0","23","5557"
"Brandon Phillips","Reds","141","609","21","80","78","23","6.4 %","15.3 %",".181",".277",".261",".312",".442",".324","90","1.1","-6.2","14.3","2.8","27","791"
"Willy Aybar","Rays","95","362","10","33","33","2","8.8 %","12.2 %",".157",".266",".253",".327",".410",".323","97","-2.7","-3.9","5.3","1.4","25","2192"
"Lastings Milledge","Nationals","138","587","14","65","61","24","6.5 %","16.4 %",".134",".300",".268",".330",".402",".323","93","0.6","-4.8","-14.7","0.0","23","6441"
"Delmon Young","Twins","152","623","10","80","69","14","5.6 %","16.9 %",".115",".338",".290",".336",".405",".323","96","-0.5","-3.7","-27.0","-0.9","22","2140"
"Nick Punto","Twins","99","377","2","43","28","15","8.5 %","15.1 %",".098",".335",".284",".344",".382",".323","96","2.4","0.4","13.1","2.6","30","1429"
"Casey Kotchman","- - -","143","573","14","65","74","2","6.3 %","6.8 %",".137",".272",".272",".328",".410",".323","95","-6.9","-10.7","0.4","0.9","25","1930"
"Jacoby Ellsbury","Red Sox","145","609","9","98","47","50","6.7 %","13.1 %",".114",".312",".280",".336",".394",".323","91","9.2","2.1","18.8","4.2","24","4727"
"Kurt Suzuki","Athletics","148","588","7","54","42","2","7.5 %","11.7 %",".091",".310",".279",".346",".370",".322","97","-2.8","-5.0","17.1","3.2","24","8259"
"Brian Buscher","Twins","70","245","4","29","47","0","7.8 %","17.1 %",".096",".335",".294",".340",".390",".322","95","-0.7","-2.2","-3.0","0.3","27","6234"
"Gary Sheffield","Tigers","114","482","19","52","57","9","12.0 %","17.2 %",".175",".237",".225",".326",".400",".322","92","-3.1","-7.6","-11.5","-0.3","39","114"
"Mark Kotsay","- - -","110","436","6","45","49","2","7.3 %","10.3 %",".127",".298",".276",".329",".403",".321","92","-1.8","-6.2","-6.0","0.2","32","1042"
"Troy Tulowitzki","Rockies","101","421","8","48","46","1","9.0 %","13.3 %",".138",".289",".263",".332",".401",".321","83","-4.1","-13.3","4.4","0.5","23","3531"
"Billy Butler","Royals","124","478","11","44","55","0","6.9 %","11.9 %",".124",".294",".275",".324",".400",".320","90","-7.7","-13.4","-13.9","-1.1","22","7399"
"Asdrubal Cabrera","Indians","114","418","6","48","47","4","11.0 %","18.4 %",".108",".310",".259",".346",".366",".320","94","-2.0","-5.3","5.3","1.4","22","4962"
"Jeremy Hermida","Marlins","142","559","17","74","61","6","8.6 %","24.7 %",".157",".310",".249",".323",".406",".320","90","-0.8","-8.1","-10.5","0.0","24","7208"
"Jamey Carroll","Indians","113","402","1","60","36","7","8.5 %","16.2 %",".069",".336",".277",".355",".346",".320","93","5.1","1.8","2.8","1.8","34","1591"
"Gerald Laird","Rangers","95","381","6","54","41","2","6.0 %","16.5 %",".122",".319",".276",".329",".398",".320","89","1.6","-3.6","4.7","1.4","28","1698"
"Brendan Harris","Twins","130","490","7","57","49","1","8.0 %","20.0 %",".129",".322",".265",".327",".394",".319","93","-1.4","-5.6","-1.4","1.0","27","2178"
"Jose Guillen","Royals","153","633","20","66","97","2","3.6 %","16.7 %",".174",".291",".264",".300",".438",".319","90","-6.4","-14.5","-15.8","-0.9","32","57"
"Chris Duncan","Cardinals","76","257","6","26","27","2","13.2 %","20.2 %",".117",".297",".248",".346",".365",".319","92","-3.3","-5.9","-6.2","-0.4","27","2722"
"Brandon Moss","- - -","79","263","8","19","34","1","8.0 %","26.6 %",".191",".307",".246",".304",".436",".318","90","-1.5","-5.0","2.6","0.6","24","4467"
"Blake DeWitt","Dodgers","117","421","9","45","52","3","10.7 %","16.2 %",".120",".297",".264",".344",".383",".318","91","1.0","-3.7","5.9","1.6","22","7485"
"Gregg Zaun","Blue Jays","86","288","6","29","30","2","13.2 %","13.2 %",".122",".257",".237",".340",".359",".317","90","-1.5","-4.9","4.1","0.9","37","580"
"Miguel Tejada","Astros","158","666","13","92","66","7","3.6 %","10.8 %",".131",".302",".283",".314",".415",".317","90","-5.7","-13.7","16.9","2.5","34","941"
"Kevin Millar","Orioles","145","610","20","73","72","0","11.6 %","15.2 %",".160",".245",".234",".323",".394",".317","88","-5.3","-14.5","-8.3","-0.2","36","529"
"Edgar Gonzalez","Padres","111","353","7","38","33","1","7.1 %","21.5 %",".111",".337",".274",".329",".385",".317","96","-3.2","-4.8","0.3","0.7","30","2963"
"Kevin Kouzmanoff","Padres","154","668","23","71","84","0","3.4 %","20.8 %",".173",".297",".260",".299",".433",".316","96","0.0","-3.3","4.0","2.2","26","5995"
"Chone Figgins","Angels","116","520","1","72","22","34","11.9 %","15.4 %",".042",".333",".276",".367",".318",".316","91","7.5","1.4","13.3","3.2","30","1580"
"Gregor Blanco","Braves","144","519","1","52","38","13","14.3 %","19.1 %",".058",".321",".251",".366",".309",".315","89","3.7","-3.5","-1.4","1.2","24","3123"
"Marco Scutaro","Blue Jays","145","592","7","76","60","7","9.6 %","11.0 %",".089",".290",".267",".341",".356",".315","89","-0.5","-8.4","17.9","3.0","32","1555"
"Alexi Casilla","Twins","98","437","7","58","50","7","7.1 %","10.3 %",".094",".298",".281",".333",".374",".315","90","3.2","-2.0","1.4","1.4","23","5248"
"A.J. Pierzynski","White Sox","134","570","13","66","60","1","3.3 %","12.5 %",".135",".300",".281",".312",".416",".315","85","-5.4","-16.0","6.5","1.0","31","746"
"Carl Crawford","Rays","109","482","8","69","57","25","6.2 %","12.4 %",".126",".297",".273",".319",".400",".315","91","5.1","-0.1","11.1","2.7","26","1201"
"Julio Lugo","Red Sox","82","307","1","27","22","12","11.1 %","16.6 %",".061",".322",".268",".355",".330",".315","85","-3.2","-8.9","1.9","0.3","32","565"
"Richie Sexson","- - -","96","327","12","29","36","1","13.1 %","26.3 %",".161",".269",".221",".321",".382",".314","92","-2.5","-5.8","-16.1","-1.1","33","709"
"Emmanuel Burriss","Giants","95","274","1","37","18","13","8.4 %","8.8 %",".046",".310",".283",".357",".329",".314","86","2.7","-2.0","0.9","0.8","23","2917"
"Orlando Cabrera","White Sox","161","730","8","93","57","19","7.7 %","9.7 %",".089",".301",".281",".334",".371",".314","85","-0.3","-14.2","22.1","3.3","33","766"
"David Eckstein","- - -","94","376","2","32","27","2","8.2 %","8.5 %",".083",".287",".265",".343",".349",".314","87","-1.1","-7.1","-6.3","-0.1","33","10"
"Chad Tracy","Diamondbacks","88","292","8","25","39","0","5.5 %","16.8 %",".147",".298",".267",".308",".414",".313","81","0.0","-6.9","-8.5","-0.6","28","1888"
"Ivan Rodriguez","- - -","115","429","7","44","35","10","5.4 %","15.6 %",".118",".316",".276",".319",".394",".313","87","-1.2","-8.0","6.7","1.3","36","1275"
"Mark Teahen","Royals","149","623","15","66","59","4","7.4 %","21.0 %",".147",".306",".255",".313",".402",".313","86","0.2","-10.9","-13.8","-0.3","26","4511"
"David Dellucci","Indians","113","375","11","41","47","3","6.4 %","20.3 %",".167",".273",".238",".307",".405",".312","88","-0.5","-5.9","-7.4","0.0","34","1402"
"Jose Bautista","- - -","128","424","15","45","54","1","9.4 %","21.5 %",".168",".272",".238",".313",".405",".312","86","-3.2","-10.5","-2.4","0.1","27","1887"
"Adam Jones","Orioles","132","514","9","61","57","10","4.5 %","21.0 %",".130",".329",".270",".311",".400",".312","84","-0.6","-10.5","7.8","1.5","22","6368"
"Ramon Hernandez","Orioles","133","507","15","49","65","0","6.3 %","12.2 %",".149",".265",".257",".308",".406",".311","84","-3.4","-13.5","5.2","0.9","32","918"
"Robinson Cano","Yankees","159","634","14","70","72","2","4.1 %","10.3 %",".139",".283",".271",".305",".410",".311","86","-1.8","-12.6","-8.8","0.0","25","3269"
"Maicer Izturis","Angels","79","321","3","44","37","11","8.1 %","8.4 %",".093",".286",".269",".329",".362",".310","86","0.0","-5.4","7.6","1.3","27","2437"
"Mark Ellis","Athletics","117","507","12","55","41","14","10.5 %","12.8 %",".140",".248",".233",".321",".373",".310","89","1.5","-5.5","16.4","2.8","31","1443"
"Brian Schneider","Mets","110","384","9","30","38","0","10.9 %","13.8 %",".110",".280",".257",".339",".367",".310","86","-4.2","-10.8","5.5","0.7","31","795"
"Victor Martinez","Indians","73","294","2","30","35","0","8.2 %","10.9 %",".086",".306",".278",".337",".365",".309","86","-2.5","-7.5","4.6","0.7","29","393"
"Michael Cuddyer","Twins","71","279","3","30","36","5","9.0 %","14.3 %",".120",".286",".249",".330",".369",".309","86","-1.5","-6.2","-6.1","-0.3","29","1534"
"Damion Easley","Mets","113","347","6","33","44","0","5.5 %","11.0 %",".101",".287",".269",".322",".370",".309","86","-3.2","-9.5","-1.8","0.0","38","464"
"Edgar Renteria","Tigers","138","547","10","69","55","6","6.8 %","11.7 %",".111",".290",".270",".317",".382",".309","84","-1.6","-12.6","5.1","1.1","31","1178"
"Craig Counsell","Brewers","110","302","1","31","14","3","15.2 %","13.9 %",".077",".266",".226",".355",".302",".309","84","1.2","-4.7","2.3","0.7","37","52"
"John Bowker","Giants","111","350","10","31","43","1","5.4 %","21.1 %",".153",".299",".255",".300",".408",".309","83","-3.0","-10.5","-8.8","-0.8","24","8276"
"Erick Aybar","Angels","98","375","3","53","39","7","3.7 %","12.0 %",".107",".311",".277",".314",".384",".309","86","4.7","-2.0","9.8","2.1","24","4082"
"Miguel Olivo","Royals","84","317","12","29","41","7","2.2 %","25.9 %",".190",".310",".255",".278",".444",".309","83","-0.6","-7.5","3.1","0.6","29","1638"
"Jason Bartlett","Rays","128","494","1","48","37","20","4.5 %","14.0 %",".075",".332",".286",".329",".361",".308","87","2.3","-5.7","7.2","1.8","28","8219"
"Aaron Hill","Blue Jays","55","229","2","19","20","4","7.0 %","13.5 %",".098",".301",".263",".324",".361",".308","84","1.0","-3.4","1.8","0.6","26","6104"
"Rod Barajas","Blue Jays","104","377","11","44","49","0","4.5 %","16.2 %",".160",".270",".249",".294",".410",".308","84","-4.4","-11.8","12.6","1.4","32","45"
"Juan Rivera","Angels","89","280","12","31","45","1","5.7 %","11.8 %",".191",".233",".246",".282",".438",".307","85","-2.3","-7.6","-11.6","-1.0","29","843"
"Luis Castillo","Mets","87","359","3","46","28","17","13.9 %","9.7 %",".060",".267",".245",".355",".305",".307","84","2.6","-4.5","-3.5","0.4","32","513"
"Pedro Feliz","Phillies","133","463","14","43","58","0","7.1 %","11.7 %",".153",".256",".249",".302",".402",".307","81","-3.1","-14.3","12.0","1.3","33","1112"
"Franklin Gutierrez","Indians","134","440","8","54","41","9","6.1 %","19.8 %",".135",".297",".248",".307",".383",".305","84","-0.2","-9.0","15.2","2.1","25","3255"
"Jesus Flores","Nationals","90","324","8","23","59","0","4.6 %","24.1 %",".146",".315",".256",".296",".402",".304","80","-3.7","-11.9","3.1","0.2","23","4166"
"Ronny Cedeno","Cubs","99","236","2","36","28","4","7.6 %","17.4 %",".083",".324",".269",".328",".352",".303","74","-1.8","-9.4","2.1","0.0","25","2179"
"Daric Barton","Athletics","140","523","9","59","47","2","12.4 %","18.9 %",".121",".270",".226",".327",".348",".303","84","4.8","-5.5","-5.9","0.6","22","5928"
"Geoff Blum","Astros","114","356","14","36","53","1","5.9 %","15.2 %",".178",".242",".240",".287",".418",".303","81","-0.9","-9.4","9.1","1.1","35","550"
"Gary Matthews Jr.","Angels","127","477","8","53","46","8","9.4 %","19.9 %",".115",".292",".242",".319",".357",".303","81","-1.1","-12.1","-12.9","-0.9","33","153"
"Adam Kennedy","Cardinals","115","365","2","42","36","7","5.8 %","11.8 %",".091",".312",".280",".321",".372",".302","81","1.8","-6.7","9.2","1.4","32","19"
"Luis Rodriguez","Padres","64","225","0","22","12","1","5.8 %","5.8 %",".064",".302",".287",".326",".351",".302","87","-1.2","-4.9","-0.6","0.2","28","2364"
"Yuniesky Betancourt","Mariners","153","590","7","66","51","4","2.9 %","7.1 %",".113",".289",".279",".300",".392",".302","84","-3.8","-15.4","-4.0","0.1","26","8585"
"Bill Hall","Brewers","128","448","15","50","55","5","8.3 %","27.7 %",".171",".284",".225",".293",".396",".301","79","2.4","-9.1","1.7","0.7","28","1605"
"Yorvit Torrealba","Rockies","70","261","6","19","31","0","4.6 %","16.9 %",".148",".275",".246",".293",".394",".301","70","-4.7","-14.6","6.4","0.0","29","1135"
"Alfredo Amezaga","Marlins","125","337","3","41","32","8","5.6 %","13.9 %",".103",".303",".264",".312",".367",".301","77","2.4","-7.1","8.0","1.2","30","1"
"Jason Varitek","Red Sox","131","483","13","37","43","0","10.8 %","25.3 %",".139",".276",".220",".313",".359",".301","76","-3.4","-17.8","9.4","0.8","36","217"
"Juan Uribe","White Sox","110","353","7","38","40","1","6.2 %","18.1 %",".139",".287",".247",".296",".386",".301","75","-0.4","-11.1","2.1","0.3","29","454"
"Jeremy Reed","Mariners","97","312","2","30","31","2","5.8 %","12.2 %",".091",".301",".269",".314",".360",".300","83","1.1","-5.5","-2.8","0.2","27","4730"
"Aaron Boone","Nationals","104","255","6","23","28","0","7.1 %","20.4 %",".142",".284",".241",".299",".384",".300","77","-1.1","-8.3","-1.2","-0.1","35","311"
"Emil Brown","Athletics","117","438","13","48","59","4","6.2 %","14.8 %",".142",".259",".244",".297",".386",".299","81","-3.2","-13.2","-4.7","-0.3","33","1197"
"Brandon Inge","Tigers","113","407","11","41","51","4","10.6 %","23.1 %",".164",".244",".205",".303",".369",".299","77","0.4","-11.1","6.3","0.9","31","470"
"Geoff Jenkins","Phillies","115","322","9","27","29","1","7.5 %","21.1 %",".147",".286",".246",".301",".392",".299","75","0.3","-9.7","2.8","0.3","33","690"
"Augie Ojeda","Diamondbacks","105","272","0","27","17","0","9.6 %","8.8 %",".056",".269",".242",".343",".299",".298","71","-0.2","-10.2","5.1","0.4","33","297"
"John Buck","Royals","109","418","9","48","48","0","9.1 %","23.0 %",".141",".275",".224",".304",".365",".297","75","-1.8","-14.8","2.4","0.2","27","2041"
"Eugenio Velez","Giants","98","292","1","32","30","15","4.8 %","13.7 %",".120",".302",".262",".299",".382",".296","74","-1.1","-10.5","-1.8","-0.3","26","3893"
"Juan Pierre","Dodgers","119","406","1","44","28","40","5.4 %","5.9 %",".045",".299",".283",".327",".328",".296","76","5.8","-6.2","-6.9","0.0","30","443"
"Jack Wilson","Pirates","87","330","1","24","22","2","3.9 %","8.2 %",".075",".295",".272",".312",".348",".295","75","-1.2","-11.5","11.5","1.1","30","1017"
"Darin Erstad","Astros","140","342","4","49","31","2","4.1 %","19.9 %",".087",".337",".276",".309",".363",".295","76","0.8","-9.6","4.7","0.6","34","11"
"Freddy Sanchez","Pirates","145","608","9","75","52","0","3.5 %","10.4 %",".100",".288",".271",".298",".371",".294","74","-0.1","-19.7","5.1","0.5","30","1624"
"Ross Gload","Royals","122","418","3","46","37","3","5.5 %","9.3 %",".075",".295",".273",".317",".348",".294","73","-3.6","-17.7","-12.8","-1.6","32","1538"
"Jose Castillo","- - -","127","455","6","46","37","2","5.9 %","17.8 %",".129",".291",".246",".292",".376",".294","73","-4.1","-19.5","1.7","-0.3","27","1866"
"Jason Kendall","Brewers","151","587","2","46","49","8","8.5 %","7.7 %",".078",".265",".246",".327",".324",".293","74","2.3","-16.7","21.7","2.4","34","993"
"Chris Gomez","Pirates","90","200","1","26","20","0","6.5 %","15.0 %",".060",".318",".273",".322",".333",".293","74","0.8","-5.8","-2.7","-0.2","37","1208"
"Miguel Cairo","Mariners","108","250","0","34","23","5","7.2 %","12.8 %",".081",".289",".249",".316",".330",".293","78","-0.3","-7.1","0.4","0.2","34","1412"
"Jeff Clement","Mariners","66","224","5","17","23","0","6.7 %","28.1 %",".133",".301",".227",".295",".360",".292","78","-3.2","-9.3","-5.0","-0.7","24","4652"
"Carlos Gomez","Twins","153","614","7","79","59","33","4.1 %","23.1 %",".102",".330",".258",".296",".360",".291","74","5.1","-14.4","20.1","2.7","22","4881"
"Jeff Keppinger","Reds","121","502","3","45","43","3","6.0 %","4.8 %",".081",".272",".266",".310",".346",".291","69","-1.8","-21.5","-5.2","-1.0","28","3856"
"Jason Michaels","- - -","123","321","8","28","53","2","8.4 %","20.2 %",".136",".258",".224",".292",".360",".290","72","0.3","-11.1","0.2","0.0","32","1399"
"Austin Kearns","Nationals","86","357","7","40","32","2","9.8 %","17.6 %",".099",".250",".217",".311",".316",".289","70","0.0","-13.4","5.7","0.4","28","332"
"Jack Hannahan","Athletics","143","501","9","48","47","2","11.0 %","26.1 %",".124",".286",".218",".305",".342",".289","75","1.2","-14.5","10.2","1.3","28","3692"
"Bobby Crosby","Athletics","145","605","7","66","61","7","7.8 %","15.9 %",".112",".275",".237",".296",".349",".288","74","2.2","-17.1","9.4","1.3","28","1818"
"Wes Helms","Marlins","132","278","5","28","31","0","6.1 %","23.4 %",".104",".301",".243",".299",".347",".288","69","0.8","-10.1","1.7","0.1","32","94"
"Jeff Francoeur","Braves","155","653","11","70","71","0","6.0 %","17.0 %",".120",".274",".239",".294",".359",".288","71","-0.4","-24.5","-9.1","-1.2","24","4792"
"Shannon Stewart","Blue Jays","52","200","1","14","14","3","11.0 %","9.0 %",".063",".259",".240",".325",".303",".287","71","-1.1","-8.3","-0.1","-0.2","34","1322"
"Cesar Izturis","Cardinals","135","454","1","50","24","24","6.4 %","5.7 %",".046",".278",".263",".319",".309",".286","71","-0.5","-17.2","12.3","1.0","28","656"
"Esteban German","Royals","89","242","0","30","22","7","7.4 %","17.4 %",".093",".299",".245",".303",".338",".285","66","0.2","-9.8","-1.6","-0.3","30","1449"
"Eric Byrnes","Diamondbacks","52","224","6","28","23","4","7.1 %","16.1 %",".160",".226",".209",".272",".369",".284","61","-2.7","-13.5","-4.1","-1.0","32","905"
"Jay Payton","Orioles","127","364","7","41","41","8","6.0 %","14.6 %",".104",".270",".243",".291",".346",".283","65","2.1","-13.5","10.6","0.9","35","890"
"Melky Cabrera","Yankees","129","453","8","42","37","9","6.4 %","12.8 %",".092",".271",".249",".301",".341",".283","68","1.0","-17.2","4.0","0.2","23","4022"
"Brad Wilkerson","- - -","104","309","4","21","28","3","11.3 %","22.0 %",".106",".274",".220",".308",".326",".282","68","-2.0","-14.2","-4.6","-0.8","31","804"
"Endy Chavez","Mets","133","298","1","30","12","6","5.7 %","7.4 %",".063",".285",".267",".308",".330",".282","68","0.5","-11.6","10.9","0.9","30","768"
"Carlos Ruiz","Phillies","117","373","4","47","31","1","11.8 %","10.2 %",".081",".237",".219",".320",".300",".282","64","-0.9","-17.8","9.3","0.4","29","2579"
"Nick Hundley","Padres","60","216","5","21","24","0","5.1 %","24.1 %",".121",".288",".237",".278",".359",".279","71","1.7","-6.1","6.1","0.7","24","3376"
"Paul Bako","Reds","99","338","6","30","35","0","10.1 %","26.6 %",".110",".289",".217",".299",".328",".278","60","-1.9","-18.8","6.9","-0.1","36","676"
"Carlos Gonzalez","Athletics","85","316","4","31","26","4","4.1 %","25.6 %",".119",".318",".242",".273",".361",".277","67","0.4","-12.4","11.1","0.9","22","7287"
"Omar Quintanilla","Rockies","81","234","2","28","15","0","6.4 %","19.7 %",".110",".294",".238",".288",".348",".277","54","2.7","-10.9","1.3","-0.2","26","6335"
"Willy Taveras","Rockies","133","538","1","64","26","68","6.7 %","14.7 %",".046",".296",".251",".308",".296",".277","54","14.1","-17.2","-2.5","-0.2","26","1876"
"Travis Hafner","Indians","57","234","5","21","24","1","11.5 %","23.5 %",".126",".241",".197",".305",".323",".277","64","-2.2","-12.4","-5.8","-1.0","31","1573"
"Matt Treanor","Marlins","65","234","2","18","23","1","7.7 %","22.6 %",".063",".307",".238",".306",".301",".276","61","1.3","-10.1","3.5","0.1","32","2265"
"Brendan Ryan","Cardinals","80","218","0","30","10","7","7.3 %","14.2 %",".046",".289",".244",".307",".289",".275","63","2.8","-7.2","4.7","0.5","26","6073"
"Angel Berroa","Dodgers","84","256","1","26","16","0","7.8 %","16.0 %",".080",".277",".230",".304",".310",".274","62","-3.1","-15.2","-2.4","-0.9","30","591"
"Rajai Davis","- - -","113","226","3","30","19","29","3.5 %","17.7 %",".103",".285",".243",".272",".346",".272","63","6.0","-4.2","3.7","0.7","27","3708"
"Tadahito Iguchi","- - -","85","337","2","29","24","8","7.7 %","22.3 %",".074",".300",".232",".292",".306",".272","67","0.6","-13.6","3.0","0.0","33","8581"
"Brad Ausmus","Astros","81","250","3","15","24","0","10.0 %","16.4 %",".079",".254",".218",".303",".296",".272","61","-1.3","-13.7","3.7","-0.2","39","546"
"Kenji Johjima","Mariners","112","409","7","29","39","2","4.6 %","8.1 %",".106",".232",".227",".277",".332",".272","64","-2.9","-21.2","6.8","0.0","32","5811"
"Joey Gathright","Royals","105","315","0","41","22","21","6.3 %","12.7 %",".018",".295",".254",".311",".272",".271","57","5.1","-11.6","2.9","0.2","27","3913"
"Jose Vidro","Mariners","85","330","7","28","45","2","5.5 %","10.9 %",".104",".243",".234",".274",".338",".269","62","-0.5","-15.9","-8.1","-1.3","33","802"
"Eric Bruntlett","Phillies","120","238","2","37","15","9","8.8 %","14.7 %",".080",".251",".217",".297",".297",".268","55","2.4","-11.1","4.2","0.1","30","1753"
"Michael Bourn","Astros","138","514","5","57","29","41","7.2 %","21.6 %",".071",".290",".229",".288",".300",".267","58","6.7","-20.5","4.2","0.0","25","6387"
"Khalil Greene","Padres","105","423","10","30","35","5","5.2 %","23.6 %",".126",".255",".213",".260",".339",".263","61","0.4","-20.3","0.1","-0.7","28","1826"
"Jeff Mathis","Angels","94","328","9","35","42","2","9.1 %","27.4 %",".124",".245",".194",".275",".318",".263","55","-0.1","-18.5","9.9","0.3","25","3448"
"Andy Marte","Indians","80","257","3","21","17","1","5.4 %","20.2 %",".094",".272",".221",".268",".315",".261","54","-0.6","-15.1","4.3","-0.2","24","3203"
"Wladimir Balentien","Mariners","71","260","7","23","24","0","6.2 %","30.4 %",".140",".266",".202",".250",".342",".259","55","-2.6","-16.9","-7.3","-1.5","23","3131"
"Luis Rivas","Pirates","79","223","3","25","20","3","5.8 %","12.1 %",".092",".237",".218",".267",".311",".259","51","-1.3","-14.9","0.1","-0.8","28","753"
"Jose Molina","Yankees","100","297","3","32","18","0","4.0 %","17.5 %",".097",".255",".216",".263",".313",".258","51","-1.6","-19.7","13.2","0.4","33","25"
"Mike Lamb","- - -","92","272","1","22","32","0","6.3 %","12.1 %",".085",".258",".235",".276",".320",".256","51","0.8","-15.6","-4.3","-1.1","32","1258"
"Corey Patterson","Reds","135","392","10","46","34","14","4.1 %","14.5 %",".139",".215",".205",".238",".344",".254","44","2.2","-25.2","1.2","-1.1","28","300"
"Omar Vizquel","Giants","92","300","0","24","23","5","8.0 %","9.7 %",".045",".246",".222",".283",".267",".239","37","-0.9","-24.6","6.3","-0.9","41","411"
