"","Team Code","Name","Conference Code","Year"
"1665",508,"Northwestern State",914,2007
"1666",540,"Pennsylvania",865,2007
"1667",550,"Portland State",825,2007
"1668",553,"Prairie View",916,2007
"1669",554,"Princeton",865,2007
"1670",572,"Rhode Island",837,2007
"1671",575,"Richmond",837,2007
"1672",579,"Robert Morris",846,2007
"1673",590,"Sacred Heart",846,2007
"1674",600,"St. Francis (Pa.)",846,2007
"1675",624,"Sam Houston State",914,2007
"1676",625,"Samford",902,2007
"1677",627,"San Diego",21451,2007
"1678",632,"Savannah State",99005,2007
"1679",647,"South Carolina State",876,2007
"1680",649,"South Dakota State",99005,2007
"1681",654,"Southeast Missouri State",902,2007
"1682",655,"Southeastern Louisiana",914,2007
"1683",659,"Southern Illinois",853,2007
"1684",665,"Southern University",916,2007
"1685",667,"Southern Utah",99005,2007
"1686",669,"Missouri State",853,2007
"1687",670,"Texas State",914,2007
"1688",676,"Stephen F. Austin",914,2007
"1689",683,"Stony Brook",99005,2007
"1690",691,"Tennessee State",902,2007
"1691",692,"Tennessee Tech",902,2007
"1692",693,"Chattanooga",912,2007
"1693",695,"Tennessee-Martin",902,2007
"1694",699,"Texas Southern",916,2007
"1695",711,"Towson",837,2007
"1696",735,"Valparaiso",21451,2007
"1697",739,"Villanova",837,2007
"1698",741,"Virginia Military",826,2007
"1699",748,"Wagner",846,2007
"1700",758,"Weber State",825,2007
"1701",769,"Western Carolina",912,2007
"1702",771,"Western Illinois",853,2007
"1703",772,"Western Kentucky",853,2007
"1704",786,"William & Mary",837,2007
"1705",791,"Winston-Salem",99005,2007
"1706",813,"Yale",865,2007
"1707",817,"Youngstown State",853,2007
"1708",1004,"Central Arkansas",99005,2007
"1709",1068,"Elon",912,2007
"1710",1092,"Gardner-Webb",826,2007
"1711",1320,"Presbyterian",99005,2007
"1712",2678,"Ark.-Pine Bluff",916,2007
"1713",2915,"Wofford",912,2007
"1714",5,"Akron",875,2006
"1715",8,"Alabama",911,2006
"1716",9,"UAB",24312,2006
"1717",28,"Arizona State",905,2006
"1718",29,"Arizona",905,2006
"1719",30,"Arkansas State",818,2006
"1720",31,"Arkansas",911,2006
"1721",37,"Auburn",911,2006
"1722",47,"Ball State",875,2006
"1723",51,"Baylor",25354,2006
"1724",66,"Boise State",923,2006
"1725",67,"Boston College",821,2006
"1726",71,"Bowling Green",875,2006
"1727",77,"BYU",5486,2006
"1728",86,"Buffalo",875,2006
"1729",96,"Fresno State",923,2006
"1730",107,"California",905,2006
"1731",110,"UCLA",905,2006
"1732",128,"UCF",24312,2006
"1733",129,"Central Michigan",875,2006
"1734",140,"Cincinnati",823,2006
"1735",147,"Clemson",821,2006
"1736",156,"Colorado State",5486,2006
"1737",157,"Colorado",25354,2006
"1738",164,"Connecticut",823,2006
"1739",193,"Duke",821,2006
"1740",196,"East Carolina",24312,2006
"1741",204,"Eastern Michigan",875,2006
"1742",229,"Florida Atlantic",818,2006
"1743",231,"Florida International",818,2006
"1744",234,"Florida State",821,2006
"1745",235,"Florida",911,2006
"1746",255,"Georgia Tech",821,2006
"1747",257,"Georgia",911,2006
"1748",277,"Hawai'i",923,2006
"1749",288,"Houston",24312,2006
"1750",295,"Idaho",923,2006
"1751",301,"Illinois",827,2006
"1752",306,"Indiana",827,2006
"1753",311,"Iowa State",25354,2006
"1754",312,"Iowa",827,2006
"1755",327,"Kansas State",25354,2006
"1756",328,"Kansas",25354,2006
"1757",331,"Kent State",875,2006
"1758",334,"Kentucky",911,2006
"1759",365,"LSU",911,2006
"1760",366,"Louisiana Tech",923,2006
"1761",367,"Louisville",823,2006
"1762",388,"Marshall",24312,2006
"1763",392,"Maryland",821,2006
"1764",404,"Memphis",24312,2006
"1765",414,"Miami (Ohio)",875,2006
"1766",415,"Miami (Florida)",821,2006
"1767",416,"Michigan State",827,2006
"1768",418,"Michigan",827,2006
"1769",419,"Middle Tennessee",818,2006
"1770",428,"Minnesota",827,2006
"1771",430,"Mississippi State",911,2006
"1772",433,"Mississippi",911,2006
"1773",434,"Missouri",25354,2006
"1774",457,"North Carolina",821,2006
"1775",463,"Nebraska",25354,2006
"1776",465,"UNLV",5486,2006
"1777",466,"Nevada",923,2006
"1778",472,"New Mexico State",923,2006
"1779",473,"New Mexico",5486,2006
"1780",490,"North Carolina State",821,2006
"1781",497,"North Texas",818,2006
"1782",498,"Louisiana-Monroe",818,2006
"1783",503,"Northern Illinois",875,2006
"1784",509,"Northwestern",827,2006
"1785",513,"Notre Dame",99001,2006
"1786",518,"Ohio State",827,2006
"1787",519,"Ohio",875,2006
"1788",521,"Oklahoma State",25354,2006
"1789",522,"Oklahoma",25354,2006
"1790",528,"Oregon State",905,2006
"1791",529,"Oregon",905,2006
"1792",539,"Penn State",827,2006
"1793",545,"Pittsburgh",823,2006
"1794",559,"Purdue",827,2006
"1795",574,"Rice",24312,2006
"1796",587,"Rutgers",823,2006
"1797",626,"San Diego State",5486,2006
"1798",630,"San Jose State",923,2006
"1799",648,"South Carolina",911,2006
"1800",651,"South Florida",823,2006
"1801",657,"USC",905,2006
"1802",663,"SMU",24312,2006
"1803",664,"Southern Mississippi",24312,2006
"1804",671,"Louisiana-Lafayette",818,2006
"1805",674,"Stanford",905,2006
"1806",688,"Syracuse",823,2006
"1807",690,"Temple",99001,2006
"1808",694,"Tennessee",911,2006
"1809",697,"Texas A&M",25354,2006
"1810",698,"TCU",5486,2006
"1811",700,"Texas Tech",25354,2006
"1812",703,"Texas",25354,2006
"1813",704,"UTEP",24312,2006
"1814",709,"Toledo",875,2006
"1815",716,"Troy",818,2006
"1816",718,"Tulane",24312,2006
"1817",719,"Tulsa",24312,2006
"1818",721,"Air Force",5486,2006
"1819",725,"Army",99001,2006
"1820",726,"Navy",99001,2006
"1821",731,"Utah State",923,2006
"1822",732,"Utah",5486,2006
"1823",736,"Vanderbilt",911,2006
"1824",742,"Virginia Tech",821,2006
"1825",746,"Virginia",821,2006
"1826",749,"Wake Forest",821,2006
"1827",754,"Washington State",905,2006
"1828",756,"Washington",905,2006
"1829",768,"West Virginia",823,2006
"1830",774,"Western Michigan",875,2006
"1831",796,"Wisconsin",827,2006
"1832",811,"Wyoming",5486,2006
"1833",6,"Alabama A&M",916,2006
"1834",7,"Alabama St.",916,2006
"1835",14,"Albany (N.Y.)",846,2006
"1836",17,"Alcorn St.",916,2006
"1837",27,"Appalachian State",912,2006
"1838",43,"Austin Peay",99005,2006
"1839",48,"Charleston So.",826,2006
"1840",61,"Bethune-Cookman",876,2006
"1841",80,"Brown",865,2006
"1842",83,"Bucknell",838,2006
"1843",87,"Butler",21451,2006
"1844",90,"Cal Poly",99005,2006
"1845",102,"Sacramento State",825,2006
"1846",108,"UC Davis",99005,2006
"1847",127,"Central Conn. St.",846,2006
"1848",141,"Citadel",912,2006
"1849",149,"Coastal Carolina",826,2006
"1850",153,"Colgate",838,2006
"1851",158,"Columbia",865,2006
"1852",167,"Cornell",865,2006
"1853",172,"Dartmouth",865,2006
"1854",173,"Davidson",21451,2006
"1855",175,"Dayton",21451,2006
"1856",178,"Delaware State",876,2006
"1857",180,"Delaware",820,2006
"1858",189,"Drake",21451,2006
"1859",194,"Duquesne",871,2006
"1860",201,"Eastern Illinois",902,2006
"1861",202,"Eastern Kentucky",902,2006
"1862",207,"Eastern Washington",825,2006
"1863",228,"Florida A&M",876,2006
"1864",236,"Fordham",838,2006
"1865",244,"Furman",912,2006
"1866",251,"Georgetown",838,2006
"1867",253,"Georgia Southern",912,2006
"1868",261,"Grambling",916,2006
"1869",270,"Hampton",876,2006
"1870",275,"Harvard",865,2006
"1871",283,"Hofstra",820,2006
"1872",285,"Holy Cross",838,2006
"1873",290,"Howard",876,2006
"1874",294,"Idaho State",825,2006
"1875",299,"Illinois State",853,2006
"1876",305,"Indiana State",853,2006
"1877",310,"Iona",871,2006
"1878",314,"Jackson State",916,2006
"1879",315,"Jacksonville State",902,2006
"1880",316,"Jacksonville",21451,2006
"1881",317,"James Madison",820,2006
"1882",340,"La Salle",871,2006
"1883",342,"Lafayette",838,2006
"1884",352,"Lehigh",838,2006
"1885",355,"Liberty",826,2006
"1886",380,"Maine",820,2006
"1887",386,"Marist",871,2006
"1888",400,"Massachusetts",820,2006
"1889",402,"McNeese State",914,2006
"1890",432,"Mississippi Valley State",916,2006
"1891",439,"Monmouth",846,2006
"1892",440,"Montana State",825,2006
"1893",441,"Montana",825,2006
"1894",444,"Morehead State",21451,2006
"1895",446,"Morgan State",876,2006
"1896",454,"Murray State",902,2006
"1897",469,"New Hampshire",820,2006
"1898",483,"Nicholls State",914,2006
"1899",485,"Norfolk State",876,2006
"1900",488,"North Carolina A&T",876,2006
"1901",493,"North Dakota State",99005,2006
"1902",500,"Northeastern",820,2006
"1903",501,"Northern Arizona",825,2006
"1904",502,"Northern Colorado",99005,2006
"1905",504,"Northern Iowa",853,2006
"1906",508,"Northwestern State",914,2006
"1907",540,"Pennsylvania",865,2006
"1908",550,"Portland State",825,2006
"1909",553,"Prairie View",916,2006
"1910",554,"Princeton",865,2006
"1911",572,"Rhode Island",820,2006
"1912",575,"Richmond",820,2006
"1913",579,"Robert Morris",846,2006
"1914",590,"Sacred Heart",846,2006
"1915",600,"St. Francis (Pa.)",846,2006
"1916",617,"St. Peter's",871,2006
"1917",624,"Sam Houston State",914,2006
"1918",625,"Samford",902,2006
"1919",627,"San Diego",21451,2006
"1920",632,"Savannah State",99005,2006
"1921",647,"South Carolina State",876,2006
"1922",649,"South Dakota State",99005,2006
"1923",654,"Southeast Missouri State",902,2006
"1924",655,"Southeastern Louisiana",914,2006
"1925",659,"Southern Illinois",853,2006
"1926",665,"Southern University",916,2006
"1927",667,"Southern Utah",99005,2006
"1928",669,"Missouri State",853,2006
"1929",670,"Texas State",914,2006
"1930",676,"Stephen F. Austin",914,2006
"1931",683,"Stony Brook",846,2006
"1932",691,"Tennessee State",902,2006
"1933",692,"Tennessee Tech",902,2006
"1934",693,"Chattanooga",912,2006
"1935",695,"Tennessee-Martin",902,2006
"1936",699,"Texas Southern",916,2006
"1937",711,"Towson",820,2006
"1938",735,"Valparaiso",21451,2006
"1939",739,"Villanova",820,2006
"1940",741,"Virginia Military",826,2006
"1941",748,"Wagner",846,2006
"1942",758,"Weber State",825,2006
"1943",769,"Western Carolina",912,2006
"1944",771,"Western Illinois",853,2006
"1945",772,"Western Kentucky",853,2006
"1946",786,"William & Mary",820,2006
"1947",791,"Winston-Salem",99005,2006
"1948",813,"Yale",865,2006
"1949",817,"Youngstown State",853,2006
"1950",1004,"Central Arkansas",99005,2006
"1951",1068,"Elon",912,2006
"1952",1092,"Gardner-Webb",826,2006
"1953",2678,"Ark.-Pine Bluff",916,2006
"1954",2915,"Wofford",912,2006
"1955",5,"Akron",875,2005
"1956",8,"Alabama",911,2005
"1957",9,"UAB",24312,2005
"1958",28,"Arizona State",905,2005
"1959",29,"Arizona",905,2005
"1960",30,"Arkansas State",818,2005
"1961",31,"Arkansas",911,2005
"1962",37,"Auburn",911,2005
"1963",47,"Ball State",875,2005
"1964",51,"Baylor",25354,2005
"1965",66,"Boise State",923,2005
"1966",67,"Boston College",821,2005
"1967",71,"Bowling Green",875,2005
"1968",77,"BYU",5486,2005
"1969",86,"Buffalo",875,2005
"1970",96,"Fresno State",923,2005
"1971",107,"California",905,2005
"1972",110,"UCLA",905,2005
"1973",128,"UCF",24312,2005
"1974",129,"Central Michigan",875,2005
"1975",140,"Cincinnati",823,2005
"1976",147,"Clemson",821,2005
"1977",156,"Colorado State",5486,2005
"1978",157,"Colorado",25354,2005
"1979",164,"Connecticut",823,2005
"1980",193,"Duke",821,2005
"1981",196,"East Carolina",24312,2005
"1982",204,"Eastern Michigan",875,2005
"1983",229,"Florida Atlantic",818,2005
"1984",231,"Florida International",818,2005
"1985",234,"Florida State",821,2005
"1986",235,"Florida",911,2005
"1987",255,"Georgia Tech",821,2005
"1988",257,"Georgia",911,2005
"1989",277,"Hawai'i",923,2005
"1990",288,"Houston",24312,2005
"1991",295,"Idaho",923,2005
"1992",301,"Illinois",827,2005
"1993",306,"Indiana",827,2005
"1994",311,"Iowa State",25354,2005
"1995",312,"Iowa",827,2005
"1996",327,"Kansas State",25354,2005
"1997",328,"Kansas",25354,2005
"1998",331,"Kent State",875,2005
"1999",334,"Kentucky",911,2005
"2000",365,"LSU",911,2005
"2001",366,"Louisiana Tech",923,2005
"2002",367,"Louisville",823,2005
"2003",388,"Marshall",24312,2005
"2004",392,"Maryland",821,2005
"2005",404,"Memphis",24312,2005
"2006",414,"Miami (Ohio)",875,2005
"2007",415,"Miami (Florida)",821,2005
"2008",416,"Michigan State",827,2005
"2009",418,"Michigan",827,2005
"2010",419,"Middle Tennessee",818,2005
"2011",428,"Minnesota",827,2005
"2012",430,"Mississippi State",911,2005
"2013",433,"Mississippi",911,2005
"2014",434,"Missouri",25354,2005
"2015",457,"North Carolina",821,2005
"2016",463,"Nebraska",25354,2005
"2017",465,"UNLV",5486,2005
"2018",466,"Nevada",923,2005
"2019",472,"New Mexico State",923,2005
"2020",473,"New Mexico",5486,2005
"2021",490,"North Carolina State",821,2005
"2022",497,"North Texas",818,2005
"2023",498,"Louisiana-Monroe",818,2005
"2024",503,"Northern Illinois",875,2005
"2025",509,"Northwestern",827,2005
"2026",513,"Notre Dame",99001,2005
"2027",518,"Ohio State",827,2005
"2028",519,"Ohio",875,2005
"2029",521,"Oklahoma State",25354,2005
"2030",522,"Oklahoma",25354,2005
"2031",528,"Oregon State",905,2005
"2032",529,"Oregon",905,2005
"2033",539,"Penn State",827,2005
"2034",545,"Pittsburgh",823,2005
"2035",559,"Purdue",827,2005
"2036",574,"Rice",24312,2005
"2037",587,"Rutgers",823,2005
"2038",626,"San Diego State",5486,2005
"2039",630,"San Jose State",923,2005
"2040",648,"South Carolina",911,2005
"2041",651,"South Florida",823,2005
"2042",657,"USC",905,2005
"2043",663,"SMU",24312,2005
"2044",664,"Southern Mississippi",24312,2005
"2045",671,"Louisiana-Lafayette",818,2005
"2046",674,"Stanford",905,2005
"2047",688,"Syracuse",823,2005
"2048",690,"Temple",99001,2005
"2049",694,"Tennessee",911,2005
"2050",697,"Texas A&M",25354,2005
"2051",698,"TCU",5486,2005
"2052",700,"Texas Tech",25354,2005
"2053",703,"Texas",25354,2005
"2054",704,"UTEP",24312,2005
"2055",709,"Toledo",875,2005
"2056",716,"Troy",818,2005
"2057",718,"Tulane",24312,2005
"2058",719,"Tulsa",24312,2005
"2059",721,"Air Force",5486,2005
"2060",725,"Army",99001,2005
"2061",726,"Navy",99001,2005
"2062",731,"Utah State",923,2005
"2063",732,"Utah",5486,2005
"2064",736,"Vanderbilt",911,2005
"2065",742,"Virginia Tech",821,2005
"2066",746,"Virginia",821,2005
"2067",749,"Wake Forest",821,2005
"2068",754,"Washington State",905,2005
"2069",756,"Washington",905,2005
"2070",768,"West Virginia",823,2005
"2071",774,"Western Michigan",875,2005
"2072",796,"Wisconsin",827,2005
"2073",811,"Wyoming",5486,2005
"2074",6,"Alabama A&M",916,2005
"2075",7,"Alabama St.",916,2005
"2076",14,"Albany (N.Y.)",846,2005
"2077",17,"Alcorn St.",916,2005
"2078",27,"Appalachian State",912,2005
"2079",43,"Austin Peay",21451,2005
"2080",48,"Charleston So.",826,2005
"2081",61,"Bethune-Cookman",876,2005
"2082",80,"Brown",865,2005
"2083",83,"Bucknell",838,2005
"2084",87,"Butler",21451,2005
"2085",90,"Cal Poly",99005,2005
"2086",102,"Sacramento State",825,2005
"2087",108,"UC Davis",99005,2005
"2088",127,"Central Conn. St.",846,2005
"2089",141,"Citadel",912,2005
"2090",149,"Coastal Carolina",826,2005
"2091",153,"Colgate",838,2005
"2092",158,"Columbia",865,2005
"2093",167,"Cornell",865,2005
"2094",172,"Dartmouth",865,2005
"2095",173,"Davidson",21451,2005
"2096",175,"Dayton",21451,2005
"2097",178,"Delaware State",876,2005
"2098",180,"Delaware",820,2005
"2099",189,"Drake",21451,2005
"2100",194,"Duquesne",871,2005
"2101",201,"Eastern Illinois",902,2005
"2102",202,"Eastern Kentucky",902,2005
"2103",207,"Eastern Washington",825,2005
"2104",228,"Florida A&M",876,2005
"2105",236,"Fordham",838,2005
"2106",244,"Furman",912,2005
"2107",251,"Georgetown",838,2005
"2108",253,"Georgia Southern",912,2005
"2109",261,"Grambling",916,2005
"2110",270,"Hampton",876,2005
"2111",275,"Harvard",865,2005
"2112",283,"Hofstra",820,2005
"2113",285,"Holy Cross",838,2005
"2114",290,"Howard",876,2005
"2115",294,"Idaho State",825,2005
"2116",299,"Illinois State",853,2005
"2117",305,"Indiana State",853,2005
"2118",310,"Iona",871,2005
"2119",314,"Jackson State",916,2005
"2120",315,"Jacksonville State",902,2005
"2121",316,"Jacksonville",21451,2005
"2122",317,"James Madison",820,2005
"2123",340,"La Salle",871,2005
"2124",342,"Lafayette",838,2005
"2125",352,"Lehigh",838,2005
"2126",355,"Liberty",826,2005
"2127",380,"Maine",820,2005
"2128",386,"Marist",871,2005
"2129",400,"Massachusetts",820,2005
"2130",402,"McNeese State",914,2005
"2131",432,"Mississippi Valley State",916,2005
"2132",439,"Monmouth",846,2005
"2133",440,"Montana State",825,2005
"2134",441,"Montana",825,2005
"2135",444,"Morehead State",21451,2005
"2136",446,"Morgan State",876,2005
"2137",454,"Murray State",902,2005
"2138",469,"New Hampshire",820,2005
"2139",483,"Nicholls State",914,2005
"2140",485,"Norfolk State",876,2005
"2141",488,"North Carolina A&T",876,2005
"2142",493,"North Dakota State",99005,2005
"2143",500,"Northeastern",820,2005
"2144",501,"Northern Arizona",825,2005
"2145",502,"Northern Colorado",99005,2005
"2146",504,"Northern Iowa",853,2005
"2147",508,"Northwestern State",914,2005
"2148",540,"Pennsylvania",865,2005
"2149",550,"Portland State",825,2005
"2150",553,"Prairie View",916,2005
"2151",554,"Princeton",865,2005
"2152",572,"Rhode Island",820,2005
"2153",575,"Richmond",820,2005
"2154",579,"Robert Morris",846,2005
"2155",590,"Sacred Heart",846,2005
"2156",600,"St. Francis (Pa.)",846,2005
"2157",617,"St. Peter's",871,2005
"2158",624,"Sam Houston State",914,2005
"2159",625,"Samford",902,2005
"2160",627,"San Diego",21451,2005
"2161",632,"Savannah State",99005,2005
"2162",647,"South Carolina State",876,2005
"2163",649,"South Dakota State",99005,2005
"2164",654,"Southeast Missouri State",902,2005
"2165",655,"Southeastern Louisiana",914,2005
"2166",659,"Southern Illinois",853,2005
"2167",665,"Southern University",916,2005
"2168",667,"Southern Utah",99005,2005
"2169",669,"Missouri State",853,2005
"2170",670,"Texas State",914,2005
"2171",676,"Stephen F. Austin",914,2005
"2172",683,"Stony Brook",846,2005
"2173",691,"Tennessee State",902,2005
"2174",692,"Tennessee Tech",902,2005
"2175",693,"Chattanooga",912,2005
"2176",695,"Tennessee-Martin",902,2005
"2177",699,"Texas Southern",916,2005
"2178",711,"Towson",820,2005
"2179",735,"Valparaiso",21451,2005
"2180",739,"Villanova",820,2005
"2181",741,"Virginia Military",826,2005
"2182",748,"Wagner",846,2005
"2183",758,"Weber State",825,2005
"2184",769,"Western Carolina",912,2005
"2185",771,"Western Illinois",853,2005
"2186",772,"Western Kentucky",853,2005
"2187",786,"William & Mary",820,2005
"2188",813,"Yale",865,2005
"2189",817,"Youngstown State",853,2005
"2190",1068,"Elon",912,2005
"2191",1092,"Gardner-Webb",826,2005
"2192",2678,"Ark.-Pine Bluff",916,2005
"2193",2915,"Wofford",912,2005
